spp,CommonName,Source,PrimerNote,Country,Site,lat_deg,lat_min,lat_sec,lon_deg,lon_min,lon_sec,CollectionYear,NumMarkers,MarkerName,CrossSpp,n,Repeat,He,Hese,Notes
Atractoscion aequidens,Geelbeck croaker,Henriques et al. (2014) PLoS ONE 9:e87907,0,Angola,Namibe,-15.195258,,,12.136212,,,2008-2010,1,Geelb21,0,68,2,0.882,,geo coordinates pulled from place name
Atractoscion aequidens,Geelbeck croaker,Henriques et al. (2014) PLoS ONE 9:e87907,0,Angola,Namibe,-15.195258,,,12.136212,,,2008-2010,1,Geelb27,0,68,4,0.933,,geo coordinates pulled from place name
Atractoscion aequidens,Geelbeck croaker,Henriques et al. (2014) PLoS ONE 9:e87907,0,Angola,Namibe,-15.195258,,,12.136212,,,2008-2010,1,Geelb29,0,68,4,0.922,,geo coordinates pulled from place name
Atractoscion aequidens,Geelbeck croaker,Henriques et al. (2014) PLoS ONE 9:e87907,0,Angola,Namibe,-15.195258,,,12.136212,,,2008-2010,1,Geelb30,0,68,4,0.92,,geo coordinates pulled from place name
Atractoscion aequidens,Geelbeck croaker,Henriques et al. (2014) PLoS ONE 9:e87907,0,Angola,Namibe,-15.195258,,,12.136212,,,2008-2010,1,Geelb32,0,66,4,0.965,,geo coordinates pulled from place name
Atractoscion aequidens,Geelbeck croaker,Henriques et al. (2014) PLoS ONE 9:e87907,0,Angola,Pinda,-10.836631,,,13.762365,,,2008-2010,1,Geelb5,0,70,2,0.928,,geo coordinates pulled from place name
Atractoscion aequidens,Geelbeck croaker,Henriques et al. (2014) PLoS ONE 9:e87907,0,Angola,Pinda,-10.836631,,,13.762365,,,2008-2010,1,Geelb13,0,70,4,0.68,,geo coordinates pulled from place name
Atractoscion aequidens,Geelbeck croaker,Henriques et al. (2014) PLoS ONE 9:e87907,0,Angola,Pinda,-10.836631,,,13.762365,,,2008-2010,1,Geelb16,0,70,4,0.929,,geo coordinates pulled from place name
Atractoscion aequidens,Geelbeck croaker,Henriques et al. (2014) PLoS ONE 9:e87907,0,Angola,Pinda,-10.836631,,,13.762365,,,2008-2010,1,Geelb21,0,70,2,0.881,,geo coordinates pulled from place name
Atractoscion aequidens,Geelbeck croaker,Henriques et al. (2014) PLoS ONE 9:e87907,0,Angola,Pinda,-10.836631,,,13.762365,,,2008-2010,1,Geelb27,0,70,4,0.928,,geo coordinates pulled from place name
Atractoscion aequidens,Geelbeck croaker,Henriques et al. (2014) PLoS ONE 9:e87907,0,Angola,Pinda,-10.836631,,,13.762365,,,2008-2010,1,Geelb29,0,70,4,0.921,,geo coordinates pulled from place name
Atractoscion aequidens,Geelbeck croaker,Henriques et al. (2014) PLoS ONE 9:e87907,0,Angola,Pinda,-10.836631,,,13.762365,,,2008-2010,1,Geelb30,0,70,4,0.924,,geo coordinates pulled from place name
Atractoscion aequidens,Geelbeck croaker,Henriques et al. (2014) PLoS ONE 9:e87907,0,Angola,Pinda,-10.836631,,,13.762365,,,2008-2010,1,Geelb32,0,70,4,0.971,,geo coordinates pulled from place name
Atractoscion aequidens,Geelbeck croaker,Henriques et al. (2014) PLoS ONE 9:e87907,0,South Africa,Arniston,-34.685036,,,20.234915,,,2008-2010,1,Geelb5,0,70,2,0.898,,geo coordinates pulled from place name
Atractoscion aequidens,Geelbeck croaker,Henriques et al. (2014) PLoS ONE 9:e87907,0,South Africa,Arniston,-34.685036,,,20.234915,,,2008-2010,1,Geelb13,0,70,4,0.641,,geo coordinates pulled from place name
Atractoscion aequidens,Geelbeck croaker,Henriques et al. (2014) PLoS ONE 9:e87907,0,South Africa,Arniston,-34.685036,,,20.234915,,,2008-2010,1,Geelb21,0,70,2,0.902,,geo coordinates pulled from place name
Atractoscion aequidens,Geelbeck croaker,Henriques et al. (2014) PLoS ONE 9:e87907,0,South Africa,Arniston,-34.685036,,,20.234915,,,2008-2010,1,Geelb27,0,70,4,0.916,,geo coordinates pulled from place name
Atractoscion aequidens,Geelbeck croaker,Henriques et al. (2014) PLoS ONE 9:e87907,0,South Africa,Arniston,-34.685036,,,20.234915,,,2008-2010,1,Geelb29,0,70,4,0.96,,geo coordinates pulled from place name
Atractoscion aequidens,Geelbeck croaker,Henriques et al. (2014) PLoS ONE 9:e87907,0,South Africa,Arniston,-34.685036,,,20.234915,,,2008-2010,1,Geelb30,0,70,4,0.925,,geo coordinates pulled from place name
Atractoscion aequidens,Geelbeck croaker,Henriques et al. (2014) PLoS ONE 9:e87907,0,South Africa,Arniston,-34.685036,,,20.234915,,,2008-2010,1,Geelb32,0,69,4,0.971,,geo coordinates pulled from place name
Atractoscion aequidens,Geelbeck croaker,Henriques et al. (2014) PLoS ONE 9:e87907,0,South Africa,Port Alfred,-33.605953,,,26.901966,,,2008-2010,1,Geelb13,0,70,4,0.644,,geo coordinates pulled from place name
Atractoscion aequidens,Geelbeck croaker,Henriques et al. (2014) PLoS ONE 9:e87907,0,South Africa,Port Alfred,-33.605953,,,26.901966,,,2008-2010,1,Geelb16,0,70,4,0.929,,geo coordinates pulled from place name
Atractoscion aequidens,Geelbeck croaker,Henriques et al. (2014) PLoS ONE 9:e87907,0,South Africa,Port Alfred,-33.605953,,,26.901966,,,2008-2010,1,Geelb21,0,70,2,0.91,,geo coordinates pulled from place name
Atractoscion aequidens,Geelbeck croaker,Henriques et al. (2014) PLoS ONE 9:e87907,0,South Africa,Port Alfred,-33.605953,,,26.901966,,,2008-2010,1,Geelb27,0,70,4,0.918,,geo coordinates pulled from place name
Atractoscion aequidens,Geelbeck croaker,Henriques et al. (2014) PLoS ONE 9:e87907,0,South Africa,Port Alfred,-33.605953,,,26.901966,,,2008-2010,1,Geelb30,0,70,4,0.923,,geo coordinates pulled from place name
Atractoscion aequidens,Geelbeck croaker,Henriques et al. (2014) PLoS ONE 9:e87907,0,South Africa,Port Alfred,-33.605953,,,26.901966,,,2008-2010,1,Geelb32,0,70,4,0.965,,geo coordinates pulled from place name
Argyrosomus inodorus,Mild meagre,Henriques et al. (2015) Marine Biology Research 11:423-429,0,South Africa,Eastern Cape Province,-34.01218,,,25.506076,,,,1,UBA5,1,40,2,0.819,,geo coordinates pulled from place name
Argyrosomus inodorus,Mild meagre,Henriques et al. (2015) Marine Biology Research 11:423-429,0,South Africa,Eastern Cape Province,-34.01218,,,25.506076,,,,1,UBA40,1,40,2,0.765,,geo coordinates pulled from place name
Argyrosomus inodorus,Mild meagre,Henriques et al. (2015) Marine Biology Research 11:423-429,0,South Africa,Eastern Cape Province,-34.01218,,,25.506076,,,,1,UBA50,1,39,2,0.887,,geo coordinates pulled from place name
Argyrosomus inodorus,Mild meagre,Henriques et al. (2015) Marine Biology Research 11:423-429,0,South Africa,Eastern Cape Province,-34.01218,,,25.506076,,,,1,UBA91,1,40,2,0.361,,geo coordinates pulled from place name
Argyrosomus inodorus,Mild meagre,Henriques et al. (2015) Marine Biology Research 11:423-429,0,South Africa,Eastern Cape Province,-34.01218,,,25.506076,,,,1,UBA853,1,40,2,0.831,,geo coordinates pulled from place name
Argyrosomus inodorus,Mild meagre,Henriques et al. (2015) Marine Biology Research 11:423-429,0,South Africa,Eastern Cape Province,-34.01218,,,25.506076,,,,1,UBA854,1,40,2,0.881,,geo coordinates pulled from place name
Argyrosomus inodorus,Mild meagre,Henriques et al. (2015) Marine Biology Research 11:423-429,0,Namibia,West Coast Recreational Area,-22.030899,,,14.321979,,,,1,UBA5,1,40,2,0.825,,geo coordinates pulled from place name
Argyrosomus inodorus,Mild meagre,Henriques et al. (2015) Marine Biology Research 11:423-429,0,Namibia,West Coast Recreational Area,-22.030899,,,14.321979,,,,1,UBA40,1,39,2,0.807,,geo coordinates pulled from place name
Argyrosomus inodorus,Mild meagre,Henriques et al. (2015) Marine Biology Research 11:423-429,0,Namibia,West Coast Recreational Area,-22.030899,,,14.321979,,,,1,UBA50,1,40,2,0.896,,geo coordinates pulled from place name
Argyrosomus inodorus,Mild meagre,Henriques et al. (2015) Marine Biology Research 11:423-429,0,Namibia,West Coast Recreational Area,-22.030899,,,14.321979,,,,1,UBA91,1,40,2,0.387,,geo coordinates pulled from place name
Argyrosomus inodorus,Mild meagre,Henriques et al. (2015) Marine Biology Research 11:423-429,0,Namibia,West Coast Recreational Area,-22.030899,,,14.321979,,,,1,UBA853,1,40,2,0.872,,geo coordinates pulled from place name
Argyrosomus inodorus,Mild meagre,Henriques et al. (2015) Marine Biology Research 11:423-429,0,Namibia,West Coast Recreational Area,-22.030899,,,14.321979,,,,1,UBA854,1,40,2,0.776,,geo coordinates pulled from place name
Genypterus capensis,Kingklip,Henriques et al. (2017) Fisheries Research 187:86-95,0,South Africaq,Cape Town,-33.877604,,,18.294857,,,2014,9,,1,34,2.8,0.795,,geo coordinates pulled from place name
Genypterus capensis,Kingklip,Henriques et al. (2017) Fisheries Research 187:86-95,0,South Africa,Western Agulhas Bank,-34.903,,,18.890625,,,2015,9,,1,43,2.8,0.799,,geo coordinates pulled from place name
Argyrosomus coronus,Dusky kob,Henriques et al. (2018) African Journal of Marine Science 40:13-24,0,Namibia,Henties Bay,-22.149461,,,14.223554,,,2007-2010,1,UBA5,0,40,2,0.721,,geo coordinates pulled from place name
Argyrosomus coronus,Dusky kob,Henriques et al. (2018) African Journal of Marine Science 40:13-24,0,Namibia,Henties Bay,-22.149461,,,14.223554,,,2007-2010,1,UBA40,0,40,2,0.865,,geo coordinates pulled from place name
Argyrosomus coronus,Dusky kob,Henriques et al. (2018) African Journal of Marine Science 40:13-24,0,Namibia,Henties Bay,-22.149461,,,14.223554,,,2007-2010,1,UBA50,0,40,2,0.884,,geo coordinates pulled from place name
Argyrosomus coronus,Dusky kob,Henriques et al. (2018) African Journal of Marine Science 40:13-24,0,Namibia,Henties Bay,-22.149461,,,14.223554,,,2007-2010,1,UBA91,0,40,2,0.287,,geo coordinates pulled from place name
Argyrosomus coronus,Dusky kob,Henriques et al. (2018) African Journal of Marine Science 40:13-24,0,Namibia,Henties Bay,-22.149461,,,14.223554,,,2007-2010,1,UBA853,0,39,2,0.87,,geo coordinates pulled from place name
Argyrosomus coronus,Dusky kob,Henriques et al. (2018) African Journal of Marine Science 40:13-24,0,Namibia,Henties Bay,-22.149461,,,14.223554,,,2007-2010,1,UBA854,0,40,2,0.717,,geo coordinates pulled from place name
Argyrosomus coronus,Dusky kob,Henriques et al. (2018) African Journal of Marine Science 40:13-24,0,Angola,Cunene River Mouth,-17.2525,,,11.751389,,,2007-2010,1,UBA5,0,26,2,0.761,,geo coordinates pulled from place name
Argyrosomus coronus,Dusky kob,Henriques et al. (2018) African Journal of Marine Science 40:13-24,0,Angola,Cunene River Mouth,-17.2525,,,11.751389,,,2007-2010,1,UBA40,0,26,2,0.88,,geo coordinates pulled from place name
Argyrosomus coronus,Dusky kob,Henriques et al. (2018) African Journal of Marine Science 40:13-24,0,Angola,Cunene River Mouth,-17.2525,,,11.751389,,,2007-2010,1,UBA50,0,26,2,0.875,,geo coordinates pulled from place name
Argyrosomus coronus,Dusky kob,Henriques et al. (2018) African Journal of Marine Science 40:13-24,0,Angola,Cunene River Mouth,-17.2525,,,11.751389,,,2007-2010,1,UBA91,0,26,2,0.27,,geo coordinates pulled from place name
Argyrosomus coronus,Dusky kob,Henriques et al. (2018) African Journal of Marine Science 40:13-24,0,Angola,Cunene River Mouth,-17.2525,,,11.751389,,,2007-2010,1,UBA853,0,26,2,0.878,,geo coordinates pulled from place name
Argyrosomus coronus,Dusky kob,Henriques et al. (2018) African Journal of Marine Science 40:13-24,0,Angola,Cunene River Mouth,-17.2525,,,11.751389,,,2007-2010,1,UBA854,0,26,2,0.719,,geo coordinates pulled from place name
Argyrosomus coronus,Dusky kob,Henriques et al. (2018) African Journal of Marine Science 40:13-24,0,Angola,Lucira,-13.873028,,,12.495489,,,2007-2010,1,UBA5,0,34,2,0.747,,geo coordinates pulled from place name
Argyrosomus coronus,Dusky kob,Henriques et al. (2018) African Journal of Marine Science 40:13-24,0,Angola,Lucira,-13.873028,,,12.495489,,,2007-2010,1,UBA40,0,34,2,0.892,,geo coordinates pulled from place name
Argyrosomus coronus,Dusky kob,Henriques et al. (2018) African Journal of Marine Science 40:13-24,0,Angola,Lucira,-13.873028,,,12.495489,,,2007-2010,1,UBA50,0,34,2,0.888,,geo coordinates pulled from place name
Argyrosomus coronus,Dusky kob,Henriques et al. (2018) African Journal of Marine Science 40:13-24,0,Angola,Lucira,-13.873028,,,12.495489,,,2007-2010,1,UBA91,0,33,2,0.219,,geo coordinates pulled from place name
Argyrosomus coronus,Dusky kob,Henriques et al. (2018) African Journal of Marine Science 40:13-24,0,Angola,Lucira,-13.873028,,,12.495489,,,2007-2010,1,UBA853,0,34,2,0.735,,geo coordinates pulled from place name
Argyrosomus coronus,Dusky kob,Henriques et al. (2018) African Journal of Marine Science 40:13-24,0,Angola,Lucira,-13.873028,,,12.495489,,,2007-2010,1,UBA854,0,34,2,0.742,,geo coordinates pulled from place name
Argyrosomus coronus,Dusky kob,Henriques et al. (2018) African Journal of Marine Science 40:13-24,0,Angola,Luanda,-8.798547,,,13.218858,,,2007-2010,1,UBA5,0,40,2,0.732,,geo coordinates pulled from place name
Argyrosomus coronus,Dusky kob,Henriques et al. (2018) African Journal of Marine Science 40:13-24,0,Angola,Luanda,-8.798547,,,13.218858,,,2007-2010,1,UBA40,0,40,2,0.835,,geo coordinates pulled from place name
Argyrosomus coronus,Dusky kob,Henriques et al. (2018) African Journal of Marine Science 40:13-24,0,Angola,Luanda,-8.798547,,,13.218858,,,2007-2010,1,UBA50,0,39,2,0.894,,geo coordinates pulled from place name
Argyrosomus coronus,Dusky kob,Henriques et al. (2018) African Journal of Marine Science 40:13-24,0,Angola,Luanda,-8.798547,,,13.218858,,,2007-2010,1,UBA91,0,34,2,0.258,,geo coordinates pulled from place name
Argyrosomus coronus,Dusky kob,Henriques et al. (2018) African Journal of Marine Science 40:13-24,0,Angola,Luanda,-8.798547,,,13.218858,,,2007-2010,1,UBA853,0,40,2,0.83,,geo coordinates pulled from place name
Argyrosomus coronus,Dusky kob,Henriques et al. (2018) African Journal of Marine Science 40:13-24,0,Angola,Luanda,-8.798547,,,13.218858,,,2007-2010,1,UBA854,0,40,2,0.704,,geo coordinates pulled from place name
Lutjanus campechanus,Red snapper,Hollenbeck et al. (2015) Fisheries Research 172:17-25,0,USA,North Carolina,33.780393,,,-77.375808,,,2008-2011,1,Lca20,0,93,2,0.19,,geo coordinates pulled from place name
Lutjanus campechanus,Red snapper,Hollenbeck et al. (2015) Fisheries Research 172:17-25,0,USA,North Carolina,33.780393,,,-77.375808,,,2008-2011,1,Lca22,0,93,2,0.751,,geo coordinates pulled from place name
Lutjanus campechanus,Red snapper,Hollenbeck et al. (2015) Fisheries Research 172:17-25,0,USA,North Carolina,33.780393,,,-77.375808,,,2008-2011,1,Lca43,0,93,2,0.597,,geo coordinates pulled from place name
Lutjanus campechanus,Red snapper,Hollenbeck et al. (2015) Fisheries Research 172:17-25,0,USA,North Carolina,33.780393,,,-77.375808,,,2008-2011,1,Lca64,0,93,2,0.789,,geo coordinates pulled from place name
Lutjanus campechanus,Red snapper,Hollenbeck et al. (2015) Fisheries Research 172:17-25,0,USA,North Carolina,33.780393,,,-77.375808,,,2008-2011,1,Lca91,0,93,2,0.577,,geo coordinates pulled from place name
Lutjanus campechanus,Red snapper,Hollenbeck et al. (2015) Fisheries Research 172:17-25,0,USA,North Carolina,33.780393,,,-77.375808,,,2008-2011,1,Lca107,0,93,2,0.776,,geo coordinates pulled from place name
Lutjanus campechanus,Red snapper,Hollenbeck et al. (2015) Fisheries Research 172:17-25,0,USA,North Carolina,33.780393,,,-77.375808,,,2008-2011,1,Prs55,0,93,2,0.271,,geo coordinates pulled from place name
Lutjanus campechanus,Red snapper,Hollenbeck et al. (2015) Fisheries Research 172:17-25,0,USA,North Carolina,33.780393,,,-77.375808,,,2008-2011,1,Prs137,0,93,2,0.732,,geo coordinates pulled from place name
Lutjanus campechanus,Red snapper,Hollenbeck et al. (2015) Fisheries Research 172:17-25,0,USA,North Carolina,33.780393,,,-77.375808,,,2008-2011,1,Prs221,0,93,2,0.766,,geo coordinates pulled from place name
Lutjanus campechanus,Red snapper,Hollenbeck et al. (2015) Fisheries Research 172:17-25,0,USA,North Carolina,33.780393,,,-77.375808,,,2008-2011,1,Prs240,0,92,2,0.902,,geo coordinates pulled from place name
Lutjanus campechanus,Red snapper,Hollenbeck et al. (2015) Fisheries Research 172:17-25,0,USA,North Carolina,33.780393,,,-77.375808,,,2008-2011,1,Prs248,0,93,2,0.872,,geo coordinates pulled from place name
Lutjanus campechanus,Red snapper,Hollenbeck et al. (2015) Fisheries Research 172:17-25,0,USA,North Carolina,33.780393,,,-77.375808,,,2008-2011,1,Prs260,0,93,2,0.305,,geo coordinates pulled from place name
Lutjanus campechanus,Red snapper,Hollenbeck et al. (2015) Fisheries Research 172:17-25,0,USA,North Carolina,33.780393,,,-77.375808,,,2008-2011,1,Prs275,0,93,2,0.609,,geo coordinates pulled from place name
Lutjanus campechanus,Red snapper,Hollenbeck et al. (2015) Fisheries Research 172:17-25,0,USA,North Carolina,33.780393,,,-77.375808,,,2008-2011,1,Prs282,0,93,2,0.599,,geo coordinates pulled from place name
Lutjanus campechanus,Red snapper,Hollenbeck et al. (2015) Fisheries Research 172:17-25,0,USA,North Carolina,33.780393,,,-77.375808,,,2008-2011,1,Prs328,0,92,2,0.547,,geo coordinates pulled from place name
Lutjanus campechanus,Red snapper,Hollenbeck et al. (2015) Fisheries Research 172:17-25,0,USA,North Carolina,33.780393,,,-77.375808,,,2008-2011,1,Prs333,0,93,2,0.382,,geo coordinates pulled from place name
Lutjanus campechanus,Red snapper,Hollenbeck et al. (2015) Fisheries Research 172:17-25,0,USA,North Carolina,33.780393,,,-77.375808,,,2008-2011,1,Ra6,1,92,2,0.392,,geo coordinates pulled from place name
Lutjanus campechanus,Red snapper,Hollenbeck et al. (2015) Fisheries Research 172:17-25,0,USA,South Carolina,32.63441,,,-79.114852,,,2008-2011,1,Lca20,0,84,2,0.179,,geo coordinates pulled from place name
Lutjanus campechanus,Red snapper,Hollenbeck et al. (2015) Fisheries Research 172:17-25,0,USA,South Carolina,32.63441,,,-79.114852,,,2008-2011,1,Lca22,0,84,2,0.726,,geo coordinates pulled from place name
Lutjanus campechanus,Red snapper,Hollenbeck et al. (2015) Fisheries Research 172:17-25,0,USA,South Carolina,32.63441,,,-79.114852,,,2008-2011,1,Lca43,0,85,2,0.581,,geo coordinates pulled from place name
Lutjanus campechanus,Red snapper,Hollenbeck et al. (2015) Fisheries Research 172:17-25,0,USA,South Carolina,32.63441,,,-79.114852,,,2008-2011,1,Lca64,0,84,2,0.791,,geo coordinates pulled from place name
Lutjanus campechanus,Red snapper,Hollenbeck et al. (2015) Fisheries Research 172:17-25,0,USA,South Carolina,32.63441,,,-79.114852,,,2008-2011,1,Lca91,0,85,2,0.565,,geo coordinates pulled from place name
Lutjanus campechanus,Red snapper,Hollenbeck et al. (2015) Fisheries Research 172:17-25,0,USA,South Carolina,32.63441,,,-79.114852,,,2008-2011,1,Lca107,0,84,2,0.801,,geo coordinates pulled from place name
