spp,CommonName,Source,PrimerNote,Country,Site,lat_deg,lat_min,lat_sec,lon_deg,lon_min,lon_sec,CollectionYear,NumMarkers,MarkerName,CrossSpp,n,Repeat,He,Hese,Notes
Siphamia tubifer,Tubifer cardinalfish,Alpermann et al. (2014) Conservation Genet. Resour. 6:1031-1034,1,Yemen,Socotra Island,12.701385,,,54.300216,,,2010,1,Stub01,0,20,2,0.95,,geo coordinates pulled from place name
Siphamia tubifer,Tubifer cardinalfish,Alpermann et al. (2014) Conservation Genet. Resour. 6:1031-1034,1,Yemen,Socotra Island,12.701385,,,54.300216,,,2010,1,Stub02,0,20,2,0.74,,geo coordinates pulled from place name
Siphamia tubifer,Tubifer cardinalfish,Alpermann et al. (2014) Conservation Genet. Resour. 6:1031-1034,1,Yemen,Socotra Island,12.701385,,,54.300216,,,2010,1,Stub03,0,20,2,0.69,,geo coordinates pulled from place name
Siphamia tubifer,Tubifer cardinalfish,Alpermann et al. (2014) Conservation Genet. Resour. 6:1031-1034,1,Yemen,Socotra Island,12.701385,,,54.300216,,,2010,1,Stub04,0,20,2,0.86,,geo coordinates pulled from place name
Siphamia tubifer,Tubifer cardinalfish,Alpermann et al. (2014) Conservation Genet. Resour. 6:1031-1034,1,Yemen,Socotra Island,12.701385,,,54.300216,,,2010,1,Stub05,0,20,2,0.9,,geo coordinates pulled from place name
Siphamia tubifer,Tubifer cardinalfish,Alpermann et al. (2014) Conservation Genet. Resour. 6:1031-1034,1,Yemen,Socotra Island,12.701385,,,54.300216,,,2010,1,Stub06,0,20,2,0.86,,geo coordinates pulled from place name
Siphamia tubifer,Tubifer cardinalfish,Alpermann et al. (2014) Conservation Genet. Resour. 6:1031-1034,1,Yemen,Socotra Island,12.701385,,,54.300216,,,2010,1,Stub07,0,20,2,0.83,,geo coordinates pulled from place name
Siphamia tubifer,Tubifer cardinalfish,Alpermann et al. (2014) Conservation Genet. Resour. 6:1031-1034,1,Yemen,Socotra Island,12.701385,,,54.300216,,,2010,1,Stub08,0,20,3,0.56,,geo coordinates pulled from place name
Siphamia tubifer,Tubifer cardinalfish,Alpermann et al. (2014) Conservation Genet. Resour. 6:1031-1034,1,Yemen,Socotra Island,12.701385,,,54.300216,,,2010,1,Stub09,0,20,3,0.96,,geo coordinates pulled from place name
Siphamia tubifer,Tubifer cardinalfish,Alpermann et al. (2014) Conservation Genet. Resour. 6:1031-1034,1,Yemen,Socotra Island,12.701385,,,54.300216,,,2010,1,Stub10,0,20,2,0.79,,geo coordinates pulled from place name
Siphamia tubifer,Tubifer cardinalfish,Alpermann et al. (2014) Conservation Genet. Resour. 6:1031-1034,1,Yemen,Socotra Island,12.701385,,,54.300216,,,2010,1,Stub11,0,20,3,0.88,,geo coordinates pulled from place name
Siphamia tubifer,Tubifer cardinalfish,Alpermann et al. (2014) Conservation Genet. Resour. 6:1031-1034,1,Yemen,Socotra Island,12.701385,,,54.300216,,,2010,1,Stub13,0,20,2,0.79,,geo coordinates pulled from place name
Siphamia tubifer,Tubifer cardinalfish,Alpermann et al. (2014) Conservation Genet. Resour. 6:1031-1034,1,Yemen,Socotra Island,12.701385,,,54.300216,,,2010,1,Stub14,0,20,2,0.76,,geo coordinates pulled from place name
Siphamia tubifer,Tubifer cardinalfish,Alpermann et al. (2014) Conservation Genet. Resour. 6:1031-1034,1,Yemen,Socotra Island,12.701385,,,54.300216,,,2010,1,Stub15,0,20,2,0.78,,geo coordinates pulled from place name
Siphamia tubifer,Tubifer cardinalfish,Alpermann et al. (2014) Conservation Genet. Resour. 6:1031-1034,1,Yemen,Socotra Island,12.701385,,,54.300216,,,2010,1,Stub16,0,20,3,0.69,,geo coordinates pulled from place name
Siphamia tubifer,Tubifer cardinalfish,Alpermann et al. (2014) Conservation Genet. Resour. 6:1031-1034,1,Yemen,Socotra Island,12.701385,,,54.300216,,,2010,1,Stub17,0,20,2,0.88,,geo coordinates pulled from place name
Siphamia tubifer,Tubifer cardinalfish,Alpermann et al. (2014) Conservation Genet. Resour. 6:1031-1034,1,Yemen,Socotra Island,12.701385,,,54.300216,,,2010,1,Stub18,0,20,3,0.9,,geo coordinates pulled from place name
Siphamia tubifer,Tubifer cardinalfish,Alpermann et al. (2014) Conservation Genet. Resour. 6:1031-1034,1,Yemen,Socotra Island,12.701385,,,54.300216,,,2010,1,Stub19,0,20,3,0.81,,geo coordinates pulled from place name
Siphamia tubifer,Tubifer cardinalfish,Alpermann et al. (2014) Conservation Genet. Resour. 6:1031-1034,1,Yemen,Socotra Island,12.701385,,,54.300216,,,2010,1,Stub21,0,20,2,0.74,,geo coordinates pulled from place name
Siphamia tubifer,Tubifer cardinalfish,Alpermann et al. (2014) Conservation Genet. Resour. 6:1031-1034,1,Yemen,Socotra Island,12.701385,,,54.300216,,,2010,1,Stub23,0,20,2,0.77,,geo coordinates pulled from place name
Siphamia tubifer,Tubifer cardinalfish,Alpermann et al. (2014) Conservation Genet. Resour. 6:1031-1034,1,Yemen,Socotra Island,12.701385,,,54.300216,,,2010,1,Stub25,0,20,2,0.85,,geo coordinates pulled from place name
Siphamia tubifer,Tubifer cardinalfish,Alpermann et al. (2014) Conservation Genet. Resour. 6:1031-1034,1,Yemen,Socotra Island,12.701385,,,54.300216,,,2010,1,Stub26,0,20,2,0.77,,geo coordinates pulled from place name
Siphamia tubifer,Tubifer cardinalfish,Alpermann et al. (2014) Conservation Genet. Resour. 6:1031-1034,1,Yemen,Socotra Island,12.701385,,,54.300216,,,2010,1,Stub27,0,20,2,0.74,,geo coordinates pulled from place name
Siphamia tubifer,Tubifer cardinalfish,Alpermann et al. (2014) Conservation Genet. Resour. 6:1031-1034,1,Yemen,Socotra Island,12.701385,,,54.300216,,,2010,1,Stub28,0,20,2,0.68,,geo coordinates pulled from place name
Siphamia tubifer,Tubifer cardinalfish,Alpermann et al. (2014) Conservation Genet. Resour. 6:1031-1034,1,Yemen,Socotra Island,12.701385,,,54.300216,,,2010,1,Stub29,0,20,3,0.92,,geo coordinates pulled from place name
Siphamia tubifer,Tubifer cardinalfish,Alpermann et al. (2014) Conservation Genet. Resour. 6:1031-1034,1,Yemen,Socotra Island,12.701385,,,54.300216,,,2010,1,Stub30,0,20,2,0.8,,geo coordinates pulled from place name
Stephanolepis cirrhifer,Threadsail filefish,An et al. (2011) Genes & Genomics 33:605-611,1,Korea,Pohang,36.071756,,,129.470125,,,2009,1,KTm141,1,48,2,0.883,,geo coordinates pulled from place name
Stephanolepis cirrhifer,Threadsail filefish,An et al. (2011) Genes & Genomics 33:605-611,1,Korea,Pohang,36.071756,,,129.470125,,,2009,1,KTm151,1,48,2,0.794,,geo coordinates pulled from place name
Stephanolepis cirrhifer,Threadsail filefish,An et al. (2011) Genes & Genomics 33:605-611,1,Korea,Pohang,36.071756,,,129.470125,,,2009,1,KTm220,1,48,2,0.902,,geo coordinates pulled from place name
Stephanolepis cirrhifer,Threadsail filefish,An et al. (2011) Genes & Genomics 33:605-611,1,Korea,Pohang,36.071756,,,129.470125,,,2009,1,KTm250,1,48,2,0.807,,geo coordinates pulled from place name
Stephanolepis cirrhifer,Threadsail filefish,An et al. (2011) Genes & Genomics 33:605-611,1,Korea,Pohang,36.071756,,,129.470125,,,2009,1,KTm255,1,48,2,0.781,,geo coordinates pulled from place name
Stephanolepis cirrhifer,Threadsail filefish,An et al. (2011) Genes & Genomics 33:605-611,1,Korea,Pohang,36.071756,,,129.470125,,,2009,1,KTm261,1,48,2,0.785,,geo coordinates pulled from place name
Stephanolepis cirrhifer,Threadsail filefish,An et al. (2011) Genes & Genomics 33:605-611,1,Korea,Pohang,36.071756,,,129.470125,,,2009,1,KTm274,1,48,2,0.865,,geo coordinates pulled from place name
Stephanolepis cirrhifer,Threadsail filefish,An et al. (2011) Genes & Genomics 33:605-611,1,Korea,Pohang,36.071756,,,129.470125,,,2009,1,KTm292,1,48,2,0.837,,geo coordinates pulled from place name
Sebastes schlegeli,Korean rockfish,An et al. (2012) Journal of the World Aquaculture Society 43:73-83,0,Korea,Buan,35.703288,,,126.507997,,,2006,1,KSs2A,0,30,2,0.879,,geo coordinates pulled from place name
Sebastes schlegeli,Korean rockfish,An et al. (2012) Journal of the World Aquaculture Society 43:73-83,0,Korea,Buan,35.703288,,,126.507997,,,2006,1,KSs3,0,30,2,0.851,,geo coordinates pulled from place name
Sebastes schlegeli,Korean rockfish,An et al. (2012) Journal of the World Aquaculture Society 43:73-83,0,Korea,Buan,35.703288,,,126.507997,,,2006,1,KSs6,0,30,2,0.78,,geo coordinates pulled from place name
Sebastes schlegeli,Korean rockfish,An et al. (2012) Journal of the World Aquaculture Society 43:73-83,0,Korea,Buan,35.703288,,,126.507997,,,2006,1,KSs11B,0,30,2,0.951,,geo coordinates pulled from place name
Sebastes schlegeli,Korean rockfish,An et al. (2012) Journal of the World Aquaculture Society 43:73-83,0,Korea,Buan,35.703288,,,126.507997,,,2006,1,KSs16,0,30,2,0.923,,geo coordinates pulled from place name
Sebastes schlegeli,Korean rockfish,An et al. (2012) Journal of the World Aquaculture Society 43:73-83,0,Korea,Buan,35.703288,,,126.507997,,,2006,1,KSs20A,0,30,2,0.213,,geo coordinates pulled from place name
Sebastes schlegeli,Korean rockfish,An et al. (2012) Journal of the World Aquaculture Society 43:73-83,0,Korea,Buan,35.703288,,,126.507997,,,2006,1,KSs27A,0,30,2,0.859,,geo coordinates pulled from place name
Sebastes schlegeli,Korean rockfish,An et al. (2012) Journal of the World Aquaculture Society 43:73-83,0,Korea,Yeosu,34.676933,,,127.67537,,,2006,1,KSs2A,0,37,2,0.884,,geo coordinates pulled from place name
Sebastes schlegeli,Korean rockfish,An et al. (2012) Journal of the World Aquaculture Society 43:73-83,0,Korea,Yeosu,34.676933,,,127.67537,,,2006,1,KSs3,0,37,2,0.848,,geo coordinates pulled from place name
Sebastes schlegeli,Korean rockfish,An et al. (2012) Journal of the World Aquaculture Society 43:73-83,0,Korea,Yeosu,34.676933,,,127.67537,,,2006,1,KSs8,0,37,2,0.937,,geo coordinates pulled from place name
Sebastes schlegeli,Korean rockfish,An et al. (2012) Journal of the World Aquaculture Society 43:73-83,0,Korea,Yeosu,34.676933,,,127.67537,,,2006,1,KSs16,0,37,2,0.936,,geo coordinates pulled from place name
Sebastes schlegeli,Korean rockfish,An et al. (2012) Journal of the World Aquaculture Society 43:73-83,0,Korea,Yeosu,34.676933,,,127.67537,,,2006,1,KSs20A,0,37,2,0.275,,geo coordinates pulled from place name
Sebastes schlegeli,Korean rockfish,An et al. (2012) Journal of the World Aquaculture Society 43:73-83,0,Korea,Yeosu,34.676933,,,127.67537,,,2006,1,KSs27A,0,37,2,0.852,,geo coordinates pulled from place name
Sebastes schlegeli,Korean rockfish,An et al. (2012) Journal of the World Aquaculture Society 43:73-83,0,Korea,Donghae,37.711575,,,128.996264,,,2006,1,KSs2A,0,40,2,0.823,,geo coordinates pulled from place name
Sebastes schlegeli,Korean rockfish,An et al. (2012) Journal of the World Aquaculture Society 43:73-83,0,Korea,Donghae,37.711575,,,128.996264,,,2006,1,KSs3,0,40,2,0.864,,geo coordinates pulled from place name
Sebastes schlegeli,Korean rockfish,An et al. (2012) Journal of the World Aquaculture Society 43:73-83,0,Korea,Donghae,37.711575,,,128.996264,,,2006,1,KSs6,0,40,2,0.827,,geo coordinates pulled from place name
Sebastes schlegeli,Korean rockfish,An et al. (2012) Journal of the World Aquaculture Society 43:73-83,0,Korea,Donghae,37.711575,,,128.996264,,,2006,1,KSs8,0,40,2,0.917,,geo coordinates pulled from place name
Sebastes schlegeli,Korean rockfish,An et al. (2012) Journal of the World Aquaculture Society 43:73-83,0,Korea,Donghae,37.711575,,,128.996264,,,2006,1,KSs11B,0,40,2,0.936,,geo coordinates pulled from place name
Sebastes schlegeli,Korean rockfish,An et al. (2012) Journal of the World Aquaculture Society 43:73-83,0,Korea,Donghae,37.711575,,,128.996264,,,2006,1,KSs16,0,40,2,0.935,,geo coordinates pulled from place name
Sebastes schlegeli,Korean rockfish,An et al. (2012) Journal of the World Aquaculture Society 43:73-83,0,Korea,Donghae,37.711575,,,128.996264,,,2006,1,KSs20A,0,40,2,0.292,,geo coordinates pulled from place name
Sebastes schlegeli,Korean rockfish,An et al. (2012) Journal of the World Aquaculture Society 43:73-83,0,Korea,Donghae,37.711575,,,128.996264,,,2006,1,KSs27A,0,40,2,0.877,,geo coordinates pulled from place name
Sebastes schlegeli,Korean rockfish,An et al. (2012) Journal of the World Aquaculture Society 43:73-83,0,Korea,Jeju,33.567039,,,126.655396,,,2006,1,KSs2A,0,31,2,0.857,,geo coordinates pulled from place name
Sebastes schlegeli,Korean rockfish,An et al. (2012) Journal of the World Aquaculture Society 43:73-83,0,Korea,Jeju,33.567039,,,126.655396,,,2006,1,KSs3,0,31,2,0.871,,geo coordinates pulled from place name
Sebastes schlegeli,Korean rockfish,An et al. (2012) Journal of the World Aquaculture Society 43:73-83,0,Korea,Jeju,33.567039,,,126.655396,,,2006,1,KSs6,0,31,2,0.824,,geo coordinates pulled from place name
Sebastes schlegeli,Korean rockfish,An et al. (2012) Journal of the World Aquaculture Society 43:73-83,0,Korea,Jeju,33.567039,,,126.655396,,,2006,1,KSs8,0,31,2,0.935,,geo coordinates pulled from place name
Sebastes schlegeli,Korean rockfish,An et al. (2012) Journal of the World Aquaculture Society 43:73-83,0,Korea,Jeju,33.567039,,,126.655396,,,2006,1,KSs11B,0,31,2,0.932,,geo coordinates pulled from place name
Sebastes schlegeli,Korean rockfish,An et al. (2012) Journal of the World Aquaculture Society 43:73-83,0,Korea,Jeju,33.567039,,,126.655396,,,2006,1,KSs16,0,31,2,0.932,,geo coordinates pulled from place name
Sebastes schlegeli,Korean rockfish,An et al. (2012) Journal of the World Aquaculture Society 43:73-83,0,Korea,Jeju,33.567039,,,126.655396,,,2006,1,KSs20A,0,31,2,0.368,,geo coordinates pulled from place name
Sebastes schlegeli,Korean rockfish,An et al. (2012) Journal of the World Aquaculture Society 43:73-83,0,Korea,Jeju,33.567039,,,126.655396,,,2006,1,KSs27A,0,31,2,0.847,,geo coordinates pulled from place name
Epinephelus bruneus,Kelp grouper,An et al. (2012) Animal Cells and Systems 16:50-56,1,Korea,Jeju,33.567039,,,126.655396,,,,1,KEm140,0,30,2,0.72,,geo coordinates pulled from place name
Epinephelus bruneus,Kelp grouper,An et al. (2012) Animal Cells and Systems 16:50-56,1,Korea,Jeju,33.567039,,,126.655396,,,,1,KEm164,0,30,2,0.44,,geo coordinates pulled from place name
Epinephelus bruneus,Kelp grouper,An et al. (2012) Animal Cells and Systems 16:50-56,1,Korea,Jeju,33.567039,,,126.655396,,,,1,KEm174,0,30,2,0.29,,geo coordinates pulled from place name
Epinephelus bruneus,Kelp grouper,An et al. (2012) Animal Cells and Systems 16:50-56,1,Korea,Jeju,33.567039,,,126.655396,,,,1,KEm210,0,30,2,0.9,,geo coordinates pulled from place name
Epinephelus bruneus,Kelp grouper,An et al. (2012) Animal Cells and Systems 16:50-56,1,Korea,Jeju,33.567039,,,126.655396,,,,1,KEm228,0,30,2,0.41,,geo coordinates pulled from place name
Epinephelus bruneus,Kelp grouper,An et al. (2012) Animal Cells and Systems 16:50-56,1,Korea,Jeju,33.567039,,,126.655396,,,,1,KEm276,0,30,2,0.92,,geo coordinates pulled from place name
Thamnaconus modestus,Black scraper,An et al. (2013) Mol. Biol. Rep. 40:3445-3456,0,Korea,Geoje,34,88,,128,62,,2008,1,KTm138,0,60,2,0.743,,
Thamnaconus modestus,Black scraper,An et al. (2013) Mol. Biol. Rep. 40:3445-3456,0,Korea,Geoje,34,88,,128,62,,2008,1,KTm141,0,60,2,0.779,,
Thamnaconus modestus,Black scraper,An et al. (2013) Mol. Biol. Rep. 40:3445-3456,0,Korea,Geoje,34,88,,128,62,,2008,1,KTm220,0,60,2,0.911,,
Thamnaconus modestus,Black scraper,An et al. (2013) Mol. Biol. Rep. 40:3445-3456,0,Korea,Geoje,34,88,,128,62,,2008,1,KTm222,0,60,2,0.846,,
Thamnaconus modestus,Black scraper,An et al. (2013) Mol. Biol. Rep. 40:3445-3456,0,Korea,Geoje,34,88,,128,62,,2008,1,KTm223,0,60,2,0.789,,
Thamnaconus modestus,Black scraper,An et al. (2013) Mol. Biol. Rep. 40:3445-3456,0,Korea,Geoje,34,88,,128,62,,2008,1,KTm234,0,60,2,0.768,,
Thamnaconus modestus,Black scraper,An et al. (2013) Mol. Biol. Rep. 40:3445-3456,0,Korea,Geoje,34,88,,128,62,,2008,1,KTm246,0,60,2,0.938,,
Thamnaconus modestus,Black scraper,An et al. (2013) Mol. Biol. Rep. 40:3445-3456,0,Korea,Geoje,34,88,,128,62,,2008,1,KTm252,0,60,2,0.898,,
Thamnaconus modestus,Black scraper,An et al. (2013) Mol. Biol. Rep. 40:3445-3456,0,Korea,Geoje,34,88,,128,62,,2008,1,KTm254,0,60,2,0.783,,
Thamnaconus modestus,Black scraper,An et al. (2013) Mol. Biol. Rep. 40:3445-3456,0,Korea,Geoje,34,88,,128,62,,2008,1,KTm255,0,60,2,0.879,,
Thamnaconus modestus,Black scraper,An et al. (2013) Mol. Biol. Rep. 40:3445-3456,0,Korea,Geoje,34,88,,128,62,,2008,1,KTm261,0,60,2,0.755,,
Thamnaconus modestus,Black scraper,An et al. (2013) Mol. Biol. Rep. 40:3445-3456,0,Korea,Geoje,34,88,,128,62,,2008,1,KTm268,0,60,2,0.812,,
Thamnaconus modestus,Black scraper,An et al. (2013) Mol. Biol. Rep. 40:3445-3456,0,Korea,Geoje,34,88,,128,62,,2008,1,KTm274,0,60,2,0.894,,
Thamnaconus modestus,Black scraper,An et al. (2013) Mol. Biol. Rep. 40:3445-3456,0,Korea,Geoje,34,88,,128,62,,2008,1,KTm279,0,60,2,0.817,,
Thamnaconus modestus,Black scraper,An et al. (2013) Mol. Biol. Rep. 40:3445-3456,0,Korea,Geoje,34,88,,128,62,,2008,1,KTm283,0,60,2,0.918,,
Thamnaconus modestus,Black scraper,An et al. (2013) Mol. Biol. Rep. 40:3445-3456,0,Korea,Geoje,34,88,,128,62,,2008,1,KTm292,0,60,2,0.854,,
