spp,CommonName,Source,PrimerNote,Country,Site,lat_deg,lat_min,lat_sec,lon_deg,lon_min,lon_sec,CollectionYear,NumMarkers,MarkerName,CrossSpp,n,Repeat,He,Hese,Notes
Pagrus pagrus,Red porgy,Ball et al. 2007 Mar. Biol. 150:1321-1332,0,Morocco,Madeira,32.841287,,,-16.819405,,,1997-1998,1,Pma4,1,51,2,0.697,,
Pagrus pagrus,Red porgy,Ball et al. 2007 Mar. Biol. 150:1321-1332,0,Morocco,Madeira,32.841287,,,-16.819405,,,1997-1998,1,SaGT41a,1,51,2,0.472,,
Pagrus pagrus,Red porgy,Ball et al. 2007 Mar. Biol. 150:1321-1332,0,Spain,Azores,38.423307,,,-26.724766,,,1997-1998,1,GA2A,1,34,2,0.924,,
Pagrus pagrus,Red porgy,Ball et al. 2007 Mar. Biol. 150:1321-1332,0,Spain,Azores,38.423307,,,-26.724766,,,1997-1998,1,Pma1,1,32,2,0.954,,
Pagrus pagrus,Red porgy,Ball et al. 2007 Mar. Biol. 150:1321-1332,0,Spain,Azores,38.423307,,,-26.724766,,,1997-1998,1,Pma3,1,30,2,0.873,,
Pagrus pagrus,Red porgy,Ball et al. 2007 Mar. Biol. 150:1321-1332,0,Spain,Azores,38.423307,,,-26.724766,,,1997-1998,1,Pma4,1,32,2,0.603,,
Pagrus pagrus,Red porgy,Ball et al. 2007 Mar. Biol. 150:1321-1332,0,Spain,Azores,38.423307,,,-26.724766,,,1997-1998,1,SaGT41a,1,34,2,0.314,,
Pagrus pagrus,Red porgy,Ball et al. 2007 Mar. Biol. 150:1321-1332,0,USA,North Carolina,34.72727,,,-76.398599,,,1999-2002,1,GA2A,1,136,2,0.937,,
Pagrus pagrus,Red porgy,Ball et al. 2007 Mar. Biol. 150:1321-1332,0,USA,North Carolina,34.72727,,,-76.398599,,,1999-2002,1,Pma1,1,130,2,0.953,,
Pagrus pagrus,Red porgy,Ball et al. 2007 Mar. Biol. 150:1321-1332,0,USA,North Carolina,34.72727,,,-76.398599,,,1999-2002,1,Pma3,1,134,2,0.95,,
Pagrus pagrus,Red porgy,Ball et al. 2007 Mar. Biol. 150:1321-1332,0,USA,North Carolina,34.72727,,,-76.398599,,,1999-2002,1,Pma4,1,136,2,0.619,,
Pagrus pagrus,Red porgy,Ball et al. 2007 Mar. Biol. 150:1321-1332,0,USA,North Carolina,34.72727,,,-76.398599,,,1999-2002,1,SaGT32,1,136,2,0.236,,
Pagrus pagrus,Red porgy,Ball et al. 2007 Mar. Biol. 150:1321-1332,0,USA,North Carolina,34.72727,,,-76.398599,,,1999-2002,1,SaGT41a,1,136,2,0.386,,
Pagrus pagrus,Red porgy,Ball et al. 2007 Mar. Biol. 150:1321-1332,0,USA,South Carolina,32.802165,,,-79.369516,,,1996-2002,1,GA2A,1,159,2,0.937,,
Pagrus pagrus,Red porgy,Ball et al. 2007 Mar. Biol. 150:1321-1332,0,USA,South Carolina,32.802165,,,-79.369516,,,1996-2002,1,Pma1,1,156,2,0.958,,
Pagrus pagrus,Red porgy,Ball et al. 2007 Mar. Biol. 150:1321-1332,0,USA,South Carolina,32.802165,,,-79.369516,,,1996-2002,1,Pma3,1,155,2,0.945,,
Pagrus pagrus,Red porgy,Ball et al. 2007 Mar. Biol. 150:1321-1332,0,USA,South Carolina,32.802165,,,-79.369516,,,1996-2002,1,Pma4,1,158,2,0.649,,
Pagrus pagrus,Red porgy,Ball et al. 2007 Mar. Biol. 150:1321-1332,0,USA,South Carolina,32.802165,,,-79.369516,,,1996-2002,1,SaGT32,1,158,2,0.285,,
Pagrus pagrus,Red porgy,Ball et al. 2007 Mar. Biol. 150:1321-1332,0,USA,South Carolina,32.802165,,,-79.369516,,,1996-2002,1,SaGT41a,1,159,2,0.429,,
Pagrus pagrus,Red porgy,Ball et al. 2007 Mar. Biol. 150:1321-1332,0,USA,Georgia,31.178176,,,-81.09245,,,2000-2002,1,Pma3,1,92,2,0.949,,
Pagrus pagrus,Red porgy,Ball et al. 2007 Mar. Biol. 150:1321-1332,0,USA,Georgia,31.178176,,,-81.09245,,,2000-2002,1,SaGT32,1,91,2,0.222,,
Pagrus pagrus,Red porgy,Ball et al. 2007 Mar. Biol. 150:1321-1332,0,USA,Florida east coast,28.433411,,,-80.404958,,,2000-2002,1,GA2A,1,86,2,0.939,,
Pagrus pagrus,Red porgy,Ball et al. 2007 Mar. Biol. 150:1321-1332,0,USA,Florida east coast,28.433411,,,-80.404958,,,2000-2002,1,Pma1,1,83,2,0.958,,
Pagrus pagrus,Red porgy,Ball et al. 2007 Mar. Biol. 150:1321-1332,0,USA,Florida east coast,28.433411,,,-80.404958,,,2000-2002,1,Pma3,1,86,2,0.9466,,
Pagrus pagrus,Red porgy,Ball et al. 2007 Mar. Biol. 150:1321-1332,0,USA,Florida east coast,28.433411,,,-80.404958,,,2000-2002,1,SaGT32,1,86,2,0.258,,
Pagrus pagrus,Red porgy,Ball et al. 2007 Mar. Biol. 150:1321-1332,0,USA,Florida east coast,28.433411,,,-80.404958,,,2000-2002,1,SaGT41a,1,86,2,0.461,,
Pagrus pagrus,Red porgy,Ball et al. 2007 Mar. Biol. 150:1321-1332,0,USA,"Gulf of Mexico/Panama City, FL",30.058322,,,-85.745327,,,2003,1,GA2A,1,95,2,0.934,,
Pagrus pagrus,Red porgy,Ball et al. 2007 Mar. Biol. 150:1321-1332,0,USA,"Gulf of Mexico/Panama City, FL",30.058322,,,-85.745327,,,2003,1,Pma1,1,94,2,0.956,,
Pagrus pagrus,Red porgy,Ball et al. 2007 Mar. Biol. 150:1321-1332,0,USA,"Gulf of Mexico/Panama City, FL",30.058322,,,-85.745327,,,2003,1,Pma4,1,95,2,0.651,,
Pagrus pagrus,Red porgy,Ball et al. 2007 Mar. Biol. 150:1321-1332,0,USA,"Gulf of Mexico/Panama City, FL",30.058322,,,-85.745327,,,2003,1,SaGT32,1,91,2,0.254,,
Pagrus pagrus,Red porgy,Ball et al. 2007 Mar. Biol. 150:1321-1332,0,USA,"Gulf of Mexico/Panama City, FL",30.058322,,,-85.745327,,,2003,1,SaGT41a,1,95,2,0.438,,
Pagrus pagrus,Red porgy,Ball et al. 2007 Mar. Biol. 150:1321-1332,0,USA,Gulf of Mexico/Louisiana,29.435157,,,-91.684289,,,1999,1,GA2A,1,49,2,0.936,,
Pagrus pagrus,Red porgy,Ball et al. 2007 Mar. Biol. 150:1321-1332,0,USA,Gulf of Mexico/Louisiana,29.435157,,,-91.684289,,,1999,1,Pma1,1,47,2,0.952,,
Pagrus pagrus,Red porgy,Ball et al. 2007 Mar. Biol. 150:1321-1332,0,USA,Gulf of Mexico/Louisiana,29.435157,,,-91.684289,,,1999,1,Pma3,1,47,2,0.936,,
Pagrus pagrus,Red porgy,Ball et al. 2007 Mar. Biol. 150:1321-1332,0,USA,Gulf of Mexico/Louisiana,29.435157,,,-91.684289,,,1999,1,Pma4,1,49,2,0.629,,
Pagrus pagrus,Red porgy,Ball et al. 2007 Mar. Biol. 150:1321-1332,0,USA,Gulf of Mexico/Louisiana,29.435157,,,-91.684289,,,1999,1,SaGT32,1,48,2,0.205,,
Pagrus pagrus,Red porgy,Ball et al. 2007 Mar. Biol. 150:1321-1332,0,USA,Gulf of Mexico/Louisiana,29.435157,,,-91.684289,,,1999,1,SaGT41a,1,48,2,0.426,,
Pagrus pagrus,Red porgy,Ball et al. 2007 Mar. Biol. 150:1321-1332,0,Brazil,Brazil,-28.411326,,,-47.872938,,,,1,GA2A,1,32,2,0.934,,
Pagrus pagrus,Red porgy,Ball et al. 2007 Mar. Biol. 150:1321-1332,0,Brazil,Brazil,-28.411326,,,-47.872938,,,,1,Pma1,1,32,2,0.959,,
Pagrus pagrus,Red porgy,Ball et al. 2007 Mar. Biol. 150:1321-1332,0,Brazil,Brazil,-28.411326,,,-47.872938,,,,1,Pma4,1,32,2,0.592,,
Pagrus pagrus,Red porgy,Ball et al. 2007 Mar. Biol. 150:1321-1332,0,Brazil,Brazil,-28.411326,,,-47.872938,,,,1,SaGT32,1,32,2,0.411,,
Pomatoschistus marmoratus,Marbled goby,Berrebi et al. 2006 Mol Ecol Notes 6:724-727,1,France,Thau Lagoon,43,24,36,3.604023,,,2004,1,Pmar-03,0,23,2,0.84,,
Pomatoschistus marmoratus,Marbled goby,Berrebi et al. 2006 Mol Ecol Notes 6:724-727,1,France,Thau Lagoon,43,24,36,3.604023,,,2004,1,Pmar-05,0,22,2,0.86,,
Pomatoschistus marmoratus,Marbled goby,Berrebi et al. 2006 Mol Ecol Notes 6:724-727,1,France,Thau Lagoon,43,24,36,3.604023,,,2004,1,Pmic-02,1,16,2,0.81,,
Pomatoschistus marmoratus,Marbled goby,Berrebi et al. 2006 Mol Ecol Notes 6:724-727,1,France,Thau Lagoon,43,24,36,3.604023,,,2004,1,Pmic-03,1,15,2,0.52,,
Pomatoschistus marmoratus,Marbled goby,Berrebi et al. 2006 Mol Ecol Notes 6:724-727,1,France,Thau Lagoon,43,24,36,3.604023,,,2004,1,Pmic-07,1,24,2,0.57,,
Pomatoschistus marmoratus,Marbled goby,Berrebi et al. 2006 Mol Ecol Notes 6:724-727,1,France,Thau Lagoon,43,24,36,3.604023,,,2004,1,Pmin-05,1,16,2,0.71,,
Pomatoschistus microps,Common goby,Berrebi et al. 2006 Mol Ecol Notes 6:724-727,1,France,Mauguio lagoon,43.575345,,,4.005114,,,2003,1,Pmar-05,1,24,2,0.57,,
Pomatoschistus microps,Common goby,Berrebi et al. 2006 Mol Ecol Notes 6:724-727,1,France,Mauguio lagoon,43.575345,,,4.005114,,,2003,1,Pmic-02,0,22,2,0.85,,
Pomatoschistus microps,Common goby,Berrebi et al. 2006 Mol Ecol Notes 6:724-727,1,France,Mauguio lagoon,43.575345,,,4.005114,,,2003,1,Pmic-03,0,23,2,0.54,,
Pomatoschistus microps,Common goby,Berrebi et al. 2006 Mol Ecol Notes 6:724-727,1,France,Mauguio lagoon,43.575345,,,4.005114,,,2003,1,Pmic-07,0,24,2,0.08,,
Pomatoschistus microps,Common goby,Berrebi et al. 2006 Mol Ecol Notes 6:724-727,1,France,Mauguio lagoon,43.575345,,,4.005114,,,2003,1,Pmin-05,1,21,2,0.75,,
Pomatoschistus microps,Common goby,Berrebi et al. 2006 Mol Ecol Notes 6:724-727,1,France,Mauguio lagoon,43.575345,,,4.005114,,,2003,1,Pmin-06,1,23,2,0.78,,
Pomatoschistus minutus,Sand goby,Berrebi et al. 2006 Mol Ecol Notes 6:724-727,1,France,Vaccar峻 lagoon,43,33,44.93,4.507511,,,2004,1,Pmar-05,1,20,2,0.86,,
Pomatoschistus minutus,Sand goby,Berrebi et al. 2006 Mol Ecol Notes 6:724-727,1,France,Vaccar峻 lagoon,43,33,44.93,4.507511,,,2004,1,Pmic-02,1,22,2,0.95,,
Sebastes mystinus,Blue rockfish,Burford & Bernardi 2008 Mar Biol 154:701-717,0,USA,"Neah Bay, WA",48.372446,,,-124.615245,,,2003-2004,1,Sra.7-7,1,53,2,0.742,,
Sebastes mystinus,Blue rockfish,Burford & Bernardi 2008 Mar Biol 154:701-717,0,USA,"Neah Bay, WA",48.372446,,,-124.615245,,,2003-2004,1,Sra.16-5,1,50,4,0.943,,
Sebastes mystinus,Blue rockfish,Burford & Bernardi 2008 Mar Biol 154:701-717,0,USA,"Neah Bay, WA",48.372446,,,-124.615245,,,2003-2004,1,Sra.15-8,1,53,4,0.709,,
Sebastes mystinus,Blue rockfish,Burford & Bernardi 2008 Mar Biol 154:701-717,0,USA,Fort Bragg,39.43615,,,-123.866165,,,2006,1,Sra.7-7,1,64,2,0.771,,
Sebastes mystinus,Blue rockfish,Burford & Bernardi 2008 Mar Biol 154:701-717,0,USA,Fort Bragg,39.43615,,,-123.866165,,,2006,1,Sra.16-5,1,65,4,0.946,,
Sebastes mystinus,Blue rockfish,Burford & Bernardi 2008 Mar Biol 154:701-717,0,USA,Fort Bragg,39.43615,,,-123.866165,,,2006,1,Sra.15-8,1,66,4,0.763,,
Sebastes mystinus,Blue rockfish,Burford & Bernardi 2008 Mar Biol 154:701-717,0,USA,Gaviota,34.467822,,,-120.215058,,,2004,1,Sra.7-2,1,59,2,0.893,,
Sebastes mystinus,Blue rockfish,Burford & Bernardi 2008 Mar Biol 154:701-717,0,USA,Gaviota,34.467822,,,-120.215058,,,2004,1,Sra.7-25,1,59,2,0.758,,
Sebastes mystinus,Blue rockfish,Burford & Bernardi 2008 Mar Biol 154:701-717,0,USA,Gaviota,34.467822,,,-120.215058,,,2004,1,Sra.16-5,1,59,4,0.942,,
Sebastes mystinus,Blue rockfish,Burford & Bernardi 2008 Mar Biol 154:701-717,0,USA,Gaviota,34.467822,,,-120.215058,,,2004,1,Sra.15-8,1,59,4,0.745,,
Sebastes mystinus,Blue rockfish,Burford & Bernardi 2008 Mar Biol 154:701-717,0,USA,Gaviota,34.467822,,,-120.215058,,,2004,1,Sra.6-52,1,59,2,0.651,,
Sebastes mystinus,Blue rockfish,Burford 2009 J. Evol. Biol. 22:1471-1486,0,USA,"Bandon, OR",43.11807,,,-124.4354,,,2000,1,Sra.15-8,1,80,4,0.728,,
Sebastes mystinus,Blue rockfish,Burford 2009 J. Evol. Biol. 22:1471-1486,0,USA,"Bandon, OR",43.11807,,,-124.4354,,,2000,1,Sra.6-52,1,79,0.774,0.953,,
Sebastes mystinus,Blue rockfish,Burford 2009 J. Evol. Biol. 22:1471-1486,0,USA,"Bandon, OR",43.11807,,,-124.4354,,,2000,1,Sra.7-2,1,80,2,0.543,,
Sebastes mystinus,Blue rockfish,Burford 2009 J. Evol. Biol. 22:1471-1486,0,USA,"Bandon, OR",43.11807,,,-124.4354,,,2000,1,Sra.7-25,1,80,2,0.953,,
Sebastes mystinus,Blue rockfish,Burford 2009 J. Evol. Biol. 22:1471-1486,0,USA,"Bandon, OR",43.11807,,,-124.4354,,,2000,1,Sra.7-7,1,79,2,0.708,,
Lophius piscatorious,Thornback ray,Chevolot et al. 2006 J Sea Research 56:305-316,0,UK,English Channel,50.76,,,0.7,,,2002,1,Rc-B3,0,19,2,0.627,,
Lophius piscatorious,Thornback ray,Chevolot et al. 2006 J Sea Research 56:305-316,0,UK,English Channel,50.76,,,0.7,,,2002,1,Rc-B4,0,19,2,0.95,,
Lophius piscatorious,Thornback ray,Chevolot et al. 2006 J Sea Research 56:305-316,0,UK,English Channel,50.76,,,0.7,,,2002,1,Rc-B6,0,19,2,0.955,,
Lophius piscatorious,Thornback ray,Chevolot et al. 2006 J Sea Research 56:305-316,0,UK,English Channel,50.76,,,0.7,,,2002,1,Rc-E9,0,19,2,0.543,,
Lophius piscatorious,Thornback ray,Chevolot et al. 2006 J Sea Research 56:305-316,0,UK,English Channel,50.76,,,0.7,,,2002,1,Rc-G2,0,19,2,0.666,,
Thunnus obesus,Bigeye tuna,Durand et al. 2005 Mar. Bio. 147:313-322,0,Atlantic Ocean,CNA (Central North),8,,,-27.5,,,1997,1,GH2,,50,,0.731,,
Thunnus obesus,Bigeye tuna,Durand et al. 2005 Mar. Bio. 147:313-322,0,Atlantic Ocean,CNA (Central North),8,,,-27.5,,,1997,1,Amyl,,48,,0.449,,
Thunnus obesus,Bigeye tuna,Durand et al. 2005 Mar. Bio. 147:313-322,0,Atlantic Ocean,CNA (Central North),8,,,-27.5,,,1997,1,Anom231,,49,,0.135,,
Thunnus obesus,Bigeye tuna,Durand et al. 2005 Mar. Bio. 147:313-322,0,South Africa,Cape-1 (Off Cape of Good Hope),-39.5,,,24.5,,,1997,1,cmrTA-208,1,10,2,0.726,,
Thunnus obesus,Bigeye tuna,Durand et al. 2005 Mar. Bio. 147:313-322,0,South Africa,Cape-1 (Off Cape of Good Hope),-39.5,,,24.5,,,1997,1,GH2,,11,,0.671,,
Thunnus obesus,Bigeye tuna,Durand et al. 2005 Mar. Bio. 147:313-322,0,South Africa,Cape-1 (Off Cape of Good Hope),-39.5,,,24.5,,,1997,1,Amyl,,6,,0.409,,
Thunnus obesus,Bigeye tuna,Durand et al. 2005 Mar. Bio. 147:313-322,0,South Africa,Cape-6 (Off Cape of Good Hope),-40,,,15,,,1998,1,GH2,,18,,0.671,,
Thunnus obesus,Bigeye tuna,Durand et al. 2005 Mar. Bio. 147:313-322,0,South Africa,Cape-6 (Off Cape of Good Hope),-40,,,15,,,1998,1,Amyl,,16,,0.315,,
Thunnus obesus,Bigeye tuna,Durand et al. 2005 Mar. Bio. 147:313-322,0,South Africa,Cape-6 (Off Cape of Good Hope),-40,,,15,,,1998,1,Anom231,,13,,0.28,,
Thunnus obesus,Bigeye tuna,Durand et al. 2005 Mar. Bio. 147:313-322,0,South Africa,Cape-7 (Off Cape of Good Hope),-40,,,25,,,1998,1,GH2,,24,,0.64,,
Thunnus obesus,Bigeye tuna,Durand et al. 2005 Mar. Bio. 147:313-322,0,South Africa,Cape-7 (Off Cape of Good Hope),-40,,,25,,,1998,1,Amyl,,12,,0.4,,
Apogon imberbis,Cardinal fish,Galerza et al. 2009 PNAS 106:1473-1478,0,Spain,Blanes,41.639129,,,2.803139,,,2004-2007,1,Aimb17,0,47,4,0.938,,
Diplodus vulgaris,Common two-banded seabream,Galerza et al. 2009 PNAS 106:1473-1478,0,Spain,Mallorca,39.285734,,,2.596203,,,2004-2007,1,Dvul63,0,47,2,0.927,,
Sardina pilchardus,European pilchard,Gonzalez & Zardoya 2007 BMC Evol. Biol. 7:197,0,Morocco,Dakhla,21.903241,,,-16.931211,,,,1,SAR1.5,0,50,2,0.948,,
Sardina pilchardus,European pilchard,Gonzalez & Zardoya 2007 BMC Evol. Biol. 7:197,0,Morocco,Dakhla,21.903241,,,-16.931211,,,,1,SAR2.18,0,50,2,0.933,,
Sardina pilchardus,European pilchard,Gonzalez & Zardoya 2007 BMC Evol. Biol. 7:197,0,Morocco,Dakhla,21.903241,,,-16.931211,,,,1,SAR9,0,50,2,0.938,,
Sardina pilchardus,European pilchard,Gonzalez & Zardoya 2007 BMC Evol. Biol. 7:197,0,Morocco,Dakhla,21.903241,,,-16.931211,,,,1,SARA2F,0,46,2,0.944,,
Sardina pilchardus,European pilchard,Gonzalez & Zardoya 2007 BMC Evol. Biol. 7:197,0,Morocco,Tantan,28.580464,,,-11.289966,,,,1,SAR1.12,0,47,2,0.931,,
Sardina pilchardus,European pilchard,Gonzalez & Zardoya 2007 BMC Evol. Biol. 7:197,0,Morocco,Tantan,28.580464,,,-11.289966,,,,1,SAR2.18,0,47,2,0.922,,
Sardina pilchardus,European pilchard,Gonzalez & Zardoya 2007 BMC Evol. Biol. 7:197,0,Morocco,Tantan,28.580464,,,-11.289966,,,,1,SAR9,0,46,2,0.932,,
Sardina pilchardus,European pilchard,Gonzalez & Zardoya 2007 BMC Evol. Biol. 7:197,0,Morocco,Tantan,28.580464,,,-11.289966,,,,1,SAR19B3,0,46,2,0.956,,
Sardina pilchardus,European pilchard,Gonzalez & Zardoya 2007 BMC Evol. Biol. 7:197,0,Morocco,Tantan,28.580464,,,-11.289966,,,,1,SARA2F,0,46,2,0.964,,
Sardina pilchardus,European pilchard,Gonzalez & Zardoya 2007 BMC Evol. Biol. 7:197,0,Morocco,Safi,32.303833,,,-9.263647,,,,1,SAR1.5,0,50,2,0.941,,
Sardina pilchardus,European pilchard,Gonzalez & Zardoya 2007 BMC Evol. Biol. 7:197,0,Morocco,Safi,32.303833,,,-9.263647,,,,1,SAR9,0,50,2,0.902,,
Sardina pilchardus,European pilchard,Gonzalez & Zardoya 2007 BMC Evol. Biol. 7:197,0,Morocco,Safi,32.303833,,,-9.263647,,,,1,SARA2F,0,50,2,0.948,,
Sardina pilchardus,European pilchard,Gonzalez & Zardoya 2007 BMC Evol. Biol. 7:197,0,Morocco,Larache,35.193637,,,-6.173365,,,,1,SAR9,0,50,2,0.94,,
Sardina pilchardus,European pilchard,Gonzalez & Zardoya 2007 BMC Evol. Biol. 7:197,0,Spain,Quarteira,37.062302,,,-8.101064,,,,1,SAR1.5,0,47,2,0.947,,
Sardina pilchardus,European pilchard,Gonzalez & Zardoya 2007 BMC Evol. Biol. 7:197,0,Spain,Quarteira,37.062302,,,-8.101064,,,,1,SAR1.12,0,46,2,0.922,,
Sardina pilchardus,European pilchard,Gonzalez & Zardoya 2007 BMC Evol. Biol. 7:197,0,Spain,Quarteira,37.062302,,,-8.101064,,,,1,SAR2.18,0,47,2,0.955,,
Sardina pilchardus,European pilchard,Gonzalez & Zardoya 2007 BMC Evol. Biol. 7:197,0,Spain,Quarteira,37.062302,,,-8.101064,,,,1,SAR9,0,47,2,0.913,,
Sardina pilchardus,European pilchard,Gonzalez & Zardoya 2007 BMC Evol. Biol. 7:197,0,Spain,Quarteira,37.062302,,,-8.101064,,,,1,SARA2F,0,46,2,0.952,,
Sardina pilchardus,European pilchard,Gonzalez & Zardoya 2007 BMC Evol. Biol. 7:197,0,Spain,Pasajes,43.3799,,,-1.952379,,,,1,SAR1.5,0,49,2,0.946,,
Sardina pilchardus,European pilchard,Gonzalez & Zardoya 2007 BMC Evol. Biol. 7:197,0,Spain,Pasajes,43.3799,,,-1.952379,,,,1,SARA2F,0,48,2,0.954,,
Sardina pilchardus,European pilchard,Gonzalez & Zardoya 2007 BMC Evol. Biol. 7:197,0,Morocco,Nador,35.237963,,,-2.837029,,,,1,SAR1.5,0,47,2,0.93,,
Sardina pilchardus,European pilchard,Gonzalez & Zardoya 2007 BMC Evol. Biol. 7:197,0,Morocco,Nador,35.237963,,,-2.837029,,,,1,SAR2.18,0,47,2,0.929,,
Sardina pilchardus,European pilchard,Gonzalez & Zardoya 2007 BMC Evol. Biol. 7:197,0,Morocco,Nador,35.237963,,,-2.837029,,,,1,SAR9,0,47,2,0.923,,
Sardina pilchardus,European pilchard,Gonzalez & Zardoya 2007 BMC Evol. Biol. 7:197,0,Morocco,Nador,35.237963,,,-2.837029,,,,1,SARA2F,0,45,2,0.951,,
Sardina pilchardus,European pilchard,Gonzalez & Zardoya 2007 BMC Evol. Biol. 7:197,0,Spain,Barcelona,41.375295,,,2.20525,,,,1,SAR1.5,0,45,2,0.946,,
Sardina pilchardus,European pilchard,Gonzalez & Zardoya 2007 BMC Evol. Biol. 7:197,0,Spain,Barcelona,41.375295,,,2.20525,,,,1,SAR9,0,45,2,0.936,,
