spp,CommonName,Source,PrimerNote,Country,Site,lat_deg,lat_min,lat_sec,lon_deg,lon_min,lon_sec,CollectionYear,NumMarkers,MarkerName,CrossSpp,n,Repeat,He,Hese,Notes
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0151507,0,Italy,Vieste,42,18,49.31,16,12,7.84,2010,1,Ee2-135,0,47,5,0.87,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0151507,0,Italy,Vieste,42,18,49.31,16,12,7.84,2010,1,Ee2-407m,0,48,2,0.843,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0151507,0,Italy,Vieste,42,18,49.31,16,12,7.84,2010,1,Ee2-10m,0,48,2,0.813,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0151507,0,Italy,Vieste,42,18,49.31,16,12,7.84,2010,1,Ejal183m,1,46,3,0.828,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Montenegro,Montenegro_A,41,49.69,,19,16.06,,2012,1,Ee2-91b,0,35,5,0.765,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Montenegro,Montenegro_A,41,49.69,,19,16.06,,2012,1,Ee2-407,0,35,2,0.884,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Montenegro,Montenegro_A,41,49.69,,19,16.06,,2012,1,EJ41.1,1,35,5,0.723,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Montenegro,Montenegro_A,41,49.69,,19,16.06,,2012,1,Ee10,0,35,2,0.891,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Montenegro,Montenegro_A,41,49.69,,19,16.06,,2012,1,EJ35,1,35,2,0.836,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Montenegro,Montenegro_A,41,49.69,,19,16.06,,2012,1,Ee2-507,0,35,4,0.958,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Montenegro,Montenegro_A,41,49.69,,19,16.06,,2012,1,Eja17,1,29,2,0.733,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Montenegro,Montenegro_A,41,49.69,,19,16.06,,2012,1,EJ2,1,35,2,0.944,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Montenegro,Montenegro_A,41,49.69,,19,16.06,,2012,1,Ee2-135,0,35,5,0.897,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Montenegro,Montenegro_A,41,49.69,,19,16.06,,2012,1,Ee2-508,0,27,3,0.724,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Montenegro,Montenegro_A,41,49.69,,19,16.06,,2012,1,Ee2-165b,0,35,3,0.525,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Montenegro,Montenegro_B,41,53.98,,19,0.96,,2012,1,Ee2-91b,0,37,5,0.758,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Montenegro,Montenegro_B,41,53.98,,19,0.96,,2012,1,Ee2-407,0,37,2,0.826,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Montenegro,Montenegro_B,41,53.98,,19,0.96,,2012,1,EJ41.1,1,31,5,0.845,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Montenegro,Montenegro_B,41,53.98,,19,0.96,,2012,1,Ee10,0,35,2,0.836,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Montenegro,Montenegro_B,41,53.98,,19,0.96,,2012,1,EJ27.1,1,37,2,0.94,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Montenegro,Montenegro_B,41,53.98,,19,0.96,,2012,1,EJ35,1,37,2,0.901,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Montenegro,Montenegro_B,41,53.98,,19,0.96,,2012,1,Enja83,1,36,2,0.722,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Montenegro,Montenegro_B,41,53.98,,19,0.96,,2012,1,Ee2-507,0,37,4,0.957,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Montenegro,Montenegro_B,41,53.98,,19,0.96,,2012,1,Eja17,1,33,2,0.79,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Montenegro,Montenegro_B,41,53.98,,19,0.96,,2012,1,EJ2,1,37,2,0.939,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Montenegro,Montenegro_B,41,53.98,,19,0.96,,2012,1,Ee2-135,0,37,5,0.891,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Montenegro,Montenegro_B,41,53.98,,19,0.96,,2012,1,Ee2-508,0,31,3,0.621,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Montenegro,Montenegro_B,41,53.98,,19,0.96,,2012,1,Ee2-165b,0,37,3,0.642,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Slovenia,Piran,45,33.57,,13,35.64,,2012,1,Ee2-91b,0,34,5,0.808,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Slovenia,Piran,45,33.57,,13,35.64,,2012,1,Ee2-407,0,35,2,0.833,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Slovenia,Piran,45,33.57,,13,35.64,,2012,1,EJ41.1,1,34,5,0.773,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Slovenia,Piran,45,33.57,,13,35.64,,2012,1,Ee10,0,35,2,0.769,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Slovenia,Piran,45,33.57,,13,35.64,,2012,1,EJ27.1,1,35,2,0.96,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Slovenia,Piran,45,33.57,,13,35.64,,2012,1,EJ35,1,35,2,0.831,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Slovenia,Piran,45,33.57,,13,35.64,,2012,1,Enja83,1,35,2,0.784,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Slovenia,Piran,45,33.57,,13,35.64,,2012,1,Eja17,1,29,2,0.765,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Slovenia,Piran,45,33.57,,13,35.64,,2012,1,EJ2,1,35,2,0.913,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Slovenia,Piran,45,33.57,,13,35.64,,2012,1,Ee2-135,0,35,5,0.899,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Slovenia,Piran,45,33.57,,13,35.64,,2012,1,Ee2-508,0,24,3,0.832,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Slovenia,Piran,45,33.57,,13,35.64,,2012,1,Ee2-165b,0,35,3,0.642,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Italy,Northern Adriatic Sea,44,49.97,,13,13.26,,2012,1,Ee2-91b,0,29,5,0.835,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Italy,Northern Adriatic Sea,44,49.97,,13,13.26,,2012,1,EJ41.1,1,35,5,0.611,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Italy,Northern Adriatic Sea,44,49.97,,13,13.26,,2012,1,Ee10,0,32,2,0.852,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Italy,Northern Adriatic Sea,44,49.97,,13,13.26,,2012,1,EJ27.1,1,34,2,0.945,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Italy,Northern Adriatic Sea,44,49.97,,13,13.26,,2012,1,EJ35,1,35,2,0.774,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Italy,Northern Adriatic Sea,44,49.97,,13,13.26,,2012,1,Enja83,1,35,2,0.616,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Italy,Northern Adriatic Sea,44,49.97,,13,13.26,,2012,1,Eja17,1,35,2,0.765,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Italy,Northern Adriatic Sea,44,49.97,,13,13.26,,2012,1,EJ2,1,34,2,0.95,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Italy,Northern Adriatic Sea,44,49.97,,13,13.26,,2012,1,Ee2-135,0,35,5,0.869,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Italy,Northern Adriatic Sea,44,49.97,,13,13.26,,2012,1,Ee2-165b,0,33,3,0.591,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Italy,Bari_A,41,15.32,,16,34.13,,2012,1,Ee2-91b,0,26,5,0.81,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Italy,Bari_A,41,15.32,,16,34.13,,2012,1,Ee2-407,0,35,2,0.861,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Italy,Bari_A,41,15.32,,16,34.13,,2012,1,EJ41.1,1,35,5,0.672,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Italy,Bari_A,41,15.32,,16,34.13,,2012,1,Ee10,0,35,2,0.873,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Italy,Bari_A,41,15.32,,16,34.13,,2012,1,EJ27.1,1,35,2,0.914,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Italy,Bari_A,41,15.32,,16,34.13,,2012,1,EJ35,1,35,2,0.907,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Italy,Bari_A,41,15.32,,16,34.13,,2012,1,Enja83,1,35,2,0.746,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Italy,Bari_A,41,15.32,,16,34.13,,2012,1,Ee2-507,0,35,4,0.957,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Italy,Bari_A,41,15.32,,16,34.13,,2012,1,Eja17,1,35,2,0.706,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Italy,Bari_A,41,15.32,,16,34.13,,2012,1,EJ2,1,35,2,0.947,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Italy,Bari_A,41,15.32,,16,34.13,,2012,1,Ee2-135,0,35,5,0.869,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Italy,Bari_A,41,15.32,,16,34.13,,2012,1,Ee2-165b,0,35,3,0.565,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Italy,Bari_B,41,10.6,,17,7.8,,2012,1,Ee2-91b,0,32,5,0.821,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Italy,Bari_B,41,10.6,,17,7.8,,2012,1,EJ41.1,1,34,5,0.613,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Italy,Bari_B,41,10.6,,17,7.8,,2012,1,EJ27.1,1,35,2,0.952,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Italy,Bari_B,41,10.6,,17,7.8,,2012,1,Enja83,1,35,2,0.739,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Italy,Bari_B,41,10.6,,17,7.8,,2012,1,Ee2-507,0,35,4,0.951,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Italy,Bari_B,41,10.6,,17,7.8,,2012,1,Eja17,1,35,2,0.698,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Italy,Bari_B,41,10.6,,17,7.8,,2012,1,EJ2,1,35,2,0.942,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Italy,Bari_B,41,10.6,,17,7.8,,2012,1,Ee2-135,0,35,5,0.884,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Italy,Bari_B,41,10.6,,17,7.8,,2012,1,Ee2-508,0,27,3,0.648,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Italy,Bari_B,41,10.6,,17,7.8,,2012,1,Ee2-165b,0,35,3,0.649,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Montenegro,Boka Kotorska,42,25.55,,18,39.48,,2012,1,Ee2-91b,0,50,5,0.831,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Montenegro,Boka Kotorska,42,25.55,,18,39.48,,2012,1,Ee2-407,0,50,2,0.853,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Montenegro,Boka Kotorska,42,25.55,,18,39.48,,2012,1,EJ41.1,1,50,5,0.694,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Montenegro,Boka Kotorska,42,25.55,,18,39.48,,2012,1,Ee10,0,50,2,0.796,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Montenegro,Boka Kotorska,42,25.55,,18,39.48,,2012,1,EJ35,1,50,2,0.833,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Montenegro,Boka Kotorska,42,25.55,,18,39.48,,2012,1,Enja83,1,48,2,0.803,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Montenegro,Boka Kotorska,42,25.55,,18,39.48,,2012,1,Ee2-507,0,50,4,0.953,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Montenegro,Boka Kotorska,42,25.55,,18,39.48,,2012,1,Eja17,1,49,2,0.702,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Montenegro,Boka Kotorska,42,25.55,,18,39.48,,2012,1,EJ2,1,50,2,0.936,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Montenegro,Boka Kotorska,42,25.55,,18,39.48,,2012,1,Ee2-135,0,50,5,0.874,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Montenegro,Boka Kotorska,42,25.55,,18,39.48,,2012,1,Ee2-165b,0,49,3,0.592,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Italy,Ancona,43,42.2,,13,37.76,,2012,1,Ee2-91b,0,30,5,0.814,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Italy,Ancona,43,42.2,,13,37.76,,2012,1,Ee2-407,0,35,2,0.845,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Italy,Ancona,43,42.2,,13,37.76,,2012,1,EJ41.1,1,35,5,0.717,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Italy,Ancona,43,42.2,,13,37.76,,2012,1,Ee10,0,35,2,0.88,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Italy,Ancona,43,42.2,,13,37.76,,2012,1,EJ27.1,1,35,2,0.942,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Italy,Ancona,43,42.2,,13,37.76,,2012,1,EJ35,1,35,2,0.89,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Italy,Ancona,43,42.2,,13,37.76,,2012,1,Enja83,1,31,2,0.776,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Italy,Ancona,43,42.2,,13,37.76,,2012,1,Ee2-507,0,34,4,0.949,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Italy,Ancona,43,42.2,,13,37.76,,2012,1,Eja17,1,29,2,0.747,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Italy,Ancona,43,42.2,,13,37.76,,2012,1,EJ2,1,35,2,0.947,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Italy,Ancona,43,42.2,,13,37.76,,2012,1,Ee2-135,0,35,5,0.875,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Italy,Ancona,43,42.2,,13,37.76,,2012,1,Ee2-165b,0,35,3,0.579,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Croatia,Dugi Otok,43,53.07,,14,55.66,,2012,1,Ee2-91b,0,35,5,0.788,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Croatia,Dugi Otok,43,53.07,,14,55.66,,2012,1,Ee2-407,0,35,2,0.881,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Croatia,Dugi Otok,43,53.07,,14,55.66,,2012,1,EJ41.1,1,30,5,0.596,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Croatia,Dugi Otok,43,53.07,,14,55.66,,2012,1,Ee10,0,34,2,0.797,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Croatia,Dugi Otok,43,53.07,,14,55.66,,2012,1,EJ27.1,1,35,2,0.852,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Croatia,Dugi Otok,43,53.07,,14,55.66,,2012,1,EJ35,1,35,2,0.797,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Croatia,Dugi Otok,43,53.07,,14,55.66,,2012,1,Enja83,1,35,2,0.695,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Croatia,Dugi Otok,43,53.07,,14,55.66,,2012,1,Ee2-507,0,35,4,0.862,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Croatia,Dugi Otok,43,53.07,,14,55.66,,2012,1,Eja17,1,35,2,0.595,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Croatia,Dugi Otok,43,53.07,,14,55.66,,2012,1,EJ2,1,34,2,0.955,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Croatia,Dugi Otok,43,53.07,,14,55.66,,2012,1,Ee2-135,0,35,5,0.865,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Croatia,Dugi Otok,43,53.07,,14,55.66,,2012,1,Ee2-508,0,34,3,0.604,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Croatia,Dugi Otok,43,53.07,,14,55.66,,2012,1,Ee2-165b,0,34,3,0.638,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Croatia,Jablanac,44,41.47,,14,53.32,,2012,1,Ee2-91b,0,35,5,0.808,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Croatia,Jablanac,44,41.47,,14,53.32,,2012,1,Ee2-407,0,35,2,0.843,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Croatia,Jablanac,44,41.47,,14,53.32,,2012,1,Ee10,0,31,2,0.755,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Croatia,Jablanac,44,41.47,,14,53.32,,2012,1,EJ27.1,1,34,2,0.798,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Croatia,Jablanac,44,41.47,,14,53.32,,2012,1,EJ35,1,35,2,0.762,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Croatia,Jablanac,44,41.47,,14,53.32,,2012,1,Enja83,1,34,2,0.639,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Croatia,Jablanac,44,41.47,,14,53.32,,2012,1,Ee2-507,0,35,4,0.793,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Croatia,Jablanac,44,41.47,,14,53.32,,2012,1,Eja17,1,35,2,0.6,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Croatia,Jablanac,44,41.47,,14,53.32,,2012,1,EJ2,1,35,2,0.936,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Croatia,Jablanac,44,41.47,,14,53.32,,2012,1,Ee2-135,0,35,5,0.854,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Croatia,Jablanac,44,41.47,,14,53.32,,2012,1,Ee2-508,0,35,3,0.645,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Croatia,Jablanac,44,41.47,,14,53.32,,2012,1,Ee2-165b,0,32,3,0.63,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Croatia,Rijeka,45,16.53,,14,25.07,,2012,1,Ee2-91b,0,27,5,0.806,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Croatia,Rijeka,45,16.53,,14,25.07,,2012,1,Ee2-407,0,35,2,0.803,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Croatia,Rijeka,45,16.53,,14,25.07,,2012,1,EJ41.1,1,31,5,0.764,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Croatia,Rijeka,45,16.53,,14,25.07,,2012,1,EJ27.1,1,34,2,0.841,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Croatia,Rijeka,45,16.53,,14,25.07,,2012,1,EJ35,1,35,2,0.832,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Croatia,Rijeka,45,16.53,,14,25.07,,2012,1,Enja83,1,35,2,0.683,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Croatia,Rijeka,45,16.53,,14,25.07,,2012,1,Ee2-507,0,34,4,0.821,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Croatia,Rijeka,45,16.53,,14,25.07,,2012,1,Eja17,1,33,2,0.61,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Croatia,Rijeka,45,16.53,,14,25.07,,2012,1,Ee2-135,0,34,5,0.87,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Croatia,Rijeka,45,16.53,,14,25.07,,2012,1,Ee2-508,0,34,3,0.559,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Croatia,Rijeka,45,16.53,,14,25.07,,2012,1,Ee2-165b,0,35,3,0.559,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Italy,Pescara_A,42,30.19,,14,18.14,,2012,1,Ee2-91b,0,35,5,0.8,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Italy,Pescara_A,42,30.19,,14,18.14,,2012,1,Ee2-407,0,35,2,0.896,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Italy,Pescara_A,42,30.19,,14,18.14,,2012,1,EJ41.1,1,35,5,0.71,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Italy,Pescara_A,42,30.19,,14,18.14,,2012,1,Ee10,0,35,2,0.808,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Italy,Pescara_A,42,30.19,,14,18.14,,2012,1,EJ27.1,1,35,2,0.935,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Italy,Pescara_A,42,30.19,,14,18.14,,2012,1,EJ35,1,35,2,0.876,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Italy,Pescara_A,42,30.19,,14,18.14,,2012,1,Enja83,1,35,2,0.757,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Italy,Pescara_A,42,30.19,,14,18.14,,2012,1,Ee2-507,0,35,4,0.963,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Italy,Pescara_A,42,30.19,,14,18.14,,2012,1,Eja17,1,30,2,0.75,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Italy,Pescara_A,42,30.19,,14,18.14,,2012,1,EJ2,1,35,2,0.841,,
Engraulis encrasicolus,European anchovy,Ruggeri et al. (2016) PLoS ONE 11:e0153061,0,Italy,Pescara_A,42,30.19,,14,18.14,,2012,1,Ee2-135,0,35,5,0.875,,
