spp,CommonName,Source,PrimerNote,Country,Site,lat_deg,lat_min,lat_sec,lon_deg,lon_min,lon_sec,CollectionYear,NumMarkers,MarkerName,CrossSpp,n,Repeat,He,Hese,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,p68
Carcharhinus limbatus,Blacktip shark,Keeney et al. 2005. Mol Ecol 14:1911-1923,0,United States,"Pine Island Sound, Lee County, Georgia, Florida Gulf coast",26.57,,,-82.156491,,,"2000, 2001",1,Cli-55,0,72,2,0.252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carcharhinus limbatus,Blacktip shark,Keeney et al. 2005. Mol Ecol 14:1911-1923,0,United States,"Pine Island Sound, Lee County, Georgia, Florida Gulf coast",26.57,,,-82.156491,,,"2000, 2001",1,Cli-100,0,72,2,0.157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carcharhinus limbatus,Blacktip shark,Keeney et al. 2005. Mol Ecol 14:1911-1923,0,United States,"Pine Island Sound, Lee County, Georgia, Florida Gulf coast",26.57,,,-82.156491,,,"2000, 2001",1,Cli-107,0,72,2,0.677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carcharhinus limbatus,Blacktip shark,Keeney et al. 2005. Mol Ecol 14:1911-1923,0,United States,"Pine Island Sound, Lee County, Georgia, Florida Gulf coast",26.57,,,-82.156491,,,"2000, 2001",1,Cli-108,0,72,2,0.721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carcharhinus limbatus,Blacktip shark,Keeney et al. 2005. Mol Ecol 14:1911-1923,0,United States,"Terra Ceia Bay, Manatee County, Florida",27.549,,,-82.591883,,,"2000, 2001",1,Cli-2,0,71,2,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carcharhinus limbatus,Blacktip shark,Keeney et al. 2005. Mol Ecol 14:1911-1923,0,United States,"Terra Ceia Bay, Manatee County, Florida",27.549,,,-82.591883,,,"2000, 2001",1,Cli-12,0,71,2,0.042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carcharhinus limbatus,Blacktip shark,Keeney et al. 2005. Mol Ecol 14:1911-1923,0,United States,"Terra Ceia Bay, Manatee County, Florida",27.549,,,-82.591883,,,"2000, 2001",1,Cli-13,0,71,2,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carcharhinus limbatus,Blacktip shark,Keeney et al. 2005. Mol Ecol 14:1911-1923,0,United States,"Terra Ceia Bay, Manatee County, Florida",27.549,,,-82.591883,,,"2000, 2001",1,Cli-55,0,71,2,0.242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carcharhinus limbatus,Blacktip shark,Keeney et al. 2005. Mol Ecol 14:1911-1923,0,United States,"Terra Ceia Bay, Manatee County, Florida",27.549,,,-82.591883,,,"2000, 2001",1,Cli-100,0,71,2,0.184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carcharhinus limbatus,Blacktip shark,Keeney et al. 2005. Mol Ecol 14:1911-1923,0,United States,"Terra Ceia Bay, Manatee County, Florida",27.549,,,-82.591883,,,"2000, 2001",1,Cli-107,0,71,2,0.692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carcharhinus limbatus,Blacktip shark,Keeney et al. 2005. Mol Ecol 14:1911-1923,0,United States,"Terra Ceia Bay, Manatee County, Florida",27.549,,,-82.591883,,,"2000, 2001",1,Cli-108,0,71,2,0.738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carcharhinus limbatus,Blacktip shark,Keeney et al. 2005. Mol Ecol 14:1911-1923,0,United States,"Withlacoochee Bay near Yankeetown, Levy County, Florida",29.025,,,-82.788936,,,"2000, 2001",1,Cli-2,0,66,2,0.157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carcharhinus limbatus,Blacktip shark,Keeney et al. 2005. Mol Ecol 14:1911-1923,0,United States,"Withlacoochee Bay near Yankeetown, Levy County, Florida",29.025,,,-82.788936,,,"2000, 2001",1,Cli-7,0,66,2,0.956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carcharhinus limbatus,Blacktip shark,Keeney et al. 2005. Mol Ecol 14:1911-1923,0,United States,"Withlacoochee Bay near Yankeetown, Levy County, Florida",29.025,,,-82.788936,,,"2000, 2001",1,Cli-12,0,66,2,0.102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carcharhinus limbatus,Blacktip shark,Keeney et al. 2005. Mol Ecol 14:1911-1923,0,United States,"Withlacoochee Bay near Yankeetown, Levy County, Florida",29.025,,,-82.788936,,,"2000, 2001",1,Cli-13,0,66,2,0.912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carcharhinus limbatus,Blacktip shark,Keeney et al. 2005. Mol Ecol 14:1911-1923,0,United States,"Withlacoochee Bay near Yankeetown, Levy County, Florida",29.025,,,-82.788936,,,"2000, 2001",1,Cli-55,0,66,2,0.233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carcharhinus limbatus,Blacktip shark,Keeney et al. 2005. Mol Ecol 14:1911-1923,0,United States,"Withlacoochee Bay near Yankeetown, Levy County, Florida",29.025,,,-82.788936,,,"2000, 2001",1,Cli-100,0,66,2,0.158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carcharhinus limbatus,Blacktip shark,Keeney et al. 2005. Mol Ecol 14:1911-1923,0,United States,"Withlacoochee Bay near Yankeetown, Levy County, Florida",29.025,,,-82.788936,,,"2000, 2001",1,Cli-107,0,66,2,0.696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carcharhinus limbatus,Blacktip shark,Keeney et al. 2005. Mol Ecol 14:1911-1923,0,United States,"Withlacoochee Bay near Yankeetown, Levy County, Florida",29.025,,,-82.788936,,,"2000, 2001",1,Cli-108,0,66,2,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carcharhinus limbatus,Blacktip shark,Keeney et al. 2005. Mol Ecol 14:1911-1923,0,United States,"Nueces County, Padre Island, Texas",27.659,,,-97.080067,,,"2000, 2001",1,Cli-2,0,50,2,0.116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carcharhinus limbatus,Blacktip shark,Keeney et al. 2005. Mol Ecol 14:1911-1923,0,United States,"Nueces County, Padre Island, Texas",27.659,,,-97.080067,,,"2000, 2001",1,Cli-7,0,50,2,0.946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carcharhinus limbatus,Blacktip shark,Keeney et al. 2005. Mol Ecol 14:1911-1923,0,United States,"Nueces County, Padre Island, Texas",27.659,,,-97.080067,,,"2000, 2001",1,Cli-12,0,50,2,0.116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carcharhinus limbatus,Blacktip shark,Keeney et al. 2005. Mol Ecol 14:1911-1923,0,United States,"Nueces County, Padre Island, Texas",27.659,,,-97.080067,,,"2000, 2001",1,Cli-13,0,50,2,0.912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carcharhinus limbatus,Blacktip shark,Keeney et al. 2005. Mol Ecol 14:1911-1923,0,United States,"Nueces County, Padre Island, Texas",27.659,,,-97.080067,,,"2000, 2001",1,Cli-55,0,50,2,0.273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carcharhinus limbatus,Blacktip shark,Keeney et al. 2005. Mol Ecol 14:1911-1923,0,United States,"Nueces County, Padre Island, Texas",27.659,,,-97.080067,,,"2000, 2001",1,Cli-100,0,50,2,0.153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carcharhinus limbatus,Blacktip shark,Keeney et al. 2005. Mol Ecol 14:1911-1923,0,United States,"Nueces County, Padre Island, Texas",27.659,,,-97.080067,,,"2000, 2001",1,Cli-107,0,50,2,0.677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carcharhinus limbatus,Blacktip shark,Keeney et al. 2005. Mol Ecol 14:1911-1923,0,United States,"Nueces County, Padre Island, Texas",27.659,,,-97.080067,,,"2000, 2001",1,Cli-108,0,50,2,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carcharhinus limbatus,Blacktip shark,Keeney et al. 2005. Mol Ecol 14:1911-1923,0,Mexico,"Guintana Roo, Mexico, on Laguna Yalahau, northern Yucatan",21.412,,,-86.638432,,,"2000, 2001",1,Cli-2,0,84,2,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carcharhinus limbatus,Blacktip shark,Keeney et al. 2005. Mol Ecol 14:1911-1923,0,Mexico,"Guintana Roo, Mexico, on Laguna Yalahau, northern Yucatan",21.412,,,-86.638432,,,"2000, 2001",1,Cli-7,0,84,2,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carcharhinus limbatus,Blacktip shark,Keeney et al. 2005. Mol Ecol 14:1911-1923,0,Mexico,"Guintana Roo, Mexico, on Laguna Yalahau, northern Yucatan",21.412,,,-86.638432,,,"2000, 2001",1,Cli-12,0,84,2,0.092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carcharhinus limbatus,Blacktip shark,Keeney et al. 2005. Mol Ecol 14:1911-1923,0,Mexico,"Guintana Roo, Mexico, on Laguna Yalahau, northern Yucatan",21.412,,,-86.638432,,,"2000, 2001",1,Cli-13,0,84,2,0.921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carcharhinus limbatus,Blacktip shark,Keeney et al. 2005. Mol Ecol 14:1911-1923,0,Mexico,"Guintana Roo, Mexico, on Laguna Yalahau, northern Yucatan",21.412,,,-86.638432,,,"2000, 2001",1,Cli-55,0,84,2,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carcharhinus limbatus,Blacktip shark,Keeney et al. 2005. Mol Ecol 14:1911-1923,0,Mexico,"Guintana Roo, Mexico, on Laguna Yalahau, northern Yucatan",21.412,,,-86.638432,,,"2000, 2001",1,Cli-100,0,84,2,0.219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carcharhinus limbatus,Blacktip shark,Keeney et al. 2005. Mol Ecol 14:1911-1923,0,Mexico,"Guintana Roo, Mexico, on Laguna Yalahau, northern Yucatan",21.412,,,-86.638432,,,"2000, 2001",1,Cli-107,0,84,2,0.627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carcharhinus limbatus,Blacktip shark,Keeney et al. 2005. Mol Ecol 14:1911-1923,0,Mexico,"Guintana Roo, Mexico, on Laguna Yalahau, northern Yucatan",21.412,,,-86.638432,,,"2000, 2001",1,Cli-108,0,84,2,0.764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carcharhinus limbatus,Blacktip shark,Keeney et al. 2005. Mol Ecol 14:1911-1923,0,Belize,Belize City ,17.502,,,-88.177887,,,2001,1,Cli-2,0,10,2,0.426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carcharhinus limbatus,Blacktip shark,Keeney et al. 2005. Mol Ecol 14:1911-1923,0,Belize,Belize City ,17.502,,,-88.177887,,,2001,1,Cli-13,0,10,2,0.905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carcharhinus limbatus,Blacktip shark,Keeney et al. 2005. Mol Ecol 14:1911-1923,0,Belize,Belize City ,17.502,,,-88.177887,,,2001,1,Cli-55,0,10,2,0.526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carcharhinus limbatus,Blacktip shark,Keeney et al. 2005. Mol Ecol 14:1911-1923,0,Belize,Belize City ,17.502,,,-88.177887,,,2001,1,Cli-100,0,10,2,0.358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
