"lat","lon"
13.476482,144.7136
13.5083,144.5962
13.54346,144.807945
13.5437,144.6989
13.59,124.4
13.658826,120.882568
13.700853,120.876967
13.82,-91.63
13.85,121.6
13.861,121.118055555556
14.05,123.44
14.12,145.26
14.553582,-92.739448
14.71,122.13
14.79,119.97
14.8,-17.6
14.8,42.864672
15.1608,145.8097
15.209056,145.742519
15.532567,119.939888
15.73,-95.27
15.987714,-95.04588
16,-22
16.1,-88.8
16.1180555555556,-169.083611111111
16.183643,120.018662
16.189099,-23.840952
16.36,119.87
16.363403,119.847298
16.59,73.18
16.73,-169.53
16.730722,-169.53371
16.75,41.49
16.801109,-87.783634
17,-64
17,145
17,146
17.0841666666667,-102.016666666667
17.084344,-61.815682
17.101271,-88.016452
17.225,-88.1166666666667
17.314786,-87.555234
17.42,83.15
17.42,83.2
17.45873,-87.827336
17.6,108.96
17.67,120.3
17.7,-65.021281
17.7231,-64.9064
17.725,-64.97
17.7392,-64.591807
17.743845,-64.580931
17.751731,-64.903122
17.764,-64.837104
17.778058,-64.828443
17.791,-87.762276
18,170
18.01491,-103.061221
18.0513888888889,-64.1508333333333
18.062312,-86.323244
18.189632,-64.958086
18.196788,-67.317098
18.2,-75.998842
18.256097,109.453976
18.269149,-64.968369
18.285333,-65.560956
18.3004,-65.5919
18.3004,-64.9602
18.306786,-67.258937
18.3161,-67.3991
18.318,-64.99
18.3259722222222,-87.8156111111111
18.4,121.6
18.590754,-87.357135
18.629368,-112.940962
18.79,122.3
19,155
19.036866,108.548664
19.0686111111111,155.150555555556
19.08,-156.27
19.085,-155.083333333333
19.0992222222222,-95.9416944444445
19.1169444444444,-156.001388888889
19.1995833333333,-96.0694444444444
19.200372,110.623075
19.283722,-155.45665
19.2933,110.1833
19.303,-75
19.331808,-81.239727
19.53495,-92.177222
19.5803,-156.0226
19.694094,-80.036071
19.71,-155.45
19.727769,-79.802144
19.93,-156.296867
20,142
20,154
20.062852,110.225471
20.07,-154.95
20.081555,110.215835
20.124059,110.454234
20.13003,40.259428
20.1333333333333,-156.050833333333
20.1341666666667,-156.150833333333
20.18,39.916108
20.3,-155.110722
20.4406944444444,-87.0022777777778
20.4765,59.4271
20.499781,-73.987238
20.5068,-156.45
20.53,70.26
20.54,70.22
20.561465,-156.603969
20.593566,59.112462
20.703534,116.724549
20.723,-157.0447
20.7833333333333,108.716666666667
20.800952,-156.087773
20.82,-157.142693
20.86,111.03
20.9,-156.2
20.944844,110.359368
21,118
21.0175,-157.000833333333
21.02,37.13
21.0270277777778,-97.1991388888889
21.0276,-157.505
21.05,109.166666666667
21.0502777777778,-157.119166666667
21.0505555555556,-105.034722222222
21.0683333333333,-157.152222222222
21.0833333333333,111.083333333333
21.13,-157.47715
21.131,-158.113
21.162501,-157.023202
21.269187,110.415281
21.3,-156.498
21.3127,-157.0227
21.425024,109.082557
21.427405,109.067396
21.4720555555556,-86.7888611111111
21.4887222222222,-97.2270833333333
21.49,39.11
21.4925,-158.3121
21.513626,111.042936
21.516011,-71.519643
21.528536,109.021783
21.53355,108.044971
21.539395,109.020758
21.550443,-87.287959
21.566096,-158.110806
21.6166666666667,113.616666666667
21.651703,-83.102581
21.660433,108.339258
21.74,-157.9
21.76,-156.84
21.8,113.6
21.87,-160.341981
21.8872,-159.681
21.89,115.96
21.895325,-160.162123
21.911116,-82.951863
21.954691,120.755507
21.977952,113.330092
21.995373,120.703934
22,-158
22.0022222222222,-159.083333333333
22.06,114.3
22.073644,120.692291
22.080148,-159.527252
22.19,38.900958
22.2,120.2
22.284529,113.611623
22.292288,39.078065
22.33,38.85
22.342656,120.371779
22.39,114.41
22.4,119.9
22.447,120.1
22.456759,120.433426
22.472,-159.712
22.487684,113.978285
22.571694,120.028764
22.663588,113.724941
22.666293,121.489522
22.702843,114.626876
22.764705,-83.81429
22.8,121.5
22.8666666666667,117.083333333333
23,121.5
23,143
23,164
23.0016666666667,-161.150555555556
23.0502777777778,-106.0675
23.055571,-107.275269
23.0563,-161.9168
23.060978,-161.921577
23.07,119.9
23.1,-106.6
23.1177777777778,-166.017777777778
23.125171,121.397756
23.2,-106.4
23.221129,-75.086857
23.2666666666667,116.85
23.31139,116.796332
23.319399,116.786672
23.4,-162.5
23.4,117.3
23.488919,121.513813
23.5,-112
23.5029,-170.2849
23.554,119.083333333333
23.5685,-164.7032
23.57,-164.69
23.575345,-164.70026
23.5766,-164.6977
23.655,120.033333333333
23.7384,-166.1398
23.75,-166.178168
23.764021,120.122151
23.770821,-76.098563
23.86,-166.2
23.9,-166.3
23.984284,121.6383
24.030697,38.081813
24.046,-74.625414
24.0833333333333,168
24.1525,-167.1525
24.1701,-165.8272
24.1833333333333,118.416666666667
24.187,120.1
24.1932,-167.9009
24.2,-110.4
24.3,118.5
24.348439,123.652159
24.36386,124.285379
24.4,124.3
24.4,124.6
24.411672,118.111265
24.423486,124.172027
24.4256,-167.2286
24.439131,118.162752
24.464134,118.061813
24.465384,118.06044
24.479806,118.066633
24.5,-112
24.514481,34.958865
24.560852,-112.012381
24.607482,54.249496
24.628389,-81.94968
24.7,-166.9
24.7283,-168.4302
24.728444,125.491978
24.7556,-81.1231
24.766114,-80.982893
24.7833,118.44
24.8,122
24.8,125.5
24.81293,121.899067
24.9,-167.9
24.9,-148
24.998991,-167.998729
25,145
25,171
25.025705,121.99622
25.0333333333333,121.05
25.037202,-80.725444
25.066,121.133333333333
25.0669444444444,-170.085833333333
25.076431,-77.650077
25.086,-81.841437
25.1175,-79.0347222222222
25.1183333333333,-171.1175
25.165,121.033333333333
25.205,-76
25.22693,121.678158
25.3166666666667,119.75
25.33438,-172.066624
25.349,-80.259
25.387,-172.1727
25.4,-168
25.41,-170.58
25.5,122.5
25.59,-79.315
25.625414,56.410141
25.6785,-169.4718
25.739,-79.0347222222222
25.76,-171.7
25.8858,-173.3359
25.893152,55.830936
25.9,119.8
25.9166666666667,-81.6333333333333
26,123
26,127.6
26,173
26.0016666666667,-173.151666666667
26.0188888888889,-97.0011111111111
26.06671,-173.966682
26.0833333333333,-80
26.164,120
26.185208,120.323319
26.3,-97.27
26.34,128.225279
26.37,122.47
26.380727,50.797832
26.439722,128.068735
26.5,124.4
26.538935,-170.792546
26.539661,128.018679
26.549,121.5
26.6,34.02
26.636358,119.58223
26.646333,127.864911
26.651394,119.573647
26.652008,119.569183
26.657566,127.860392
26.705859,128.161069
26.726098,-97.43534
26.8275,-119.642222222222
26.89,121.19
26.902202,128.033732
26.987588,-114.397554
27,-91
27.0253,-176.86
27.05,128.43
27.07,-15.28
27.079167,142.21702
27.099024,-78.078476
27.1,120.066666666667
27.1333333333333,-175.134722222222
27.1983333333333,56.2675
27.25,-97.4
27.344437,-82.567594
27.4,34.179298
27.44979,-76.391603
27.563168,34.379549
27.691957,-80.351466
27.7,-111.89
27.7,-97.2
27.7,-80.4
27.7,121
27.739577,-82.59122
27.799609,-97.330457
27.8,-175.8
27.84,-175.80274
27.859901,-175.841783
27.863113,-114.47302
27.90433,120.916468
27.9183333333333,-110.898888888889
27.936053,-110.517565
28,-96.9
28,121
28,174
28.0166666666667,121.033333333333
28.0333333333333,-177.051388888889
28.05,121.068055555556
28.0669444444444,-178.050833333333
28.1,-15.4
28.17,122.2
28.1884,-177.4215
28.22,-177.507787
28.26,33.551447
28.27,-96.7
28.282984,129.354486
28.3,-15
28.304,-75
28.39,-178.336444
28.4,-96.35
28.4176,-178.2825
28.458269,-16.245823
28.69,-95.8
28.69,124.5
28.8227777777778,-111.940833333333
28.827367,-95.528208
28.863912,50.69786
28.9792,-15.0897
29,-115
29.05,122.018055555556
29.103332,34.802618
29.122413,48.628079
29.135342,-83.042618
29.223751,129.324493
29.229,-84
29.322968,-112.505276
29.380941,-83.199384
29.41,-81.15
29.44,34.92
29.487855,122.258372
29.5,-84.7
29.508262,34.972604
29.52,34.963512
29.67132,-83.392316
29.7,125.2
29.718192,-84.9814
29.719077,-84.968155
29.8,-93.8
29.8,122.4
29.8,123.11
29.854438,-114.332984
29.9,-88.535012
29.9041666666667,-112.683055555556
29.905243,129.540414
29.913284,-93.845511
29.965584,122.208477
29.967071,122.199894
29.969423,129.924462
29.99608,122.089691
30,122.05
30,135
30,142
30,175
30.092861,-85.776139
30.1,122.4
30.112125,121.632327
30.1333333333333,122.5
30.150349,-86.485161
30.155,-85.857669
30.30666,-89.311634
30.352696,130.512734
30.4,122.35
30.40297,-81.395411
30.403458,-81.38047
30.426693,-86.583054
30.4416666666667,-116.430833333333
30.486733,122.817216
30.5,124.083333333333
30.5,125
30.53,122.5
30.5729,-116.0522
30.6,126.9
30.630747,130.977755
31,-116
31,122.5
31.001457,-81.3979225
31.0275,-114.835277777778
31.03,-81.26
31.077399,121.910481
31.3,130.6
31.3166666666667,-113.536944444444
31.3833,130.6609
31.3924,131.1111
31.440283,130.635393
31.483661,-114.627975
31.5,-80.844436
31.508755,122.056126
31.528861,131.386604
31.6,-80.7
31.6,131.6
31.6427,130.2557
31.6629,130.7021
31.6866666666667,-114.499722222222
31.712163,129.724681
31.731742,129.986771
31.8321,-116.642
32,-80.57
32.0183333333333,147.000555555556
32.0936,-75.9942
32.202653,121.545484
32.22256,34.432112
32.245265,120.983534
32.3,-79.7
32.3333333333333,123.466666666667
32.361,-64.1188888888889
32.43,-79.05
32.436,125
32.478625,131.672478
32.529308,-117.132024
32.6,128.7
32.6,128.86
32.6,130.06
32.639,-117.666497
32.668495,-117.142071
32.7,129.5
32.704289,125.695634
32.710688,128.757272
32.727,-117.2771
32.741236,-117.496875
32.74804,-117.305393
32.762,-117.018333333333
32.76209,-79.886029
32.769,129.732755
32.780676,-117.246316
32.7833333333333,-16.7333333333333
32.806242,-16.792258
32.88,-9.930182
32.887852,129.43681
32.9,129.3
32.90658,130.716779
33,-78.7278
33,-18
33,126.4
33,140
33.007198,-117.287726
33.030019,130.313659
33.0833333333333,-79
33.1,134.2
33.13,133.99
33.141301,-117.343668
33.1666666666667,124.666666666667
33.2,134.1
33.208387,-117.397507
33.24,-79.08
33.3,-78.7
33.3,125.5
33.358191,133.371119
33.4,11.2166666666667
33.45,-117.6833
33.5,123.5
33.5,131.9
33.51,35.22
33.52,-78.36
33.586712,-16.66211
33.6041666666667,26.9033333333333
33.624171,130.357348
33.652868,134.45542
33.7338,-118.3893
33.750534,-14.417139
33.795724,129.712759
33.8333333333333,26.3
33.85,131.15
33.854146,-118.604253
33.9666666666667,122.433333333333
34,123.5
34,133.1
34.003488,-6.921824
34.0333333333333,-118.6667
34.0350472222222,134.999752777778
34.045771,134.984552
34.052659,10.389404
34.0547,-120.35
34.09976,-120.54119
34.13,129.5
34.132318,133.245432
34.1333333333333,-120
34.18,-119.93
34.214879,133.091874
34.216,133.143758
34.216488,139.147821
34.288992,10.323486
34.3,-77.4
34.34222,136.697856
34.342222,134.815651
34.34948,-119.60536
34.3608333333333,33.1488888888889
34.38,128.3
34.3963,-119.6937
34.4,129.6
34.4,137.4
34.43,-76.41
34.45,127.6
34.46,33.29
34.4666666666667,135.216666666667
34.5,-76.254793
34.5,138.8
34.5,138.9
34.50296,135.186743
34.585087,139.232151
34.671828,125.419423
34.7064055555556,119.604444444444
34.715791,-76.72042
34.722,138.575994444444
34.749083,134.706661
34.75,136.783333333333
34.750752,139.382503
34.750935,137.191387
34.7713555555556,138.366025
34.7787987,119.400045
34.8,-70
34.8,128.4
34.8,131.2
34.8,136.7
34.814,128.285453
34.830122,139.075735
34.833999,119.218119
34.85,128.2
34.856045,128.458231
34.870767,139.723738
34.9,119.7
34.9,128.3
34.935802,138.475934
34.9468,128.46
35,123.9
35.0657,128.7202
35.11,-75.42
35.111632,139.653792
35.1391055555556,129.130411111111
35.15105,-120.82881
35.175243,-2.906444
35.1833333333333,13.1666666666667
35.2,139.55
35.201,21.953582
35.2666666666667,123.95
35.279732,139.71197
35.3166666666667,121.333333333333
35.370936,119.571992
35.38,12.43
35.38773,119.577491
35.4,133.7
35.4085722222222,119.587811111111
35.409244,119.580278
35.45,120.25
35.461,122.4
35.47,-75.31
35.5,-74.5
35.5,133.1
35.5105555555556,25.1199972222222
35.54361,134.087662
35.6,139.9
35.600444,135.352528
35.626061,-5.256336
35.65,120.083333333333
35.6712,-121.2893
35.675147,11.114502
35.6807,133.5373
35.71547,122.410722
35.8,-75.4
35.8,140.8
35.8333333333333,120.75
35.8469444444444,120.077475
35.87,120.6
35.87,126.01
35.897186,14.446366
35.9,-5.9
35.9,133.7
35.95,16.53
35.951019,14.361835
35.96,27.61
35.9644444444444,33.6977777777778
35.97,135.12
36,-20
36,121
36,123.9
36.033363,120.436729
36.036107,120.386116
36.038081,120.34419
36.040304,120.318091
36.0435472222222,120.380152777778
36.043635,120.323585
36.04388,120.384056
36.05,120.433333333333
36.051652,12.393669
36.1,140.6
36.11,132.7
36.1333333333333,122.166666666667
36.15,120.633333333333
36.25,120.783333333333
36.25,120.8
36.3063888888889,35.3483333333333
36.3514,126.4917
36.3833333333333,133.783333333333
36.421453,121.784501
36.47,-3.71
36.5,-6.33333333333333
36.508689,-6.309368
36.518,-6.03555555555556
36.530452,-6.289334
36.55,121.733333333333
36.5576944444444,-6.26686111111111
36.6,-4.3
36.6,18.5
36.614,-122.153004
36.64,36.13
36.6513,126.2388
36.657932,136.389593
36.68,-4.39
36.7417,122.758
36.7477777777778,2.66777777777778
36.756,125.995612
36.77,-6.77
36.780653,121.652187
36.784108,10.42604
36.790251,121.7098
36.81341,-122.12877
36.8333333333333,14.0833333333333
36.8333333333333,121.783333333333
36.835,-75.3716666666667
36.86,30.69
36.8822222222222,3.38416666666667
36.8866666666667,3.7225
36.9,-75.5
36.9166666666667,-9.25
36.930153,7.777423
36.9461111111111,7.82555555555556
36.949892,10.389404
36.9666666666667,7.93333333333333
37,-123
37,-31.5
37.0163,-8.2477
37.0276,-7.8183
37.0593,129.439
37.0628,-8.1064
37.073939,15.298018
37.0833333333333,-29
37.0833333333333,-8.68333333333333
37.083387,122.554008
37.1,-8.4
37.1,122.9
37.104,3.0525
37.10449,-8.59826
37.13,119.68
37.16,9.10166666666667
37.1903,129.358248
37.2,-8.99
37.2,138.4
37.2,141
37.206434,137.18488
37.24,123.28
37.2652,10.7308
37.2666666666667,9.91666666666667
37.2833333333333,123.916666666667
37.29,-75.57
37.3166666666667,119.75
37.3333333333333,122.5
37.380427,119.508294
37.416073,9.815259
37.4632,-122.46
37.4831583333333,121.492622222222
37.493671,121.475818
37.5,-74
37.5,121.65
37.5,141.1
37.5082,120.163132
37.509799,122.155264
37.5263333333333,122.204966666667
37.5333333333333,119.116666666667
37.544044,122.171045
37.544577,9.686279
37.55,120.25
37.56,119.4
37.6,119.3
37.6,138.5
37.604728,121.332314
37.6409,-0.6912
37.6909,-0.8237
37.7,124.8
37.731,141.151895
37.75,-122.25
37.763914,-0.780593
37.8,-29.3
37.8,25.4
37.8,122.7
37.8115,-24.1
37.8166666666667,129.2
37.818,-122.544719
37.822835,128.97092
37.85,-26.533325
37.87756,-123.04324
37.8872,128.8351
37.921036,138.983031
37.979,128.8893
38,-29
38.0333333333333,17.5
38.034484,141.046457
38.075,-123.45167
38.1166666666667,-9.01888888888889
38.12,138.8
38.121556,13.377875
38.2,141.18
38.205319,128.601817
38.2304,-123.0144
38.24,-76.31
38.27,23.94
38.3275,12.5785
38.334,-123.096967
38.343053,123.282168
38.3666666666667,9.38333333333333
38.370675,141.075339
38.384647,-123.751836
38.39,141.518794
38.390493,-27.877794
38.46,26.89
38.56595,-9.29509
38.66108,-28.694561
38.68513,141.589825
38.7,-9.36666666666667
38.71,-9.0525
38.75,17.3333333333333
38.79,-0.02
38.8,141.65
38.8453305555556,121.646094444444
38.879072,121.717527
38.939716,121.63307
38.943124,121.680095
38.983333,128.7
39,-10
39,9.25
39,25
39.0086111111111,8.80888888888889
39.01,-76.24
39.045,142.136651
39.1933,3.027
39.200911,9.102282
39.24,-74.2
39.25,2.333333
39.4,142.2
39.4,142.7
