"","spp","CommonName","Source","PrimerNote","Country","Site","lat","lon","stockid","CollectionYear","NumMarkers","MarkerName","CrossSpp","n","Repeat","He","Hese","file"
"11","Acanthochromis polyacanthus","Spiny chromis","Miller-Sims et al. 2008: Mol. Ecol. 17:5036-5048",0,"Australia","Heron reef, Capricorn-Bunker group of Southern Great Barrier Reef",-23.4,151.958821,NA,"2005",1,"AC33",0,51,NA,0.69,NA,"msats100"
"12","Acanthochromis polyacanthus","Spiny chromis","Miller-Sims et al. 2008: Mol. Ecol. 17:5036-5048",0,"Australia","Heron reef, Capricorn-Bunker group of Southern Great Barrier Reef",-23.4,151.958821,NA,"2005",1,"AC37",0,51,NA,0.66,NA,"msats100"
"13","Acanthochromis polyacanthus","Spiny chromis","Miller-Sims et al. 2008: Mol. Ecol. 17:5036-5048",0,"Australia","Heron reef, Capricorn-Bunker group of Southern Great Barrier Reef",-23.4,151.958821,NA,"2005",1,"POM3?",0,51,NA,0.63,NA,"msats100"
"14","Acanthochromis polyacanthus","Spiny chromis","Miller-Sims et al. 2008: Mol. Ecol. 17:5036-5048",0,"Australia","Hixson reef, Swain group of Southern Great Barrier Reef",-22.3,152.760095,NA,"2006",1,"AC33?",0,45,NA,0.89,NA,"msats100"
"15","Acanthochromis polyacanthus","","Miller-Sims et al. 2008: Mol. Ecol. 17:5036-5048",0,"Australia","Hixson reef, Swain group of Southern Great Barrier Reef",-22.3,152.760095,NA,"2006",1,"AC37",0,45,NA,0.72,NA,"msats100"
"16","Acanthochromis polyacanthus","","Miller-Sims et al. 2008: Mol. Ecol. 17:5036-5048",0,"Australia","Hixson reef, Swain group of Southern Great Barrier Reef",-22.3,152.760095,NA,"2006",1,"POM3",0,45,NA,0.86,NA,"msats100"
"17","Acanthochromis polyacanthus","Spiny chromis","Miller-Sims et al. 2008: Mol. Ecol. 17:5036-5048",0,"Australia","Lamont reef, Capricorn-Bunker group of Southern Great Barrier Reef",-23.6,151.968342,NA,"2003/2005?",1,"AC33",0,45,NA,0.59,NA,"msats100"
"18","Acanthochromis polyacanthus","Spiny chromis","Miller-Sims et al. 2008: Mol. Ecol. 17:5036-5048",0,"Australia","Lamont reef, Capricorn-Bunker group of Southern Great Barrier Reef",-23.6,151.968342,NA,"2003/2005?",1,"AC37",0,45,NA,0.49,NA,"msats100"
"19","Acanthochromis polyacanthus","Spiny chromis","Miller-Sims et al. 2008: Mol. Ecol. 17:5036-5048",0,"Australia","Lamont reef, Capricorn-Bunker group of Southern Great Barrier Reef",-23.6,151.968342,NA,"2003/2005?",1,"POM15?",0,45,NA,0.86,NA,"msats100"
"20","Acanthochromis polyacanthus","Spiny chromis","Miller-Sims et al. 2008: Mol. Ecol. 17:5036-5048",0,"Australia","Lamont reef, Capricorn-Bunker group of Southern Great Barrier Reef",-23.6,151.968342,NA,"2003/2005?",1,"POM3",0,45,NA,0.5,NA,"msats100"
"21","Acanthochromis polyacanthus","Spiny chromis","Miller-Sims et al. 2008: Mol. Ecol. 17:5036-5048",0,"Australia","One Tree Island, Capricorn-Bunker group of Southern Great Barrier Reef",-23.5,152.097106,NA,"2005",1,"AC33",0,35,NA,0.62,NA,"msats100"
"22","Acanthochromis polyacanthus","Spiny chromis","Miller-Sims et al. 2008: Mol. Ecol. 17:5036-5048",0,"Australia","One Tree Island, Capricorn-Bunker group of Southern Great Barrier Reef",-23.5,152.097106,NA,"2005",1,"AC37",0,35,NA,0.61,NA,"msats100"
"23","Acanthochromis polyacanthus","Spiny chromis","Miller-Sims et al. 2008: Mol. Ecol. 17:5036-5048",0,"Australia","One Tree Island, Capricorn-Bunker group of Southern Great Barrier Reef",-23.5,152.097106,NA,"2005",1,"POM15",0,35,NA,0.89,NA,"msats100"
"24","Acanthochromis polyacanthus","Spiny chromis","Miller-Sims et al. 2008: Mol. Ecol. 17:5036-5048",0,"Australia","One Tree Island, Capricorn-Bunker group of Southern Great Barrier Reef",-23.5,152.097106,NA,"2005",1,"POM3",0,35,NA,0.69,NA,"msats100"
"25","Acanthochromis polyacanthus","Spiny chromis","Miller-Sims et al. 2008: Mol. Ecol. 17:5036-5048",0,"Australia","Sweet Lip reef, Swain group of Southern Great Barrier Reef",-22.3,152.769193,NA,"2006",1,"AC37",0,49,NA,0.88,NA,"msats100"
"26","Acanthochromis polyacanthus","Spiny chromis","Miller-Sims et al. 2008: Mol. Ecol. 17:5036-5048",0,"Australia","Sweet Lip reef, Swain group of Southern Great Barrier Reef",-22.3,152.769193,NA,"2006",1,"POM3?",0,49,NA,0.87,NA,"msats100"
"27","Acanthochromis polyacanthus","Spiny chromis","Miller-Sims et al. 2008: Mol. Ecol. 17:5036-5048",0,"Australia","Sykes reef Capricorn-Bunker group of Southern Great Barrier Reef",-23.4,152.072461,NA,"2005",1,"AC37",0,57,NA,0.66,NA,"msats100"
"28","Acanthochromis polyacanthus","Spiny chromis","Miller-Sims et al. 2008: Mol. Ecol. 17:5036-5048",0,"Australia","Sykes reef Capricorn-Bunker group of Southern Great Barrier Reef",-23.4,152.072461,NA,"2005",1,"POM3",0,57,NA,0.78,NA,"msats100"
"29","Acanthochromis polyacanthus","Spiny chromis","Miller-Sims et al. 2008: Mol. Ecol. 17:5036-5048",0,"Australia","Sykes reef, Capricorn-Bunker group of Southern Great Barrier Reef",-23.4,152.072461,NA,"2005",1,"AC33?",0,57,NA,0.79,NA,"msats100"
"30","Acanthopagrus australis","Surf bream","Roberts & Ayre 2010 Mar Ecol Prog Series 412:223-230",0,"Australia","Botany Bay",-33.988469,151.181009,NA,"",6,"",1,30,"2",0.8,0.048,"msats001"
"31","Acanthopagrus australis","Surf bream","Roberts & Ayre 2010 Mar Ecol Prog Series 412:223-230",0,"Australia","Corunna Site 1",-36.260954,150.122571,NA,"",6,"",1,30,"2",0.79,0.123,"msats001"
"32","Acanthopagrus australis","Surf bream","Roberts & Ayre 2010 Mar Ecol Prog Series 412:223-230",0,"Australia","Corunna Site 3",-36.284481,150.119738,NA,"",6,"",1,30,"2",0.812,0.099,"msats001"
"33","Acanthopagrus australis","Surf bream","Roberts & Ayre 2010 Mar Ecol Prog Series 412:223-230",0,"Australia","Forster",-32.228676,152.579199,NA,"",6,"",1,40,"2",0.789,0.054,"msats001"
"34","Acanthopagrus australis","Surf bream","Roberts & Ayre 2010 Mar Ecol Prog Series 412:223-230",0,"Australia","Gold Coast",-27.76133,153.453479,NA,"",6,"",1,40,"2",0.8,0.048,"msats001"
"35","Acanthopagrus australis","Surf bream","Roberts & Ayre 2010 Mar Ecol Prog Series 412:223-230",0,"Australia","Tuross Site 1",-36.033553,150.104431,NA,"",6,"",1,30,"2",0.813,0.083,"msats001"
"36","Acanthopagrus australis","Surf bream","Roberts & Ayre 2010 Mar Ecol Prog Series 412:223-230",0,"Australia","Tuross Site 2",-36.047017,150.093359,NA,"",6,"",1,30,"2",0.79,0.104,"msats001"
"37","Acanthopagrus australis","Surf bream","Roberts & Ayre 2010 Mar Ecol Prog Series 412:223-230",0,"Australia","Tuross Site 3",-36.05923,150.09559,NA,"",6,"",1,30,"2",0.783,0.133,"msats001"
"38","Acanthopagrus australis","Surf bream","Roberts & Ayre 2010 Mar Ecol Prog Series 412:223-230",0,"Australia","Wallaga Site 1",-36.366701,150.055268,NA,"",6,"",1,30,"2",0.796,0.112,"msats001"
"39","Acanthopagrus berda","Goldsilk seabream","Jean et al. 2006 Mol Ecol Notes 6:1269-1271",1,"Taiwan","Tapeng Lagoon",22.5,120.383333333333,NA,"2003",1,"AbMS-L",0,47,"2",0.7,NA,"msats000"
"40","Acanthopagrus berda","Goldsilk seabream ","Tseng et al. 2009 Journal of Fish Biology 74:357-376",0,"China","Dapeng Bay, south-western Taiwan",22.4333333333333,120.45,NA,"",1,"Ab-E",0,39,NA,0.8508,NA,"msats100"
"41","Acanthopagrus berda","Goldsilk seabream ","Tseng et al. 2009 Journal of Fish Biology 74:357-376",0,"China","Dapeng Bay, south-western Taiwan",22.4333333333333,120.45,NA,"",1,"Ab-L",0,39,NA,0.7313,NA,"msats100"
"42","Acanthopagrus schlegelii","Blackhead seabream","An et al. 2010 Anim Cell Syst",0,"Korea","Jeju captured",33.522077,126.525049,NA,"",1,"ACS16",0,50,"2",0.927,NA,"ppdat"
"43","Acanthopagrus schlegelii","Blackhead seabream","An et al. 2010 Anim Cell Syst",0,"Korea","Jeju captured",33.522077,126.525049,NA,"",1,"ACS17",0,50,"2",0.876,NA,"ppdat"
"44","Acanthopagrus schlegelii","Blackhead seabream","An et al. 2010 Anim Cell Syst",0,"Korea","Jeju captured",33.522077,126.525049,NA,"",1,"ACS21",0,50,"2",0.887,NA,"ppdat"
"45","Acanthopagrus schlegelii","Blackhead seabream","An et al. 2010 Anim Cell Syst",0,"Korea","Jeju captured",33.522077,126.525049,NA,"",1,"ACS4",0,50,"2",0.805,NA,"ppdat"
"46","Acanthopagrus schlegelii","Blackhead seabream","An et al. 2010 Anim Cell Syst",0,"Korea","Jeju captured",33.522077,126.525049,NA,"",1,"ACS6",0,50,"2",0.825,NA,"ppdat"
"47","Acanthopagrus schlegelii","Blackhead seabream","An et al. 2010 Anim Cell Syst",0,"Korea","Jeju captured",33.522077,126.525049,NA,"",1,"ACS9",0,50,"2",0.94,NA,"ppdat"
"48","Acanthopagrus schlegelii","Blackhead seabream","Jeong et al. 2003 Fish Sci",0,"Japan","Hiroshima (pre-stocking)",34.340601,132.407112,NA,"",1,"Acs1",0,46,"2",0.627,NA,"ppdat"
"49","Acanthopagrus schlegelii","Blackhead seabream","Jeong et al. 2003 Fish Sci",0,"Japan","Hiroshima (pre-stocking)",34.340601,132.407112,NA,"",1,"Acs3",0,47,"2",0.821,NA,"ppdat"
"50","Acanthopagrus schlegelii","Blackhead seabream","Jeong et al. 2003 Fish Sci",0,"Japan","Hiroshima (pre-stocking)",34.340601,132.407112,NA,"",1,"Acs4",0,48,"2",0.774,NA,"ppdat"
"51","Acanthopagrus schlegelii","Blackhead seabream","Jeong et al. 2003 Fish Sci",0,"Japan","Hiroshima (pre-stocking)",34.340601,132.407112,NA,"",1,"Acs9",0,47,"2",0.916,NA,"ppdat"
"52","Acanthopagrus schlegelii","Blackhead seabream","Jeong et al. 2003 Fish Sci",0,"Korea","Yosu",34.746549,127.757163,NA,"",1,"Acs1",0,47,"2",0.748,NA,"ppdat"
"53","Acanthopagrus schlegelii","Blackhead seabream","Jeong et al. 2003 Fish Sci",0,"Korea","Yosu",34.746549,127.757163,NA,"",1,"Acs3",0,48,"2",0.807,NA,"ppdat"
"54","Acanthopagrus schlegelii","Blackhead seabream","Jeong et al. 2003 Fish Sci",0,"Korea","Yosu",34.746549,127.757163,NA,"",1,"Acs4",0,50,"2",0.791,NA,"ppdat"
"55","Acanthopagrus schlegelii","Blackhead seabream","Jeong et al. 2003 Fish Sci",0,"Korea","Yosu",34.746549,127.757163,NA,"",1,"Acs9",0,50,"2",0.919,NA,"ppdat"
"56","Acanthopagrus schlegelii","Blackhead seabream","Kim et al. 2010 Mol Ecol Res",1,"South Korea","Buan",35.706377,126.507339,NA,"",1,"AS107",0,32,"2",0.912,NA,"ppdat"
"57","Acanthopagrus schlegelii","Blackhead seabream","Kim et al. 2010 Mol Ecol Res",1,"South Korea","Buan",35.706377,126.507339,NA,"",1,"AS1088",0,32,"2",0.96,NA,"ppdat"
"58","Acanthopagrus schlegelii","Blackhead seabream","Kim et al. 2010 Mol Ecol Res",1,"South Korea","Buan",35.706377,126.507339,NA,"",1,"AS116",0,32,"2",0.965,NA,"ppdat"
"59","Acanthopagrus schlegelii","Blackhead seabream","Kim et al. 2010 Mol Ecol Res",1,"South Korea","Buan",35.706377,126.507339,NA,"",1,"AS118",0,32,"2",0.869,NA,"ppdat"
"60","Acanthopagrus schlegelii","Blackhead seabream","Kim et al. 2010 Mol Ecol Res",1,"South Korea","Buan",35.706377,126.507339,NA,"",1,"AS144",0,32,"2",0.652,NA,"ppdat"
"61","Acanthopagrus schlegelii","Blackhead seabream","Kim et al. 2010 Mol Ecol Res",1,"South Korea","Buan",35.706377,126.507339,NA,"",1,"AS194",0,32,"2",0.671,NA,"ppdat"
"62","Acanthopagrus schlegelii","Blackhead seabream","Kim et al. 2010 Mol Ecol Res",1,"South Korea","Buan",35.706377,126.507339,NA,"",1,"AS324",0,32,"2",0.921,NA,"ppdat"
"63","Acanthopagrus schlegelii","Blackhead seabream","Kim et al. 2010 Mol Ecol Res",1,"South Korea","Buan",35.706377,126.507339,NA,"",1,"AS356",0,32,"2",0.798,NA,"ppdat"
"64","Acanthopagrus schlegelii","Blackhead seabream","Kim et al. 2010 Mol Ecol Res",1,"South Korea","Buan",35.706377,126.507339,NA,"",1,"AS357",0,32,"2",0.874,NA,"ppdat"
"65","Acanthopagrus schlegelii","Blackhead seabream","Kim et al. 2010 Mol Ecol Res",1,"South Korea","Buan",35.706377,126.507339,NA,"",1,"AS392",0,32,"2",0.608,NA,"ppdat"
"66","Acanthopagrus schlegelii","Blackhead seabream","Kim et al. 2010 Mol Ecol Res",1,"South Korea","Buan",35.706377,126.507339,NA,"",1,"AS409",0,32,"2",0.921,NA,"ppdat"
"67","Acanthopagrus schlegelii","Blackhead seabream","Kim et al. 2010 Mol Ecol Res",1,"South Korea","Buan",35.706377,126.507339,NA,"",1,"AS410",0,32,"2",0.921,NA,"ppdat"
"68","Acanthopagrus schlegelii","Blackhead seabream","Kim et al. 2010 Mol Ecol Res",1,"South Korea","Buan",35.706377,126.507339,NA,"",1,"AS528",0,32,"2",0.892,NA,"ppdat"
"69","Acanthopagrus schlegelii","Blackhead seabream","Kim et al. 2010 Mol Ecol Res",1,"South Korea","Buan",35.706377,126.507339,NA,"",1,"AS546",0,32,"2",0.892,NA,"ppdat"
"70","Acanthopagrus schlegelii","Blackhead seabream","Kim et al. 2010 Mol Ecol Res",1,"South Korea","Buan",35.706377,126.507339,NA,"",1,"AS589",0,32,"2",0.921,NA,"ppdat"
"71","Acanthopagrus schlegelii","Blackhead seabream","Kim et al. 2010 Mol Ecol Res",1,"South Korea","Buan",35.706377,126.507339,NA,"",1,"AS711",0,32,"2",0.872,NA,"ppdat"
"72","Acanthopagrus schlegelii","Blackhead seabream","Kim et al. 2010 Mol Ecol Res",1,"South Korea","Buan",35.706377,126.507339,NA,"",1,"AS756",0,32,"2",0.584,NA,"ppdat"
"73","Acanthopagrus schlegelii","Blackhead seabream","Kim et al. 2010 Mol Ecol Res",1,"South Korea","Buan",35.706377,126.507339,NA,"",1,"AS795",0,32,"2",0.897,NA,"ppdat"
"74","Acanthopagrus schlegelii","Blackhead seabream","Kim et al. 2010 Mol Ecol Res",1,"South Korea","Buan",35.706377,126.507339,NA,"",1,"AS805",0,32,"2",0.833,NA,"ppdat"
"75","Acanthopagrus schlegelii","Blackhead seabream","Kim et al. 2010 Mol Ecol Res",1,"South Korea","Buan",35.706377,126.507339,NA,"",1,"AS829",0,32,"2",0.946,NA,"ppdat"
"76","Acanthopagrus schlegelii","Blackhead seabream","Kim et al. 2010 Mol Ecol Res",1,"South Korea","Namhae",34.863961,127.925377,NA,"",1,"AS107",0,32,"2",0.923,NA,"ppdat"
"77","Acanthopagrus schlegelii","Blackhead seabream","Kim et al. 2010 Mol Ecol Res",1,"South Korea","Namhae",34.863961,127.925377,NA,"",1,"AS1088",0,32,"2",0.956,NA,"ppdat"
"78","Acanthopagrus schlegelii","Blackhead seabream","Kim et al. 2010 Mol Ecol Res",1,"South Korea","Namhae",34.863961,127.925377,NA,"",1,"AS116",0,32,"2",0.97,NA,"ppdat"
"79","Acanthopagrus schlegelii","Blackhead seabream","Kim et al. 2010 Mol Ecol Res",1,"South Korea","Namhae",34.863961,127.925377,NA,"",1,"AS118",0,32,"2",0.87,NA,"ppdat"
"80","Acanthopagrus schlegelii","Blackhead seabream","Kim et al. 2010 Mol Ecol Res",1,"South Korea","Namhae",34.863961,127.925377,NA,"",1,"AS144",0,32,"2",0.669,NA,"ppdat"
"81","Acanthopagrus schlegelii","Blackhead seabream","Kim et al. 2010 Mol Ecol Res",1,"South Korea","Namhae",34.863961,127.925377,NA,"",1,"AS194",0,32,"2",0.632,NA,"ppdat"
"82","Acanthopagrus schlegelii","Blackhead seabream","Kim et al. 2010 Mol Ecol Res",1,"South Korea","Namhae",34.863961,127.925377,NA,"",1,"AS324",0,32,"2",0.912,NA,"ppdat"
"83","Acanthopagrus schlegelii","Blackhead seabream","Kim et al. 2010 Mol Ecol Res",1,"South Korea","Namhae",34.863961,127.925377,NA,"",1,"AS356",0,32,"2",0.872,NA,"ppdat"
"84","Acanthopagrus schlegelii","Blackhead seabream","Kim et al. 2010 Mol Ecol Res",1,"South Korea","Namhae",34.863961,127.925377,NA,"",1,"AS357",0,32,"2",0.921,NA,"ppdat"
"85","Acanthopagrus schlegelii","Blackhead seabream","Kim et al. 2010 Mol Ecol Res",1,"South Korea","Namhae",34.863961,127.925377,NA,"",1,"AS392",0,32,"2",0.647,NA,"ppdat"
"86","Acanthopagrus schlegelii","Blackhead seabream","Kim et al. 2010 Mol Ecol Res",1,"South Korea","Namhae",34.863961,127.925377,NA,"",1,"AS409",0,32,"2",0.95,NA,"ppdat"
"87","Acanthopagrus schlegelii","Blackhead seabream","Kim et al. 2010 Mol Ecol Res",1,"South Korea","Namhae",34.863961,127.925377,NA,"",1,"AS410",0,32,"2",0.945,NA,"ppdat"
"88","Acanthopagrus schlegelii","Blackhead seabream","Kim et al. 2010 Mol Ecol Res",1,"South Korea","Namhae",34.863961,127.925377,NA,"",1,"AS528",0,32,"2",0.86,NA,"ppdat"
"89","Acanthopagrus schlegelii","Blackhead seabream","Kim et al. 2010 Mol Ecol Res",1,"South Korea","Namhae",34.863961,127.925377,NA,"",1,"AS546",0,32,"2",0.926,NA,"ppdat"
"90","Acanthopagrus schlegelii","Blackhead seabream","Kim et al. 2010 Mol Ecol Res",1,"South Korea","Namhae",34.863961,127.925377,NA,"",1,"AS589",0,32,"2",0.921,NA,"ppdat"
"91","Acanthopagrus schlegelii","Blackhead seabream","Kim et al. 2010 Mol Ecol Res",1,"South Korea","Namhae",34.863961,127.925377,NA,"",1,"AS711",0,32,"2",0.888,NA,"ppdat"
"92","Acanthopagrus schlegelii","Blackhead seabream","Kim et al. 2010 Mol Ecol Res",1,"South Korea","Namhae",34.863961,127.925377,NA,"",1,"AS756",0,32,"2",0.669,NA,"ppdat"
"93","Acanthopagrus schlegelii","Blackhead seabream","Kim et al. 2010 Mol Ecol Res",1,"South Korea","Namhae",34.863961,127.925377,NA,"",1,"AS795",0,32,"2",0.861,NA,"ppdat"
"94","Acanthopagrus schlegelii","Blackhead seabream","Kim et al. 2010 Mol Ecol Res",1,"South Korea","Namhae",34.863961,127.925377,NA,"",1,"AS805",0,32,"2",0.839,NA,"ppdat"
"95","Acanthopagrus schlegelii","Blackhead seabream","Kim et al. 2010 Mol Ecol Res",1,"South Korea","Namhae",34.863961,127.925377,NA,"",1,"AS829",0,32,"2",0.951,NA,"ppdat"
"96","Acanthopagrus schlegelii","Blackhead seabream","Liu et al. 2007 Mol Ecol Notes 7:1178-1180 Acanthopagrus schlegelii",1,"China","Qingdao",36.053332,120.380101,NA,"",1,"Bsb_1",0,20,"3",0.82,NA,"ppdat"
"97","Acanthopagrus schlegelii","Blackhead seabream","Liu et al. 2007 Mol Ecol Notes 7:1178-1180 Acanthopagrus schlegelii",1,"China","Qingdao",36.053332,120.380101,NA,"",1,"Bsb_3",0,20,"3",0.69,NA,"ppdat"
"98","Acanthopagrus schlegelii","Blackhead seabream","Liu et al. 2007 Mol Ecol Notes 7:1178-1180 Acanthopagrus schlegelii",1,"China","Qingdao",36.053332,120.380101,NA,"",1,"Bsb_4",0,20,"3",0.58,NA,"ppdat"
"99","Acanthopagrus schlegelii","Blackhead seabream","Liu et al. 2007 Mol Ecol Notes 7:1178-1180 Acanthopagrus schlegelii",1,"China","Qingdao",36.053332,120.380101,NA,"",1,"Bsb_5",0,20,"3",0.67,NA,"ppdat"
"100","Acanthopagrus schlegelii","Blackhead seabream","Liu et al. 2007 Mol Ecol Notes 7:1178-1180 Acanthopagrus schlegelii",1,"China","Qingdao",36.053332,120.380101,NA,"",1,"Bsb_6",0,20,"2",0.62,NA,"ppdat"
"101","Acanthopagrus schlegelii","Blackhead seabream","Liu et al. 2007 Mol Ecol Notes 7:1178-1180 Acanthopagrus schlegelii",1,"China","Qingdao",36.053332,120.380101,NA,"",1,"Bsb_7",0,20,"3",0.63,NA,"ppdat"
"102","Acanthopagrus schlegelii","Blackhead seabream","Liu et al. 2007 Mol Ecol Notes 7:1178-1180 Acanthopagrus schlegelii",1,"China","Qingdao",36.053332,120.380101,NA,"",1,"Bsb_8",0,20,"2",0.77,NA,"ppdat"
"103","Acanthopagrus schlegelii","Blackhead seabream","Liu et al. 2007 Mol Ecol Notes 7:1178-1180 Acanthopagrus schlegelii",1,"China","Qingdao",36.053332,120.380101,NA,"",1,"Bsb_9",0,20,"3",0.71,NA,"ppdat"
"104","Acanthopagrus taiwanensis","","Tseng et al. 2009 Journal of Fish Biology 74:357-376",0,"China","Dapeng Bay, south-western Taiwan",22.4333333333333,120.45,NA,"",1,"Ab-G",1,39,NA,0.5198,NA,"msats100"
"105","Acanthopagrus taiwanensis","","Tseng et al. 2009 Journal of Fish Biology 74:357-376",0,"China","Dapeng Bay, south-western Taiwan",22.4333333333333,120.45,NA,"",1,"Ab-H",1,39,NA,0.8262,NA,"msats100"
"106","Aetobatus narinari","Spotted eagle ray","Sellas et al. 2011 Cons Gen Res 3:609-611",1,"USA","Sarasota, FL",27.340665,-82.576786,NA,"",1,"SER159",0,30,"4",0.837,NA,"msats001"
"107","Aetobatus narinari","Spotted eagle ray","Sellas et al. 2011 Cons Gen Res 3:609-611",1,"USA","Sarasota, FL",27.340665,-82.576786,NA,"",1,"SER243",0,30,"4",0.46,NA,"msats001"
"108","Aetobatus narinari","Spotted eagle ray","Sellas et al. 2011 Cons Gen Res 3:609-611",1,"USA","Sarasota, FL",27.340665,-82.576786,NA,"",1,"SER263",0,30,"2",0.511,NA,"msats001"
"109","Aetobatus narinari","Spotted eagle ray","Sellas et al. 2011 Cons Gen Res 3:609-611",1,"USA","Sarasota, FL",27.340665,-82.576786,NA,"",1,"SER27",0,30,"4",0.927,NA,"msats001"
"110","Aetobatus narinari","Spotted eagle ray","Sellas et al. 2011 Cons Gen Res 3:609-611",1,"USA","Sarasota, FL",27.340665,-82.576786,NA,"",1,"SER358",0,30,"4",0.334,NA,"msats001"
"111","Aetobatus narinari","Spotted eagle ray","Sellas et al. 2011 Cons Gen Res 3:609-611",1,"USA","Sarasota, FL",27.340665,-82.576786,NA,"",1,"SER44",0,30,"2",0.569,NA,"msats001"
"112","Aetobatus narinari","Spotted eagle ray","Sellas et al. 2011 Cons Gen Res 3:609-611",1,"USA","Sarasota, FL",27.340665,-82.576786,NA,"",1,"SER453",0,30,"4",0.948,NA,"msats001"
"113","Aetobatus narinari","Spotted eagle ray","Sellas et al. 2011 Cons Gen Res 3:609-611",1,"USA","Sarasota, FL",27.340665,-82.576786,NA,"",1,"SER476",0,30,"4",0.91,NA,"msats001"
"114","Aetobatus narinari","Spotted eagle ray","Sellas et al. 2011 Cons Gen Res 3:609-611",1,"USA","Sarasota, FL",27.340665,-82.576786,NA,"",1,"SER61",0,30,"2",0.939,NA,"msats001"
"115","Aetobatus narinari","Spotted eagle ray","Sellas et al. 2011 Cons Gen Res 3:609-611",1,"USA","Sarasota, FL",27.340665,-82.576786,NA,"",1,"SER92",0,30,"2",0.883,NA,"msats001"
"116","Alosa alosa","Allis shad","Faria et al. 2004 Mol Ecol Notes",1,"Portugal","River Lima",41.693809,-8.797674,NA,"",1,"Aa14",0,29,"2",0.537,NA,"ppdat"
"117","Alosa alosa","Allis shad","Faria et al. 2004 Mol Ecol Notes",1,"Portugal","River Lima",41.693809,-8.797674,NA,"",1,"Aa16",0,24,"2",0.655,NA,"ppdat"
"118","Alosa alosa","Allis shad","Faria et al. 2004 Mol Ecol Notes",1,"Portugal","River Lima",41.693809,-8.797674,NA,"",1,"Aa20",0,29,"2",0.763,NA,"ppdat"
"119","Alosa alosa","Allis shad","Faria et al. 2004 Mol Ecol Notes",1,"Portugal","River Lima",41.693809,-8.797674,NA,"",1,"Af11",1,29,"2",0.469,NA,"ppdat"
"120","Alosa alosa","Allis shad","Faria et al. 2004 Mol Ecol Notes",1,"Portugal","River Lima",41.693809,-8.797674,NA,"",1,"Af13",1,30,"2",0.332,NA,"ppdat"
"121","Alosa alosa","Allis shad","Faria et al. 2004 Mol Ecol Notes",1,"Portugal","River Lima",41.693809,-8.797674,NA,"",1,"Af15",1,30,"2",0.342,NA,"ppdat"
"122","Alosa alosa","Allis shad","Faria et al. 2004 Mol Ecol Notes",1,"Portugal","River Lima",41.693809,-8.797674,NA,"",1,"Af20",1,27,"2",0.805,NA,"ppdat"
