"","spp","CommonName","Source","PrimerNote","Country","Site","lat","lon","stockid","CollectionYear","NumMarkers","MarkerName","CrossSpp","n","Repeat","He","Hese","file"
"3403","Gadus morhua","Atlantic cod","Pampoulie et al. 2006 Can. J. Fish. Aquat. Sci. 63:2660-2675",0,"Iceland","922",63.558,-21.410696,"CODICE","2002",9,"",0.444,94,"4",0.8132,NA,"msats100"
"3404","Gadus morhua","Atlantic cod","Pampoulie et al. 2006 Can. J. Fish. Aquat. Sci. 63:2660-2675",0,"Iceland","931",63.46,-19.971487,"CODICE","2002",9,"",0.444,94,"4",0.7934,NA,"msats100"
"3405","Gadus morhua","Atlantic cod","Pampoulie et al. 2006 Can. J. Fish. Aquat. Sci. 63:2660-2675",0,"Iceland","932",63.705,-21.839163,"CODICE","2003",9,"",0.444,94,"4",0.7918,NA,"msats100"
"3406","Gadus morhua","Atlantic cod","Pampoulie et al. 2006 Can. J. Fish. Aquat. Sci. 63:2660-2675",0,"Iceland","933",63.558,-21.81719,"CODICE","2003",9,"",0.444,73,"4",0.8038,NA,"msats100"
"3407","Gadus morhua","Atlantic cod","Poulsen et al. 2006 Mol Ecol 15:321-331",0,"Denmark","Bornholm Basin",54.51,15.28,"CODBA2532","1997",1,"Gadm 1",0,62,"2",0.552,NA,"msats000"
"3408","Gadus morhua","Atlantic cod","Poulsen et al. 2006 Mol Ecol 15:321-331",0,"Denmark","Bornholm Basin",54.51,15.28,"CODBA2532","1997",1,"Gmo 19",0,61,"4",0.901,NA,"msats000"
"3409","Gadus morhua","Atlantic cod","Poulsen et al. 2006 Mol Ecol 15:321-331",0,"Denmark","Bornholm Basin",54.51,15.28,"CODBA2532","1997",1,"Gmo 2",0,60,"2",0.841,NA,"msats000"
"3410","Gadus morhua","Atlantic cod","Poulsen et al. 2006 Mol Ecol 15:321-331",0,"Denmark","Bornholm Basin",54.51,15.28,"CODBA2532","1997",1,"Gmo 34",0,62,"4",0.405,NA,"msats000"
"3411","Gadus morhua","Atlantic cod","Poulsen et al. 2006 Mol Ecol 15:321-331",0,"Denmark","Bornholm Basin",54.51,15.28,"CODBA2532","1997",1,"Gmo 35",0,62,"3",0.723,NA,"msats000"
"3412","Gadus morhua","Atlantic cod","Poulsen et al. 2006 Mol Ecol 15:321-331",0,"Denmark","Bornholm Basin",54.51,15.28,"CODBA2532","1997",1,"Tch 11",1,62,"4",0.793,NA,"msats000"
"3413","Gadus morhua","Atlantic cod","Poulsen et al. 2006 Mol Ecol 15:321-331",0,"Denmark","Bornholm Basin",54.51,15.28,"CODBA2532","1997",1,"Tch 14",1,61,"4",0.86,NA,"msats000"
"3414","Gadus morhua","Atlantic cod","Poulsen et al. 2006 Mol Ecol 15:321-331",0,"Denmark","Bornholm Basin",54.51,15.28,"CODBA2532","1997",1,"Tch 22",1,62,"4",0.528,NA,"msats000"
"3415","Gadus morhua","Atlantic cod","Poulsen et al. 2006 Mol Ecol 15:321-331",0,"Denmark","Bornholm Basin",54.51,15.28,"CODBA2532","1997",1,"Tch 5",1,60,"4",0.914,NA,"msats000"
"3416","Gadus morhua","Atlantic cod","Poulsen et al. 2006 Mol Ecol 15:321-331",0,"UK","Moray Firth",57.95,-2.2,"CODNS","2002",1,"Gadm 1",0,71,"2",0.566,NA,"msats000"
"3417","Gadus morhua","Atlantic cod","Poulsen et al. 2006 Mol Ecol 15:321-331",0,"UK","Moray Firth",57.95,-2.2,"CODNS","2002",1,"Gmo 19",0,71,"4",0.924,NA,"msats000"
"3418","Gadus morhua","Atlantic cod","Poulsen et al. 2006 Mol Ecol 15:321-331",0,"UK","Moray Firth",57.95,-2.2,"CODNS","2002",1,"Gmo 2",0,70,"2",0.827,NA,"msats000"
"3419","Gadus morhua","Atlantic cod","Poulsen et al. 2006 Mol Ecol 15:321-331",0,"UK","Moray Firth",57.95,-2.2,"CODNS","2002",1,"Gmo 34",0,71,"4",0.679,NA,"msats000"
"3420","Gadus morhua","Atlantic cod","Poulsen et al. 2006 Mol Ecol 15:321-331",0,"UK","Moray Firth",57.95,-2.2,"CODNS","2002",1,"Gmo 35",0,71,"3",0.782,NA,"msats000"
"3421","Gadus morhua","Atlantic cod","Poulsen et al. 2006 Mol Ecol 15:321-331",0,"UK","Moray Firth",57.95,-2.2,"CODNS","2002",1,"Tch 11",1,71,"4",0.937,NA,"msats000"
"3422","Gadus morhua","Atlantic cod","Poulsen et al. 2006 Mol Ecol 15:321-331",0,"UK","Moray Firth",57.95,-2.2,"CODNS","2002",1,"Tch 14",1,70,"4",0.947,NA,"msats000"
"3423","Gadus morhua","Atlantic cod","Poulsen et al. 2006 Mol Ecol 15:321-331",0,"UK","Moray Firth",57.95,-2.2,"CODNS","2002",1,"Tch 22",1,69,"4",0.602,NA,"msats000"
"3424","Gadus morhua","Atlantic cod","Poulsen et al. 2006 Mol Ecol 15:321-331",0,"UK","Moray Firth",57.95,-2.2,"CODNS","2002",1,"Tch 5",1,70,"4",0.921,NA,"msats000"
"3425","Gadus morhua","Atlantic cod","Ruzzante et al. 1996 inshore-offshore CJFAS",0,"Canada","Bellevue, Trinity Bay",47.65,-53.74,"COD2J3KL","1992",5,"",0,25,NA,0.837,NA,"ppdat"
"3426","Gadus morhua","Atlantic cod","Ruzzante et al. 1996 inshore-offshore CJFAS",0,"Canada","Bonavista Bay",48.58,-53.9,"COD2J3KL","1992",5,"",0,17.6,NA,0.845,NA,"ppdat"
"3427","Gadus morhua","Atlantic cod","Ruzzante et al. 1996 inshore-offshore CJFAS",0,"Canada","Heart's Ease Ledge, Trinity Bay",48.06,-53.59,"COD2J3KL","1993",5,"",0,23.6,NA,0.855,NA,"ppdat"
"3428","Gadus morhua","Atlantic cod","Ruzzante et al. 1996 inshore-offshore CJFAS",0,"Canada","North Cape, Grand Bank",48.5,-49.46,"COD2J3KL","1994",5,"",0,40,NA,0.87,NA,"ppdat"
"3429","Gadus morhua","Atlantic cod","Ruzzante et al. 1996 inshore-offshore CJFAS",0,"Canada","NW Arm, Trinity Bay",48.09,-53.74,"COD2J3KL","1994",5,"",0,27.2,NA,0.862,NA,"ppdat"
"3430","Gadus morhua","Atlantic cod","Ruzzante et al. 1996 inshore-offshore CJFAS",0,"Canada","Smith Sound, Trinity Bay",48.17,-53.67,"COD2J3KL","1993",5,"",0,32,NA,0.863,NA,"ppdat"
"3431","Gadus morhua","Atlantic cod","Ruzzante et al. 1996 inshore-offshore CJFAS",0,"Canada","Smith Sound, Trinity Bay",48.17,-53.67,"COD2J3KL","1994",5,"",0,36.3,NA,0.866,NA,"ppdat"
"3432","Gadus morhua","Atlantic cod","Ruzzante et al. 1996 inshore-offshore CJFAS",0,"Canada","SW Arm, Trinity Bay",48.02,-53.9,"COD2J3KL","1993",5,"",0,40,NA,0.875,NA,"ppdat"
"3433","Gadus morhua","Atlantic cod","Ruzzante et al. 1996 larvae CJFAS",0,"Canada","Western Bank",43.444911,-61.624446,"COD4VsW","1992",1,"Gmo120",0,1227,"2",0.952,NA,"ppdat"
"3434","Gadus morhua","Atlantic cod","Ruzzante et al. 1996 larvae CJFAS",0,"Canada","Western Bank",43.444911,-61.624446,"COD4VsW","1992",1,"Gmo132",0,1315,"2",0.798,NA,"ppdat"
"3435","Gadus morhua","Atlantic cod","Ruzzante et al. 1996 larvae CJFAS",0,"Canada","Western Bank",43.444911,-61.624446,"COD4VsW","1992",1,"Gmo141",0,1285,"2",0.97,NA,"ppdat"
"3436","Gadus morhua","Atlantic cod","Ruzzante et al. 1996 larvae CJFAS",0,"Canada","Western Bank",43.444911,-61.624446,"COD4VsW","1992",1,"Gmo145",0,1231,"2",0.942,NA,"ppdat"
"3437","Gadus morhua","Atlantic cod","Ruzzante et al. 1996 larvae CJFAS",0,"Canada","Western Bank",43.444911,-61.624446,"COD4VsW","1992",1,"Gmo2",0,1303,"2",0.794,NA,"ppdat"
"3438","Gadus morhua","Atlantic cod","Ruzzante et al. 1996 larvae CJFAS",0,"Canada","Western Bank",43.444911,-61.624446,"COD4VsW","1992",1,"Gmo4",0,1000,"2",0.96,NA,"ppdat"
"3439","Gadus morhua","Atlantic cod","Ruzzante et al. 1997 CJFAS",0,"Canada","Trinity Bay, Newfoundland",48.14444444,-53.72333333,"COD2J3KL","1995",1,"Gmo120",0,177,"2",0.944,NA,"ppdat"
"3440","Gadus morhua","Atlantic cod","Ruzzante et al. 1997 CJFAS",0,"Canada","Trinity Bay, Newfoundland",48.14444444,-53.72333333,"COD2J3KL","1995",1,"Gmo132",0,172,"2",0.729,NA,"ppdat"
"3441","Gadus morhua","Atlantic cod","Ruzzante et al. 1997 CJFAS",0,"Canada","Trinity Bay, Newfoundland",48.14444444,-53.72333333,"COD2J3KL","1995",1,"Gmo145",0,176,"2",0.928,NA,"ppdat"
"3442","Gadus morhua","Atlantic cod","Ruzzante et al. 1997 CJFAS",0,"Canada","Trinity Bay, Newfoundland",48.14444444,-53.72333333,"COD2J3KL","1995",1,"Gmo2",0,179,"2",0.779,NA,"ppdat"
"3443","Gadus morhua","Atlantic cod","Ruzzante et al. 1997 CJFAS",0,"Canada","Trinity Bay, Newfoundland",48.14444444,-53.72333333,"COD2J3KL","1995",1,"Gmo4",0,171,"2",0.953,NA,"ppdat"
"3444","Gadus morhua","Atlantic cod","Ruzzante et al. 1998 Mol Ecol",0,"Canada","Banquereau Bank",44.31,-59.02,"COD4VsW","1994",5,"",0,48,"2",0.885,NA,"ppdat"
"3445","Gadus morhua","Atlantic cod","Ruzzante et al. 1998 Mol Ecol",0,"Canada","Bay of Fundy",44.16,-66.45,"COD4X","1994",5,"",0,48,"2",0.876,NA,"ppdat"
"3446","Gadus morhua","Atlantic cod","Ruzzante et al. 1998 Mol Ecol",0,"Canada","Browns Bank",42.6,-65.37,"COD4X","1994",5,"",0,48,"2",0.892,NA,"ppdat"
"3447","Gadus morhua","Atlantic cod","Ruzzante et al. 1998 Mol Ecol",0,"Canada","Georges Bank",41.83,-66.66,"CODGB","1995",5,"",0,48,"2",0.892,NA,"ppdat"
"3448","Gadus morhua","Atlantic cod","Ruzzante et al. 1998 Mol Ecol",0,"Canada","Hawke Channel",52.81,-53.83,"COD2J3KL","1994",5,"",0,48,"2",0.864,NA,"ppdat"
"3449","Gadus morhua","Atlantic cod","Ruzzante et al. 1998 Mol Ecol",0,"Canada","North Cape",48.3,-49.1,"COD2J3KL","1994",5,"",0,48,"2",0.872,NA,"ppdat"
"3450","Gadus morhua","Atlantic cod","Ruzzante et al. 1998 Mol Ecol",0,"Canada","Notre Dame Channel",50.66,-53.13,"COD2J3KL","1994",5,"",0,48,"2",0.849,NA,"ppdat"
"3451","Gadus morhua","Atlantic cod","Ruzzante et al. 1998 Mol Ecol",0,"Canada","Placentia Bay",47.67,-54.08,"COD3Ps","1995",5,"",0,46,"2",0.867,NA,"ppdat"
"3452","Gadus morhua","Atlantic cod","Ruzzante et al. 1998 Mol Ecol",0,"Canada","Placentia Bay-North Harbour",47.78,-54.08,"COD3Ps","1995",5,"",0,50,"2",0.845,NA,"ppdat"
"3453","Gadus morhua","Atlantic cod","Ruzzante et al. 1998 Mol Ecol",0,"Canada","Placentia Bay, St. Brides, Fox Harbour",46.96,-54.3,"COD3Ps","1995",5,"",0,50,"2",0.866,NA,"ppdat"
"3454","Gadus morhua","Atlantic cod","Ruzzante et al. 1998 Mol Ecol",0,"Canada","Scatarie Bank",46.06,-59,"COD4TVn","1994",5,"",0,48,"2",0.853,NA,"ppdat"
"3455","Gadus morhua","Atlantic cod","Ruzzante et al. 1998 Mol Ecol",0,"Canada","St. Anthony Basin",52.07,-53.78,"COD2J3KL","1994",5,"",0,48,"2",0.862,NA,"ppdat"
"3456","Gadus morhua","Atlantic cod","Ruzzante et al. 1998 Mol Ecol",0,"Canada","Western Bank",43.64,-60.65,"COD4VsW","1994",5,"",0,48,"2",0.854,NA,"ppdat"
"3457","Gadus morhua","Atlantic cod","Ruzzante et al. 2000 Ecol Appl",0,"Canada","Gulf of St. Lawrence",47.561701,-60.252686,"COD4TVn","1994-1997",1,"Gmo120",0,2282,"2",0.951,NA,"ppdat"
"3458","Gadus morhua","Atlantic cod","Ruzzante et al. 2000 Ecol Appl",0,"Canada","Gulf of St. Lawrence",47.561701,-60.252686,"COD4TVn","1994-1997",1,"Gmo132",0,2258,"2",0.711,NA,"ppdat"
"3459","Gadus morhua","Atlantic cod","Ruzzante et al. 2000 Ecol Appl",0,"Canada","Gulf of St. Lawrence",47.561701,-60.252686,"COD4TVn","1994-1997",1,"Gmo145",0,2242,"2",0.946,NA,"ppdat"
"3460","Gadus morhua","Atlantic cod","Ruzzante et al. 2000 Ecol Appl",0,"Canada","Gulf of St. Lawrence",47.561701,-60.252686,"COD4TVn","1994-1997",1,"Gmo151",0,2290,"2",0.934,NA,"ppdat"
"3461","Gadus morhua","Atlantic cod","Ruzzante et al. 2000 Ecol Appl",0,"Canada","Gulf of St. Lawrence",47.561701,-60.252686,"COD4TVn","1994-1997",1,"Gmo2",0,2333,"2",0.802,NA,"ppdat"
"3462","Gadus morhua","Atlantic cod","Ruzzante et al. 2000 Ecol Appl",0,"Canada","Gulf of St. Lawrence",47.561701,-60.252686,"COD4TVn","1994-1997",1,"Gmo4",0,2328,"2",0.956,NA,"ppdat"
"3463","Gadus morhua","Atlantic cod","Ruzzante et al. 2000 J Fish Bio",0,"Canada","Gilbert Bay, Labrador",52.604716,-55.97065,"COD2J3KL","1996-1997",1,"Gmo120",0,88,"2",0.857,NA,"ppdat"
"3464","Gadus morhua","Atlantic cod","Ruzzante et al. 2000 J Fish Bio",0,"Canada","Gilbert Bay, Labrador",52.604716,-55.97065,"COD2J3KL","1996-1997",1,"Gmo132",0,88,"2",0.738,NA,"ppdat"
"3465","Gadus morhua","Atlantic cod","Ruzzante et al. 2000 J Fish Bio",0,"Canada","Gilbert Bay, Labrador",52.604716,-55.97065,"COD2J3KL","1996-1997",1,"Gmo145",0,87,"2",0.884,NA,"ppdat"
"3466","Gadus morhua","Atlantic cod","Ruzzante et al. 2000 J Fish Bio",0,"Canada","Gilbert Bay, Labrador",52.604716,-55.97065,"COD2J3KL","1996-1997",1,"Gmo2",0,89,"2",0.763,NA,"ppdat"
"3467","Gadus morhua","Atlantic cod","Ruzzante et al. 2000 J Fish Bio",0,"Canada","Gilbert Bay, Labrador",52.604716,-55.97065,"COD2J3KL","1996-1997",1,"Gmo4",0,83,"2",0.901,NA,"ppdat"
"3468","Gadus morhua","Atlantic cod","Ruzzante et al. 2000 J Fish Bio",0,"Canada","Newfoundland and Labrador",50.443513,-54.407959,"COD2J3KL","1994-1997",1,"Gmo120",0,804,"2",0.95,NA,"ppdat"
"3469","Gadus morhua","Atlantic cod","Ruzzante et al. 2000 J Fish Bio",0,"Canada","Newfoundland and Labrador",50.443513,-54.407959,"COD2J3KL","1994-1997",1,"Gmo132",0,838,"2",0.731,NA,"ppdat"
"3470","Gadus morhua","Atlantic cod","Ruzzante et al. 2000 J Fish Bio",0,"Canada","Newfoundland and Labrador",50.443513,-54.407959,"COD2J3KL","1994-1997",1,"Gmo145",0,834,"2",0.943,NA,"ppdat"
"3471","Gadus morhua","Atlantic cod","Ruzzante et al. 2000 J Fish Bio",0,"Canada","Newfoundland and Labrador",50.443513,-54.407959,"COD2J3KL","1994-1997",1,"Gmo2",0,851,"2",0.804,NA,"ppdat"
"3472","Gadus morhua","Atlantic cod","Ruzzante et al. 2000 J Fish Bio",0,"Canada","Newfoundland and Labrador",50.443513,-54.407959,"COD2J3KL","1994-1997",1,"Gmo4",0,822,"2",0.958,NA,"ppdat"
"3473","Gadus morhua","cod","Ruzzante et al. 2001 Conservation Genetics 2:257-269",0,"Canada","Newfoundland and Labrador (2J)",52.8,-53.8,"COD2J3KL",NA,5,"",0,86,NA,0.864,NA,"msats201"
"3474","Gadus morhua","cod","Ruzzante et al. 2001 Conservation Genetics 2:257-269",0,"Canada","Newfoundland and Labrador (3K)",51.2,-53.1,"COD2J3KL",NA,6,"",0,185,NA,0.752,NA,"msats201"
"3475","Gadus morhua","cod","Ruzzante et al. 2001 Conservation Genetics 2:257-269",0,"Canada","Newfoundland and Labrador (3L)",48.4,-49.4,"COD2J3KL",NA,6,"",0,218,NA,0.763,NA,"msats201"
"3476","Gadus morhua","cod","Ruzzante et al. 2001 Conservation Genetics 2:257-269",0,"Canada","Newfoundland and Labrador (3M)",47.1,-46.2,"COD3M",NA,6,"",0,51,NA,0.748,NA,"msats201"
"3477","Gadus morhua","cod","Ruzzante et al. 2001 Conservation Genetics 2:257-269",0,"Canada","Newfoundland and Labrador (3N)",46.1,-47.6,"COD3NO",NA,5,"",0,30,NA,0.867,NA,"msats201"
"3478","Gadus morhua","Atlantic cod","Skarstein, Westgaard & Fevolden 2007 Journal of Fish Biology 70:271-290",0,"Norway","Balsfjord middle part",69.35,19.1166666666667,"CODCOASTNOR","2001",7,"",0.286,74,NA,0.84,NA,"msats100"
"3479","Gadus morhua","Atlantic cod","Skarstein, Westgaard & Fevolden 2007 Journal of Fish Biology 70:271-290",0,"Norway","Barents Sea south",71.2333333333333,28.3166666666667,"CODCOASTNOR","1998",7,"",0.286,61,NA,0.83,NA,"msats100"
"3480","Gadus morhua","Atlantic cod","Skarstein, Westgaard & Fevolden 2007 Journal of Fish Biology 70:271-290",0,"Norway","Bergen North Sea",60.5833333333333,4.81666666666667,"CODNS","1999",7,"",0.286,48,NA,0.89,NA,"msats100"
"3481","Gadus morhua","Atlantic cod","Skarstein, Westgaard & Fevolden 2007 Journal of Fish Biology 70:271-290",0,"Norway","Helgoland North Sea",54.1666666666667,7.83333333333333,"CODNS","1999",7,"",0.286,72,NA,0.89,NA,"msats100"
"3482","Gadus morhua","Atlantic cod","Skarstein, Westgaard & Fevolden 2007 Journal of Fish Biology 70:271-290",0,"Norway","Lofoten inner part",68.2166666666667,15.9,"CODCOASTNOR","1999",7,"",0.286,44,NA,0.87,NA,"msats100"
"3483","Gadus morhua","Atlantic cod","Skarstein, Westgaard & Fevolden 2007 Journal of Fish Biology 70:271-290",0,"Norway","Malangen inner part",69.3,18.65,"CODCOASTNOR","2002",7,"",0.286,81,NA,0.87,NA,"msats100"
"3484","Gadus morhua","Atlantic cod","Skarstein, Westgaard & Fevolden 2007 Journal of Fish Biology 70:271-290",0,"Norway","Nordland coastal",66.25,13.1166666666667,"CODCOASTNOR","1999",7,"",0.286,45,NA,0.86,NA,"msats100"
"3485","Gadus morhua","Atlantic cod","Skarstein, Westgaard & Fevolden 2007 Journal of Fish Biology 70:271-290",0,"Norway","Porsangerfjord middle part",70.5333333333333,25.6166666666667,"CODCOASTNOR","1999",7,"",0.286,53,NA,0.85,NA,"msats100"
"3486","Gadus morhua","Atlantic cod","Skarstein, Westgaard & Fevolden 2007 Journal of Fish Biology 70:271-290",0,"Norway","Spitsbergen west",78.1333333333333,13.9666666666667,"CODNEAR","1999",7,"",0.286,44,NA,0.83,NA,"msats100"
"3487","Gadus morhua","Atlantic cod","Skarstein, Westgaard & Fevolden 2007 Journal of Fish Biology 70:271-290",0,"Norway","Trondheim coastal",63.9833333333333,8.9,"CODCOASTNOR","1999",7,"",0.286,44,NA,0.87,NA,"msats100"
"3488","Gadus morhua","Atlantic cod","Skarstein, Westgaard & Fevolden 2007 Journal of Fish Biology 70:271-290",0,"Norway","Ullsfjord inner part",69.4333333333333,19.5666666666667,"CODCOASTNOR","1999",7,"",0.286,60,NA,0.85,NA,"msats100"
"3489","Gadus morhua","Atlantic cod","Skarstein, Westgaard & Fevolden 2007 Journal of Fish Biology 70:271-290",0,"Norway","Ullsfjord outer part",69.7833333333333,19.8,"CODCOASTNOR","1999",7,"",0.286,64,NA,0.84,NA,"msats100"
"3490","Gadus morhua","Atlantic cod","Skarstein, Westgaard & Fevolden 2007 Journal of Fish Biology 70:271-290",0,"Norway","Varangerfjord inner part",70.1166666666667,28.7666666666667,"CODCOASTNOR","2001",7,"",0.286,47,NA,0.87,NA,"msats100"
"3491","Gadus morhua","Atlantic cod","Skarstein, Westgaard & Fevolden 2007 Journal of Fish Biology 70:271-290",0,"Norway","Varangerfjord outer part",70.0166666666667,31.05,"CODCOASTNOR","1999",7,"",0.286,40,NA,0.84,NA,"msats100"
"3492","Gadus morhua","Atlantic cod","Wennevik et al. 2008 Hydrobiologia 606:7-25",0,"Norway","St 247",68.158,14.457,"CODCOASTNOR","2002",1,"Gmo132",0,78,"2",0.724,NA,"msats100"
"3493","Gadus morhua","Atlantic cod","Wennevik et al. 2008 Hydrobiologia 606:7-25",0,"Norway","St 247",68.158,14.457,"CODCOASTNOR","2002",1,"Gmo3",0,78,"4",0.201,NA,"msats100"
"3494","Gadus morhua","Atlantic cod","Wennevik et al. 2008 Hydrobiologia 606:7-25",0,"Norway","St 247",68.158,14.457,"CODCOASTNOR","2002",1,"Gmo34",0,77,"4",0.506,NA,"msats100"
"3495","Gadus morhua","Atlantic cod","Wennevik et al. 2008 Hydrobiologia 606:7-25",0,"Norway","St 247",68.158,14.457,"CODCOASTNOR","2002",1,"Gmo35",0,77,"3",0.829,NA,"msats100"
"3496","Gadus morhua","Atlantic cod","Wennevik et al. 2008 Hydrobiologia 606:7-25",0,"Norway","St 247",68.158,14.457,"CODCOASTNOR","2002",1,"Tch11",1,71,"4",0.927,NA,"msats100"
"3497","Gadus morhua","Atlantic cod","Wennevik et al. 2008 Hydrobiologia 606:7-25",0,"Norway","St 249",68.067,13.815,"CODCOASTNOR","2002",1,"Gmo132",0,49,"2",0.659,NA,"msats100"
"3498","Gadus morhua","Atlantic cod","Wennevik et al. 2008 Hydrobiologia 606:7-25",0,"Norway","St 249",68.067,13.815,"CODCOASTNOR","2002",1,"Gmo2",0,49,"2",0.797,NA,"msats100"
"3499","Gadus morhua","Atlantic cod","Wennevik et al. 2008 Hydrobiologia 606:7-25",0,"Norway","St 249",68.067,13.815,"CODCOASTNOR","2002",1,"Gmo3",0,51,"4",0.131,NA,"msats100"
"3500","Gadus morhua","Atlantic cod","Wennevik et al. 2008 Hydrobiologia 606:7-25",0,"Norway","St 249",68.067,13.815,"CODCOASTNOR","2002",1,"Gmo34",0,48,"4",0.352,NA,"msats100"
"3501","Gadus morhua","Atlantic cod","Wennevik et al. 2008 Hydrobiologia 606:7-25",0,"Norway","St 249",68.067,13.815,"CODCOASTNOR","2002",1,"Gmo35",0,47,"3",0.829,NA,"msats100"
"3502","Gadus morhua","Atlantic cod","Wennevik et al. 2008 Hydrobiologia 606:7-25",0,"Norway","St 249",68.067,13.815,"CODCOASTNOR","2002",1,"Tch11",1,51,"4",0.934,NA,"msats100"
"3503","Gadus morhua","Atlantic cod","Wennevik et al. 2008 Hydrobiologia 606:7-25",0,"Norway","St 250",67.978,13.289,"CODCOASTNOR","2002",1,"Gmo132",0,51,"2",0.76,NA,"msats100"
"3504","Gadus morhua","Atlantic cod","Wennevik et al. 2008 Hydrobiologia 606:7-25",0,"Norway","St 250",67.978,13.289,"CODCOASTNOR","2002",1,"Gmo2",0,51,"2",0.872,NA,"msats100"
"3505","Gadus morhua","Atlantic cod","Wennevik et al. 2008 Hydrobiologia 606:7-25",0,"Norway","St 250",67.978,13.289,"CODCOASTNOR","2002",1,"Gmo3",0,51,"4",0.184,NA,"msats100"
"3506","Gadus morhua","Atlantic cod","Wennevik et al. 2008 Hydrobiologia 606:7-25",0,"Norway","St 250",67.978,13.289,"CODCOASTNOR","2002",1,"Gmo34",0,49,"4",0.477,NA,"msats100"
"3507","Gadus morhua","Atlantic cod","Wennevik et al. 2008 Hydrobiologia 606:7-25",0,"Norway","St 250",67.978,13.289,"CODCOASTNOR","2002",1,"Gmo35",0,47,"3",0.852,NA,"msats100"
"3508","Gadus morhua","Atlantic cod","Wennevik et al. 2008 Hydrobiologia 606:7-25",0,"Norway","St 250",67.978,13.289,"CODCOASTNOR","2002",1,"Tch11",1,51,"4",0.938,NA,"msats100"
"3509","Gadus morhua","Atlantic cod","Wennevik et al. 2008 Hydrobiologia 606:7-25",0,"Norway","St 253",67.495,12.31,"CODCOASTNOR","2002",1,"Gmo132",0,58,"2",0.497,NA,"msats100"
"3510","Gadus morhua","Atlantic cod","Wennevik et al. 2008 Hydrobiologia 606:7-25",0,"Norway","St 253",67.495,12.31,"CODCOASTNOR","2002",1,"Gmo2",0,59,"2",0.874,NA,"msats100"
"3511","Gadus morhua","Atlantic cod","Wennevik et al. 2008 Hydrobiologia 606:7-25",0,"Norway","St 253",67.495,12.31,"CODCOASTNOR","2002",1,"Gmo3",0,56,"4",0.053,NA,"msats100"
"3512","Gadus morhua","Atlantic cod","Wennevik et al. 2008 Hydrobiologia 606:7-25",0,"Norway","St 253",67.495,12.31,"CODCOASTNOR","2002",1,"Gmo34",0,59,"4",0.329,NA,"msats100"
"3513","Gadus morhua","Atlantic cod","Wennevik et al. 2008 Hydrobiologia 606:7-25",0,"Norway","St 253",67.495,12.31,"CODCOASTNOR","2002",1,"Gmo35",0,55,"3",0.812,NA,"msats100"
"3514","Gadus morhua","Atlantic cod","Wennevik et al. 2008 Hydrobiologia 606:7-25",0,"Norway","St 253",67.495,12.31,"CODCOASTNOR","2002",1,"Tch11",1,57,"4",0.927,NA,"msats100"
"3515","Gadus morhua","Atlantic cod","Wennevik et al. 2008 Hydrobiologia 606:7-25",0,"Norway","St 254",67.443,12.078,"CODCOASTNOR","2002",1,"Gmo132",0,58,"2",0.453,NA,"msats100"
"3516","Gadus morhua","Atlantic cod","Wennevik et al. 2008 Hydrobiologia 606:7-25",0,"Norway","St 254",67.443,12.078,"CODCOASTNOR","2002",1,"Gmo3",0,56,"4",0.087,NA,"msats100"
"3517","Gadus morhua","Atlantic cod","Wennevik et al. 2008 Hydrobiologia 606:7-25",0,"Norway","St 254",67.443,12.078,"CODCOASTNOR","2002",1,"Gmo34",0,51,"4",0.235,NA,"msats100"
"3518","Gadus morhua","Atlantic cod","Wennevik et al. 2008 Hydrobiologia 606:7-25",0,"Norway","St 254",67.443,12.078,"CODCOASTNOR","2002",1,"Gmo35",0,51,"3",0.839,NA,"msats100"
"3519","Gadus morhua","Atlantic cod","Wennevik et al. 2008 Hydrobiologia 606:7-25",0,"Norway","St 254",67.443,12.078,"CODCOASTNOR","2002",1,"Tch11",1,50,"4",0.93,NA,"msats100"
"3520","Gadus morhua","Atlantic cod","Wennevik et al. 2008 Hydrobiologia 606:7-25",0,"Norway","St. 222",69.3,15.4,"CODCOASTNOR","2003",1,"Gmo132",0,95,"2",0.489,NA,"msats100"
"3521","Gadus morhua","Atlantic cod","Wennevik et al. 2008 Hydrobiologia 606:7-25",0,"Norway","St. 222",69.3,15.4,"CODCOASTNOR","2003",1,"Gmo2",0,95,"2",0.86,NA,"msats100"
"3522","Gadus morhua","Atlantic cod","Wennevik et al. 2008 Hydrobiologia 606:7-25",0,"Norway","St. 222",69.3,15.4,"CODCOASTNOR","2003",1,"Gmo3",0,96,"4",0.12,NA,"msats100"
"3523","Gadus morhua","Atlantic cod","Wennevik et al. 2008 Hydrobiologia 606:7-25",0,"Norway","St. 222",69.3,15.4,"CODCOASTNOR","2003",1,"Gmo34",0,95,"4",0.141,NA,"msats100"
"3524","Gadus morhua","Atlantic cod","Wennevik et al. 2008 Hydrobiologia 606:7-25",0,"Norway","St. 222",69.3,15.4,"CODCOASTNOR","2003",1,"Gmo35",0,89,"3",0.825,NA,"msats100"
"3525","Gadus morhua","Atlantic cod","Wennevik et al. 2008 Hydrobiologia 606:7-25",0,"Norway","St. 222",69.3,15.4,"CODCOASTNOR","2003",1,"Tch11",1,94,"4",0.939,NA,"msats100"
"3526","Gadus morhua","Atlantic cod","Wennevik et al. 2008 Hydrobiologia 606:7-25",0,"Norway","St. 232",68.12,14.44,"CODCOASTNOR","2003",1,"Gmo132",0,81,"2",0.798,NA,"msats100"
