"lat","lon"
-77.862655,166.687703
-77.851659,166.618824
-76.86341,164.397533
-74.833333,166.867188
-72.757939,171.246066
-67.568735,-67.962211
-67.5,-64.294621
-67.43,0.8
-67.28,-82.99
-66.6702777777778,140.02
-66.2,136.1833
-64.263288,-62.682561
-64,42.22
-63.59,68.08
-63.32466,-55.739819
-63.316141,-55.753626
-63.208878,-54.911714
-63.1,-59.83
-62.954166,-60.622976
-62.4333333333333,-55.6166666666667
-62.25,-55.3
-62.212926,-58.342537
-62.2,-57.850767
-62.0867,-59.654218
-61.85,-59.2333333333333
-61.46,2.21
-61.41,-54.95
-61.2166666666667,-55.8833333333333
-61.133,-55.588956
-61.133,-54.633833
-61.086185,-54.61804
-61.079659,-55.079124
-61.078084,-55.082916
-61.008709,-55.170106
-60.734216,-45.344433
-60.707234,-45.338109
-60.594087,-45.396396
-60.55,-48.93
-60.43,-44.51
-59.56,-44.27
-59.3238,-167.3318
-57.0666666666667,-26.7833333333333
-55.0666666666667,-57.05
-54.8166666666667,-68.1666666666667
-54.6312,158.7438
-54.6049,158.7246
-54.436464,-36.8926
-54.4333333333333,3.234328
-54.418313,3.346362
-54.377925,-36.023243
-54.3,-64.71666667
-54.1,-53.7833333333333
-54,-64
-54,-35
-54,0.250011
-53.8333333333333,-40.55
-53.8,-38.7166666666667
-53.613,-70.923
-53.595008,-41.763376
-53.2938,72.7006
-53.2333333333333,-50.4
-53.17,-70.9083333333333
-52.9666666666667,-59.95
-52.96,-40.33
-52.4849,-59.9853
-52.2666666666667,-54.2833333333333
-52,-64
-52,42.5
-51.5,-68.5
-51,-77
-50.83333333,-56.58333333
-50.41666667,-58.08333333
-49.8731,-76.3837
-49.4666666666667,-60
-49.4,-67.2833333333333
-49.25,-66.6666666666667
-49.25,-56
-48.65704,69.306897
-48.325732,164.153792
-47.08333333,-63.98333333
-47,-62.75
-47,8.499914
-46.75,-64
-46.653,37.8725
-46.643223,37.71773
-46.613639,168.357384
-46.596074,168.345623
-46.3085,51.23385
-46.094429,170.316048
-45.9333333333333,-67.5333333333333
-45.89,170.5573
-45.8412,170.6306
-45.767,-73.598
-45.7166666666667,56.6
-45.4166666666667,-72.8166666666667
-45.3666666666667,-72.85
-45.348555,-73.051881
-45.306,-73.801
-45.181,-73.847
-45,-61
-45,-60.5
-44.688,-72.98
-44.091,-73.796
-43.894525,-176.339511
-43.86,-72.968
-43.678847,179.835933
-43.6313,145.96875
-43.6274,172.8146
-43.5833333333333,-58.9833333333333
-43.237575,147.992506
-43.095,-73.675
-42.843751,169.753417
-42.6525472222222,145.752791666667
-42.32042,145.386667
-42.063,-72.86
-42,-61.5
-42,-60.3333333333333
-41.793,-73.286
-41.6666666666667,-64.3333333333333
-41.574361,151.157225
-41.5,-64.25
-41.5,-64
-41.474561,-72.943641
-41.4733333333333,-72.94
-41.3391,174.7859
-41.311154,174.366215
-41.204712,174.658736
-40.76485,153.050624
-40.723912,173.291141
-40.5433166666667,-62.2
-40,15
-40,25
-39.875,-73.4
-39.63333333,-75.28333333
-39.631628,178.336358
-39.5,24.5
-39.4772,176.9112
-39.444926,177.23969
-39.30441,177.12095
-39.094957,169.008116
-38.813519,178.377171
-38.122286,141.033842
-37.75,-56.5
-37.637074,174.369773
-37.481889,140.01479
-37.421544,177.718583
-37.25,178.1166667
-37.09024,150.41748
-36.8409,175.02
-36.8166666666667,174.783333333333
-36.8107,175.0919
-36.7333333333333,-73.1833333333333
-36.7,175
-36.692649,-73.232575
-36.568772,113.693496
-36.532248,176.516564
-36.514471,178.224058
-36.498675,175.182914
-36.486367,174.088008
-36.366701,150.055268
-36.35,174.733333333333
-36.3168972222222,174.783388888889
-36.284481,150.119738
-36.260954,150.122571
-36.242944,177.028815
-36.130485,174.883838
-36.05923,150.09559
-36.047017,150.093359
-36.0441388888889,175.405222222222
-36.033553,150.104431
-35.991165,139.453788
-35.9181,175.1297
-35.746512,118.637694
-35.037669,150.825154
-35.0333333333333,20.8666666666667
-35,151
-34.955541,138.492446
-34.923693,170.754881
-34.903,18.890625
-34.850559,171.698203
-34.793114,20.051389
-34.7853694444444,-55.5628222222222
-34.747914,173.731649
-34.7330333333333,20.08355
-34.7,21
-34.685036,20.234915
-34.6812,19.4151
-34.6583333333333,-54.1416666666667
-34.6333333333333,-56.2666666666667
-34.6166666666667,-54.25
-34.577404,19.340735
-34.532174,168.187856
-34.474702,175.567938
-34.465835,20.594953
-34.458776,173.841118
-34.402897,173.836638
-34.35406,167.861104
-34.35,18.7333333333333
-34.3414,19.0354666666667
-34.307144,-50.830082
-34.3,-53.9166666666667
-34.25347,18.67108
-34.249074074075,19.1397277777778
-34.238145,18.655974
-34.19877,22.137162
-34.1940833333333,18.5729333333333
-34.179372,18.646361
-34.15,22.1666666666667
-34.128155,18.449355
-34.0666666666667,25.05
-34.057211,23.909318
-34.054754,24.925128
-34.0377777777778,23.9272222222222
-34.021784,23.887453
-34.0213,18.51709
-34.02,23.8222222222222
-34.01218,25.506076
-33.997307,25.651791
-33.988469,151.181009
-33.969641,25.659268
-33.877604,18.294857
-33.842374,151.263958
-33.8333333333333,26.3
-33.8101833333333,18.3749166666667
-33.804395,18.378206
-33.759538,151.352498
-33.754841,25.747859
-33.7462666666667,25.5805666666667
-33.6692,114.9972
-33.6613,115.5232
-33.605953,26.901966
-33.58333333,-71.61666667
-33.5553,151.3194
-33.4752,-71.6504
-33.3333333333333,18.0333333333333
-33.092529,18.015103
-33.045967,27.922036
-32.769717,18.139611
-32.6543055555556,-71.4435555555556
-32.2426944444444,-71.514
-32.228676,152.579199
-32.1585,115.5671
-32.148717,29.309243
-32.0591,115.7036
-31.938422,115.859884
-31.726624,128.963464
-31.652113,131.57232
-31.552884,159.061608
-31.547066,159.072267
-31.546557,159.067709
-31.535105,159.066313
-31.055774,30.230705
-30.448674,173.642575
-30.320433,30.751948
-30.033634,-79.81686
-29.951,-71.3600833333333
-29.947218,159.071477
-29.928474,153.39195
-29.911823,31.010017
-29.873534,31.027481
-29.86,31.04333333
-29.85868,31.02184
-29.64,32.933945
-29.452791,153.430443
-29.45198,159.092087
-29.286399,31.572876
-29.093441,153.100536
-29.065653,-71.487113
-29.064285,167.969025
-29.018106,167.969907
-28.800177,32.06313
-28.500053,-48.748593
-28.450642,113.721576
-28.411326,-47.872938
-28.383026,32.426426
-27.839725,-48.516193
-27.76133,153.453479
-27.625,113.95
-26.843063,32.893216
-26.561633,153.069209
-26.4166666666667,113.666666666667
-26.015913,32.954367
-25.978367,32.601069
-25.7833333333333,113.766666666667
-25.7333333333333,113.166666666667
-25.380172,33.340434
-25.32,46.17
-25.2305,113.2894405
-25.1666666666667,113.5
-24.884949,113.65257
-24.75,113.25
-24.74108,35.214793
-24.51595,35.201839
-24.25,4.42
-23.984695,-46.325262
-23.976,-46.337356
-23.6,151.968342
-23.6,152.109619
-23.520888,113.561428
-23.508,152.091216
-23.507409,152.066936
-23.504,152.091098
-23.5,152.097106
-23.443464,151.913597
-23.4,151.958821
-23.4,152.072461
-23.366043,43.662607
-23.351619,43.685494
-23.172485,36.566069
-23.1666666666667,150.95
-22.771427,14.090842
-22.7472,166.8874
-22.674446,113.642272
-22.592212,166.34139
-22.475877,166.469526
-22.4564,167.1308
-22.373853,40.342227
-22.319934,166.310585
-22.3,152.760095
-22.3,152.769193
-22.29896,166.467967
-22.27363,152.738917
-22.26373,166.239084
-22.233969,152.713465
-22.149461,14.223554
-22.030899,14.321979
-22.0233255,114.007186
-22,174
-21.980911,152.47252
-21.915819,39.986385
-21.827211,114.694873
-21.308619,55.366425
-21.23,-159.78
-21.228,-159.712495
-21,163.833333333333
-20.96666667,-70.3
-20.848154,116.200343
-20.736556,44.001401
-20.674226,116.601678
-20.373201,57.701236
-20.344135,150.194702
-20.228062,-70.151896
-20.193652,57.44717
-20.137,149.964196
-20.0876,164.5793
-19.826651,-175.399157
-19.748779,63.426817
-19.74806,163.667181
-19.252948,146.82419
-19.08343,148.557377
-19.01,-152.84
-19,154.4
-18.871,-159.814457
-18.761436,152.437142
-18.729502,-97.221681
-18.6531,147.27
-18.5602,147.389823
-18.53,165.97
-18.4448,158.2302
-18.414493,147.448153
-18.060807,122.272817
-17.960519,149.610094
-17.9261111111111,-38.9352777777778
-17.853065,146.456054
-17.6827,-149.467
-17.661036,179.39952
-17.6574166666667,118.922016666667
-17.64005,118.966681
-17.598772,118.833033
-17.598199,118.83299
-17.594,-149.864498
-17.550348,-149.892961
-17.533,-149.752232
-17.530836,-149.829827
-17.519,-149.949299
-17.517444,-149.852207
-17.510292,118.970595
-17.508358,-149.852979
-17.498699,-149.855125
-17.493719,-149.857842
-17.492996,-149.859076
-17.489264,-149.872224
-17.484619,-149.880359
-17.483,-149.822613
-17.481099,-149.878814
-17.371996,119.384422
-17.36044,119.332089
-17.33333,119.166495
-17.332104,119.166924
-17.300896,148.972887
-17.275826,178.484452
-17.25711,119.36744
-17.2525,11.751389
-17.227,177.092759
-17.2,11.7
-17.168789,119.670884
-17.060582,42.718247
-17.05564,119.652859
-17.048311,42.72252
-16.882706,49.899465
-16.82,-151.324094
-16.782492,122.558628
-16.75,-151.066561
-16.638,-151.600483
-16.504,-151.679287
-16.2920715,-146.360207
-16.170485,11.712136
-16.042566,124.485053
-15.704595,136.918797
-15.570186,12.018812
-15.39568,124.41392
-15.195258,12.136212
-15.187474,12.139989
-15.091642,5.894503
-14.962,-147.530937
-14.757416,128.435703
-14.6666666666667,145.466666666667
-14.665102,145.462225
-14.664437,145.474671
-14.338438,-170.690407
-14.335783,137.36373
-14.264669,125.583591
-14.098956,129.32131
-14.08195,121.947183333333
-14.071012,121.976509
-14.057946,121.950351
-14.055458,121.763814
-14.011164,121.839065
-14,-135
-14,121.833331
-13.998959,121.833548
-13.997751,121.833161
-13.920356,121.915407
-13.915625,146.633119
-13.873028,12.495489
-13.865413,12.520938
-13.680197,122.057133
-13.630155,122.023309
-13.338393,143.785301
-13.284667,121.657552
-13.169364,130.006458
-13.106537,146.725036
-13.073441,129.254091
-12.980302,40.508458
-12.477479,130.851872
-12.4027777777778,43.6919444444444
-12.27774,130.602891
-12.230032,123.057945
-12.155429,96.904588
-12.146136,96.882669
-12.146032,96.893604
-12.009593,130.264388
-11.999971,134.211042
-11.7861111111111,43.2486111111111
-11.777866,131.234806
-11.60712,43.368496
-11.571542,47.306915
-11.548605,47.326431
-11.50919,130.39396
-11.070273,132.310986
-10.836631,13.762365
-10.808317,40.661708
-10.486285,105.654022
-10.483247,105.661577
-10.442526,105.617976
-10.251904,40.180045
-10.217007,141.941233
-10.151626,123.579352
-10.147238,123.604159
-9.848771,136.273507
-9.529509,147.269312
-9.458544,-139.010739
-8.798547,13.218858
-8.760154,-8.760154
-8.75,119.75
-8.56333,119.431368
-8.550057,119.370785
-8.284504,115.079502
-8.097875,114.425086
-8.061905,115.102486
-7.313127,72.449617
-7.11,54.65
-6.792354,39.208328
-6.732689,39.358599
-6.727234,39.321519
-6.41666666666667,110.75
-6.186947,39.189472
-6.166173,39.185217
-6.165077,39.187372
-6.097579,106.765266
-5.831124,110.450245
-5.824988,110.454846
-5.810832,-35.176941
-5.75,105.333333333333
-5.644941,55.512566
-5.643839,106.622242
-5.602173,120.465706
-5.5863,119.489135
-5.585704,119.486847
-5.583329,120.463543
-5.547,150.281509
-5.363,150.2381
-5.31666666666667,150.283333333333
-5.16547,150.499828
-5.15,145.8
-5.124868,119.34197
-5.1168125,119.3334625
-5.105474,119.287585
-5.091818,119.25923
-5.084144,39.130494
-5.078594,119.360527
-5.069459,119.062985
-5.057781,119.271443
-5.04980666666667,119.325093333333
-5.047595,119.211891
-5.047334,119.326376
-5.047282,119.326192
-5.036829,119.275783
-4.976808,119.215388
-4.975778,119.338714
-4.967456,119.284776
-4.897632,119.358111
-4.886564,119.338173
-4.884718,119.141295
-4.874016,119.115817
-4.7412,55.4297
-4.699997,119.366666
-4.698707,119.368169
-4.689706,39.347781
-4.689241,118.942835
-4.687201,55.426936
-4.682669,55.470369
-4.674217,119.047496
-4.663902,55.496714
-4.653395,119.133241
-4.606951,119.375998
-4.475353,39.490485
-4.43989,55.620184
-4.407126,55.579861
-4.333333333,73.15
-4.191686,-92.662613
-4.071487,39.699905
-3.977854,122.55764
-3.976475,122.586492
-3.937712,134.123498
-3.914462,132.812007
-3.84798,-33.0999
-3.84066666666667,-32.4111111111111
-3.796731,39.839121
-3.550708,132.850787
-3.22201,40.136143
-2.812398,-171.669692
-2.710978,43.918565
-1.797,123.139
-1.775,123.122
-1.77,123.103
-1.74652,41.494953
-1.723,123.529
-1.715672,130.031162
-1.6,123.729779
-1.563,123.127
-1.455901,105.621408
-1.393899,128.926073
-1.003559,135.984929
-0.95,122.8
-0.937798,122.792543
-0.927028,100.319162
-0.878832,131.219416
-0.64175,-90.5657
-0.559632,130.447392
-0.526782,119.700281
0.061177,119.533504
1.171708,104.060961
1.450357,125.224196
1.468738,124.810562
1.560314,124.747924
1.75,98.4166666666667
1.858167,-157.325127
2.086143,118.399509
2.087109,118.400315
2.841474,-156.921641
4.036669,100.550012
4.3,149.316111111111
4.333333333,73.15
4.33333333333333,73.15
5.528511,-0.033647
5.56666666666667,80.3
5.566666667,80.3
5.6,0
5.7,81.23333333
5.7,81.2333333333333
5.87,-162.08
6.031311,123.570556
6.033333,116.098815
6.04087,116.098947
6.085546,125.17124
6.283333333,82.38333333
6.776914,158.22045
6.8147,158.3186
6.821029,-162.383263
6.915313,158.04162
6.939008,158.239973
6.95,79.3
6.969,158.1556
7.003084,158.240105
7.01,-78.19
7.0605,171.2611
7.133333333,82.48333333
7.13333333333333,82.4833333333333
7.153897,134.253942
7.283606,117.139689
7.28619,99.094848
7.290221385,99.50330323
7.2999,134.4885
7.3191,134.5331
7.35245,117.137839
7.402367,168.713595
7.405348,134.426378
7.4439,151.8864
7.452034,170.980909
7.4567,151.8882
7.5,99.5
7.55,-81
7.56,-81.3
7.753612,98.347241
7.885147,-102.934572
8,-27.5
8.166666667,73
8.333333333,79.2
8.51195,76.878503
8.622081,124.442401
8.67824,98.141478
8.75,100.25
8.758867,-77.528
8.874211,76.584773
8.96666666666667,81.85
8.966666667,81.85
9.005638,-77.767439
9.2,-77.9833333
9.244274,-82.136106
9.284432,-78.11388
9.3194,123.3137
9.346092,-82.127396
9.349226,-78.26653
9.392639,-82.21182
9.438,76.40039
9.481572,-78.515368
9.4966,138.1514
9.555,-79.6561111111111
9.55866666666667,-84.8206666666667
9.567574,-78.967381
9.578333,-78.725833
9.635954,-82.660561
9.658807,98.379367
9.7,-14.2
9.746956,-82.844306
9.8,-84.8
9.896292,-14.736442
9.966666667,76.28333333
9.97,76.28
9.997083,-83.011891
10.056755,-61.233902
10.12408,-16.834332
10.19801,123.780362
10.202729,124.019465
10.278082,123.895029
10.433793,-61.515656
10.482073,-64.181499
10.53102,124.060192
10.7333333333333,-131.2
10.811724,-61.249237
10.99512,-64.077988
11.008268,123.875808
11.0166666666667,72.5166666666667
11.01666667,72.51666667
11.2466944444444,-74.2298888888889
11.262898,75.76206
11.296511,-15.976003
11.53142,125.6086
11.55,-60.692552
11.740009,102.43984
11.75,43.21
11.768108,43.317952
11.8067222222222,-66.7015277777778
11.812594,99.815657
11.974949,120.318969
12.513491,101.88245
12.701385,54.300216
12.725753,45.052252
12.87,74.88
12.9,-69.95396
12.92566,74.793353
13.020743,100.867461
13.070899,80.32024
13.08,80.27
13.1,-59.35017
13.124194,-59.680326
13.1289444444444,80.2981666666667
13.15,-59.386868
13.197,-59.324077
13.2,-59.753536
13.236148,144.659409
13.2592,144.6572
13.282719,-115.671388
13.357055,144.776311
13.3585,144.773
13.413257,144.754451
13.421846,144.79253
13.4275,144.7971
13.433702,144.515547
13.475981,144.714029
13.4801,144.7269
13.5,120.95
13.5434,144.8075
13.543596,144.807226
13.742899,109.247259
13.95,-60.78412
14.5,-92.45
14.660125,120.279176
14.702886,-17.49003
14.765368,122.187366
14.8,-17.6
14.979668,-24.947889
15.1082,145.7063
15.146369,-82.634583
15.1604,145.7588
15.204038,145.703072
15.233577,145.756174
15.26983,119.9862
15.2734,145.7907
15.45,-61.137594
15.510073,119.957054
15.65,-96.4833333333333
15.956048,-83.315735
16.059639,41.365075
16.091506,-86.898279
16.25,-86.47562
16.337707,119.936905
16.36758,-86.371994
16.389,-86.632078
16.397883,119.809695
16.427177,111.948836
16.444647,-85.883617
16.500698,-87.783205
16.504237,-88.019085
16.627019,120.30161
16.73,-169.53
16.743755,-169.506005
16.794393,-88.067213
16.801889,-87.783076
16.830739,-88.081964
16.887605,42.528018
16.941215,-88.002838
16.97,-88.216524
16.974965,54.153193
17.085249,-88.004423
17.170679,-61.792306
17.2,-87.787367
17.2271,-88.5281
17.3,-87.700768
17.356735,-87.541501
17.361125,-87.770457
17.459385,-87.825963
17.502,-88.177887
17.637224,83.263956
17.71096,-64.883654
17.71147,-64.92009
17.72269,-64.893694
17.735553,-64.896078
17.743455,-87.947906
17.746,-64.591657
17.747,-64.580394
17.75,-66.51747
17.75,-64.895827
17.763,-64.837462
17.8833333333333,-102.166666666667
18.002658,120.488948
18.021,-67.591383
18.1,-16.0166666666667
18.182388,-67.256012
18.188237,-64.96134
18.195434,-67.217331
18.2,-62.895272
18.207176,-67.182884
18.214837,109.447166
18.2346,109.5158
18.238386,-67.22658
18.240994,-67.178514
18.25,-67.414924
18.295481,-65.56024
18.298976,-64.971265
18.3259722222222,-87.8156944444444
18.338544,-65.629248
18.339066,-64.940841
18.36675,-67.322104
18.4,-63.133535
18.4654444444444,-77.4038888888889
18.468908,-64.455629
18.511,-87.085745
18.592315,-87.329735
18.6166666666667,-92.8166666666667
18.65,-87.661379
18.724,-87.664469
18.75031,-87.590851
19.077655,72.79054
19.095585,-87.119374
19.0992222222222,-95.9416944444445
19.1995833333333,-96.0694444444444
19.328892,-81.24625
19.35,-16.5
19.354146,112.061018
19.395751,110.807405
19.405648,-155.983091
19.485218,58.34233
19.532088,-155.550541
19.673088,109.102534
19.695225,-80.035899
19.71,-155.45
19.72793,-79.800771
19.7644722222222,-87.3408888888889
19.8833333333333,-90.7333333333333
19.96666667,-17.46666667
20.022776,58.012735
20.042558,109.185775
20.07547,110.181883
20.101075,110.307999
20.1166666666667,-16.25
20.427013,-105.889893
20.4406944444444,-87.0022777777778
20.702008,116.724463
20.808555,-156.37507
20.839,-86.85109
20.9,-17.0333333333333
20.9,70.37
21,-156.686962
21,-86.868381
21.02,37.13
21.0270277777778,-97.1991388888889
21.09622,-157.487217
21.145671,-157.022115
21.171248,-73.823973
21.182952,110.422883
21.261061,110.417891
21.37031,-89.44977
21.39823,39.14863
21.412,-86.638432
21.427581,109.062638
21.451306,108.533733
21.4720555555556,-86.7888611111111
21.488807,-157.986523
21.49,39.11
21.4970555555556,-97.2270833333333
21.5,-158.385455
21.515252,-71.518613
21.520872,109.081184
21.5333333333333,-105.416666666667
21.540856,-87.268451
21.57,120.46
21.618947,108.383202
21.662533,-105.642901
21.68456,69.72136
21.903241,-16.931211
21.934272,-82.785453
21.942961,120.755904
21.958942,114.279611
21.999142,113.415977
22.080622,113.612158
22.109044,-159.524357
22.12,116.43
22.280482,39.087019
22.3333333333333,120.333333333333
22.40991,114.389677
22.4333333333333,120.45
22.5,120.383333333333
22.505235,-75.771633
22.5196111111111,-89.7531666666667
22.681722,-83.966266
22.747334,-73.841904
22.750079,113.6487
22.884953,-109.895924
23.061018,-161.921899
23.160563,117.282714
23.168158,-74.864871
23.2,-106.4
23.211032,-75.100589
23.229043,-106.453746
23.380878,121.583349
23.389321,-87.983487
23.5166666666667,-106.716666666667
23.624395,-110.607213
23.630578,117.460155
23.683536,-75.379855
23.705255,58.259723
23.770428,-76.098692
23.773706,-76.087573
23.776,-76.084101
23.926,-74.576531
23.983762,-76.246401
24,-82
24.15,-111.25
24.153012,-75.536079
24.153332,-110.341477
24.19,-167.03
24.2,-110.4
24.25,-81.719725
24.3,-164.1
24.32,-15.9
24.392268,-76.632425
24.396056,118.34636
24.407,-75.003237
24.424551,117.949467
24.42699,118.105429
24.433866,118.077276
24.45,119.45
24.456634,118.066621
24.462884,118.059755
24.469963,118.065548
24.489641,-75.444069
24.5,-76.100065
24.535226,118.658586
24.551807,-81.818333
24.571,-81.843082
24.582532,-112.001279
24.609769,-77.612385
24.625484,-82.868857
24.64986,119.573647
24.65,-82.850763
24.721971,-81.040391
24.729533,-81.045198
24.746784,-81.259858
24.75214,-79.868046
24.771951,-80.917574
24.79922,-76.880862
24.810846,66.89725
24.835866,-110.562442
24.837931,-76.349542
24.85155,121.968613
24.95,-80.493588
24.998942,-167.998788
25,-83
25.025003,37.255408
25.044472,-109.669729
25.0792,-80.7984
25.087903,-77.087903
25.113229,-110.510643
25.15571,55.10468
25.18912472,-110.7100591
25.190457,-112.125242
25.198776,-110.697652
25.23844,64.580665
25.23912,-82.492183
25.279791,60.639874
25.299566,-110.941091
25.334186,-76.125696
25.334341,-172.066753
25.365506,66.513447
25.415619,-170.59
25.47837,-110.772117
25.513165,-111.010195
25.594938,-110.772575
25.598961,-109.066473
25.655138,57.762226
25.714879,-111.047502
25.720735,-110.222169
25.840193,-77.750384
25.913046,127.386328
25.914499,56.496985
26,-173.458333333333
26.01514,-111.329801
26.086388,128.164673
26.115986,-97.239403
26.119191,-82.804319
26.185794,-113.180212
26.226346,50.615771
26.23,127.31
26.25374,-112.475796
26.30942,-97.260819
26.31888889,-96.68611111
26.470341,-76.947844
26.475646,-78.726258
26.4927777777778,127.688888888889
26.509905,-82.244568
26.523868,120.140836
26.57,-82.156491
26.629046,119.833409
26.65367,127.857678
26.66666667,-97.16666667
26.687957,-97.410393
26.711265,-113.572748
26.728,119.764132
26.7382,-80.1238
26.8275,-119.642222222222
26.8333333333333,120.116666666667
26.849832,120.077901
26.942884,-80.067873
26.955647,-82.055861
26.9796,-82.1685
27,-17
27.0023,-97.6463
27.05,128.43
27.0581944444444,-80.1033055555556
27.077944,142.218565
27.1019,-96.6271
27.11437,56.266905
27.164872,56.282871
27.243185,-82.911466
27.332511,-110.648849
27.340665,-82.576786
27.458321,-97.340469
27.549,-82.591883
27.57118,-82.6248
27.659,-97.080067
27.690081,-114.893023
27.7166666666667,121.333333333333
27.76133,-97.259445
27.766191,-80.381584
27.7715,-79.0587
27.773,-82.583261
27.794471,-97.048688
27.795079,121.159495
27.8333333333333,121.783333333333
27.908575,-110.856589
27.9183333333333,-110.898888888889
27.9333333333333,121.6
27.97,121.37
27.975,-97.4851
27.9833333333333,-15.3666666666667
28,-84
28.031986,-97.001152
28.05,-82.7833333333333
28.12555556,-96.0675
28.131685,-15.988899
28.144258,-80.058802
28.15,-15.7
28.156391,-115.339878
28.2086,-90.7612
28.241489,-15.354309
28.248077,-114.072182
28.25,121.483333333333
28.277172,-96.712074
28.3,-15
28.3666666666667,122.583333333333
28.433411,-80.404958
28.448009,-16.267023
28.462585,34.676125
28.4666666666667,-97.1666666666667
28.470502,-96.409264
28.5,-95.015471
28.5,122.5
28.5,123
28.5,123.5
28.516969,-95.892334
28.5666666666667,122.25
28.580464,-11.289966
28.595374,-95.960884
28.6248333333333,-114.8915
28.645234,-114.276392
28.662182,121.560279
28.708957,-95.823498
28.7217,-96.2042
28.8319444444444,-111.940833333333
28.833642,-84.863595
28.864309,50.836202
28.873504,-84.162994
28.8833333333333,122.5
28.921631,-95.292627
28.9358645,122.438836
29,-94.91522
29,123.45
29.025,-82.788936
29.0333333333333,123.116666666667
29.093534,-118.228466
29.123373,-90.990601
29.1742,-91.7832
29.180637,-113.491231
29.185168,-84.823353
29.22797,48.06203
29.23332,-80.92255
29.240216,-86.152725
29.2666666666667,-111.974
29.298975,-94.769554
29.3,129.31
29.31,-94.8409
29.353452,122.045288
29.358239,-92.006692
29.373901,-83.214979
29.3833333333333,122.566666666667
29.396534,-94.647331
29.40721,-84.99995
29.435157,-91.684289
29.454631,-80.371514
29.5,-85.285651
29.506549,-92.550659
29.512508,-80.593424
29.565728,-85.224128
29.64032,-93.906555
29.6597,-84.70982
29.6666666666667,123.333333333333
29.6714,-84.9883
29.713,-85.5149
29.7624,-87.8267
29.7833333333333,-85.3
29.817737,50.599207
29.843635,-114.337499
29.878755,-88.548412
29.890067,-93.846703
29.898029,-112.689786
29.903832,-112.70704
29.9041666666667,-112.683055555556
29.907699,122.349826
29.9086,-81.2426
29.918043,122.204819
29.957826,-114.336204
29.9666666666667,122.966666666667
30.042056,-93.820792
30.058322,-85.745327
30.0666666666667,122.866666666667
30.09833333,-88.13347222
30.122227,-85.695735
30.1333333333333,122.5
30.146971,122.642903
30.183122,122.863769
30.1893,-87.4375
30.221102,-86.334229
30.240961,-88.077701
30.2438,-87.5857
30.259554,48.988633
30.271186,-112.843194
30.33333333,143
30.353068,-112.756307
30.4,122.866666666667
30.4063,-81.333605
30.410782,124.270019
30.43,130.59
30.4416666666667,-116.430833333333
30.487142,-116.102915
30.505614,122.403714
30.55,123.033333333333
30.628711,-114.611207
30.679284,-114.462114
30.682758,-113.234975
30.684746,-116.056188
30.7,123.616666666667
30.7833333333333,124.833333333333
30.96666667,-116.3666667
30.997623,-78.999996
31,-80
31,-15.858765
31.0275,-114.835277777778
31.0833333333333,121.983333333333
31.09,131.09
31.119093,-80.543631
31.175,-81.297772
31.178176,-81.09245
31.296947,-114.309668
31.312288,-113.575001
