"","spp","CommonName","Source","PrimerNote","Country","Site","lat","lon","stockid","CollectionYear","NumMarkers","MarkerName","CrossSpp","n","Repeat","He","Hese","file"
"36","Abudefduf saxatilis","Sergeant-major","Piñeros & Gutiérrez-Rodríguez (2017) Coral Reefs 36:877-890",0,"Jamaica","Discovery Bay",18.4654444444444,-77.4038888888889,NA,"",1,"Absa18",0,"10","4",0.855,NA,"msats303"
"37","Abudefduf saxatilis","Sergeant-major","Piñeros & Gutiérrez-Rodríguez (2017) Coral Reefs 36:877-890",0,"Jamaica","Discovery Bay",18.4654444444444,-77.4038888888889,NA,"",1,"Absa23",0,"10","4",0.855,NA,"msats303"
"38","Abudefduf saxatilis","Sergeant-major","Piñeros & Gutiérrez-Rodríguez (2017) Coral Reefs 36:877-890",0,"Jamaica","Discovery Bay",18.4654444444444,-77.4038888888889,NA,"",1,"Absa30",0,"9","4",0.852,NA,"msats303"
"39","Abudefduf saxatilis","Sergeant-major","Piñeros & Gutiérrez-Rodríguez (2017) Coral Reefs 36:877-890",0,"Jamaica","Discovery Bay",18.4654444444444,-77.4038888888889,NA,"",1,"Absa38",0,"10","4",0.865,NA,"msats303"
"40","Abudefduf saxatilis","Sergeant-major","Piñeros & Gutiérrez-Rodríguez (2017) Coral Reefs 36:877-890",0,"Jamaica","Discovery Bay",18.4654444444444,-77.4038888888889,NA,"",1,"Absa41",0,"10","4",0.845,NA,"msats303"
"41","Abudefduf saxatilis","Sergeant-major","Piñeros & Gutiérrez-Rodríguez (2017) Coral Reefs 36:877-890",0,"Jamaica","Discovery Bay",18.4654444444444,-77.4038888888889,NA,"",1,"2al10",1,"10","2",0.54,NA,"msats303"
"42","Abudefduf saxatilis","Sergeant-major","Piñeros & Gutiérrez-Rodríguez (2017) Coral Reefs 36:877-890",0,"Jamaica","Discovery Bay",18.4654444444444,-77.4038888888889,NA,"",1,"2al13",1,"9","2",0.895,NA,"msats303"
"43","Abudefduf saxatilis","Sergeant-major","Piñeros & Gutiérrez-Rodríguez (2017) Coral Reefs 36:877-890",0,"Jamaica","Discovery Bay",18.4654444444444,-77.4038888888889,NA,"",1,"2al2",1,"9","2",0.87,NA,"msats303"
"44","Abudefduf saxatilis","Sergeant-major","Piñeros & Gutiérrez-Rodríguez (2017) Coral Reefs 36:877-890",0,"Jamaica","Discovery Bay",18.4654444444444,-77.4038888888889,NA,"",1,"2al24",1,"8","3",0.477,NA,"msats303"
"45","Abudefduf saxatilis","Sergeant-major","Piñeros & Gutiérrez-Rodríguez (2017) Coral Reefs 36:877-890",0,"Mexico","Alacranes",22.5196111111111,-89.7531666666667,NA,"",1,"Absa1",0,"11","4",0.905,NA,"msats303"
"46","Abudefduf saxatilis","Sergeant-major","Piñeros & Gutiérrez-Rodríguez (2017) Coral Reefs 36:877-890",0,"Mexico","Alacranes",22.5196111111111,-89.7531666666667,NA,"",1,"Absa10",0,"11","4",0.917,NA,"msats303"
"47","Abudefduf saxatilis","Sergeant-major","Piñeros & Gutiérrez-Rodríguez (2017) Coral Reefs 36:877-890",0,"Mexico","Alacranes",22.5196111111111,-89.7531666666667,NA,"",1,"Absa17",0,"11","4",0.876,NA,"msats303"
"48","Abudefduf saxatilis","Sergeant-major","Piñeros & Gutiérrez-Rodríguez (2017) Coral Reefs 36:877-890",0,"Mexico","Alacranes",22.5196111111111,-89.7531666666667,NA,"",1,"Absa18",0,"11","4",0.897,NA,"msats303"
"49","Abudefduf saxatilis","Sergeant-major","Piñeros & Gutiérrez-Rodríguez (2017) Coral Reefs 36:877-890",0,"Mexico","Alacranes",22.5196111111111,-89.7531666666667,NA,"",1,"Absa23",0,"11","4",0.93,NA,"msats303"
"50","Abudefduf saxatilis","Sergeant-major","Piñeros & Gutiérrez-Rodríguez (2017) Coral Reefs 36:877-890",0,"Mexico","Alacranes",22.5196111111111,-89.7531666666667,NA,"",1,"Absa30",0,"11","4",0.843,NA,"msats303"
"51","Abudefduf saxatilis","Sergeant-major","Piñeros & Gutiérrez-Rodríguez (2017) Coral Reefs 36:877-890",0,"Mexico","Alacranes",22.5196111111111,-89.7531666666667,NA,"",1,"Absa38",0,"11","4",0.835,NA,"msats303"
"52","Abudefduf saxatilis","Sergeant-major","Piñeros & Gutiérrez-Rodríguez (2017) Coral Reefs 36:877-890",0,"Mexico","Alacranes",22.5196111111111,-89.7531666666667,NA,"",1,"Absa41",0,"11","4",0.864,NA,"msats303"
"53","Abudefduf saxatilis","Sergeant-major","Piñeros & Gutiérrez-Rodríguez (2017) Coral Reefs 36:877-890",0,"Mexico","Alacranes",22.5196111111111,-89.7531666666667,NA,"",1,"2al10",1,"11","2",0.566,NA,"msats303"
"54","Abudefduf saxatilis","Sergeant-major","Piñeros & Gutiérrez-Rodríguez (2017) Coral Reefs 36:877-890",0,"Mexico","Alacranes",22.5196111111111,-89.7531666666667,NA,"",1,"2al13",1,"11","2",0.884,NA,"msats303"
"55","Abudefduf saxatilis","Sergeant-major","Piñeros & Gutiérrez-Rodríguez (2017) Coral Reefs 36:877-890",0,"Mexico","Alacranes",22.5196111111111,-89.7531666666667,NA,"",1,"2al2",1,"11","2",0.888,NA,"msats303"
"56","Abudefduf saxatilis","Sergeant-major","Piñeros & Gutiérrez-Rodríguez (2017) Coral Reefs 36:877-890",0,"Mexico","Alacranes",22.5196111111111,-89.7531666666667,NA,"",1,"2al24",1,"11","3",0.368,NA,"msats303"
"57","Abudefduf saxatilis","Sergeant-major","Piñeros & Gutiérrez-Rodríguez (2017) Coral Reefs 36:877-890",0,"Mexico","Mesoamerican Reef System",19.7644722222222,-87.3408888888889,NA,"",1,"Absa1",0,"95","4",0.902,NA,"msats303"
"58","Abudefduf saxatilis","Sergeant-major","Piñeros & Gutiérrez-Rodríguez (2017) Coral Reefs 36:877-890",0,"Mexico","Mesoamerican Reef System",19.7644722222222,-87.3408888888889,NA,"",1,"Absa10",0,"94","4",0.929,NA,"msats303"
"59","Abudefduf saxatilis","Sergeant-major","Piñeros & Gutiérrez-Rodríguez (2017) Coral Reefs 36:877-890",0,"Mexico","Mesoamerican Reef System",19.7644722222222,-87.3408888888889,NA,"",1,"Absa17",0,"93","4",0.906,NA,"msats303"
"60","Abudefduf saxatilis","Sergeant-major","Piñeros & Gutiérrez-Rodríguez (2017) Coral Reefs 36:877-890",0,"Mexico","Mesoamerican Reef System",19.7644722222222,-87.3408888888889,NA,"",1,"Absa18",0,"95","4",0.927,NA,"msats303"
"61","Abudefduf saxatilis","Sergeant-major","Piñeros & Gutiérrez-Rodríguez (2017) Coral Reefs 36:877-890",0,"Mexico","Mesoamerican Reef System",19.7644722222222,-87.3408888888889,NA,"",1,"Absa23",0,"95","4",0.946,NA,"msats303"
"62","Abudefduf saxatilis","Sergeant-major","Piñeros & Gutiérrez-Rodríguez (2017) Coral Reefs 36:877-890",0,"Mexico","Mesoamerican Reef System",19.7644722222222,-87.3408888888889,NA,"",1,"Absa38",0,"95","4",0.899,NA,"msats303"
"63","Abudefduf saxatilis","Sergeant-major","Piñeros & Gutiérrez-Rodríguez (2017) Coral Reefs 36:877-890",0,"Mexico","Mesoamerican Reef System",19.7644722222222,-87.3408888888889,NA,"",1,"Absa41",0,"95","4",0.924,NA,"msats303"
"64","Abudefduf saxatilis","Sergeant-major","Piñeros & Gutiérrez-Rodríguez (2017) Coral Reefs 36:877-890",0,"Mexico","Mesoamerican Reef System",19.7644722222222,-87.3408888888889,NA,"",1,"2al10",1,"94","2",0.582,NA,"msats303"
"65","Abudefduf saxatilis","Sergeant-major","Piñeros & Gutiérrez-Rodríguez (2017) Coral Reefs 36:877-890",0,"Mexico","Mesoamerican Reef System",19.7644722222222,-87.3408888888889,NA,"",1,"2al13",1,"94","2",0.926,NA,"msats303"
"66","Abudefduf saxatilis","Sergeant-major","Piñeros & Gutiérrez-Rodríguez (2017) Coral Reefs 36:877-890",0,"Mexico","Mesoamerican Reef System",19.7644722222222,-87.3408888888889,NA,"",1,"2al2",1,"93","2",0.902,NA,"msats303"
"67","Abudefduf saxatilis","Sergeant-major","Piñeros & Gutiérrez-Rodríguez (2017) Coral Reefs 36:877-890",0,"Mexico","Mesoamerican Reef System",19.7644722222222,-87.3408888888889,NA,"",1,"2al24",1,"94","3",0.538,NA,"msats303"
"68","Abudefduf saxatilis","Sergeant-major","Piñeros & Gutiérrez-Rodríguez (2017) Coral Reefs 36:877-890",0,"Panama","Porto Bello-San Blas",9.550683,-79.680524,NA,"",1,"Absa10",0,"43","4",0.918,NA,"msats303"
"69","Abudefduf saxatilis","Sergeant-major","Piñeros & Gutiérrez-Rodríguez (2017) Coral Reefs 36:877-890",0,"Panama","Porto Bello-San Blas",9.550683,-79.680524,NA,"",1,"Absa18",0,"44","4",0.927,NA,"msats303"
"70","Abudefduf saxatilis","Sergeant-major","Piñeros & Gutiérrez-Rodríguez (2017) Coral Reefs 36:877-890",0,"Panama","Porto Bello-San Blas",9.550683,-79.680524,NA,"",1,"Absa23",0,"42","4",0.94,NA,"msats303"
"71","Abudefduf saxatilis","Sergeant-major","Piñeros & Gutiérrez-Rodríguez (2017) Coral Reefs 36:877-890",0,"Panama","Porto Bello-San Blas",9.550683,-79.680524,NA,"",1,"Absa38",0,"44","4",0.874,NA,"msats303"
"72","Abudefduf saxatilis","Sergeant-major","Piñeros & Gutiérrez-Rodríguez (2017) Coral Reefs 36:877-890",0,"Panama","Porto Bello-San Blas",9.550683,-79.680524,NA,"",1,"Absa41",0,"43","4",0.898,NA,"msats303"
"73","Abudefduf saxatilis","Sergeant-major","Piñeros & Gutiérrez-Rodríguez (2017) Coral Reefs 36:877-890",0,"Panama","Porto Bello-San Blas",9.550683,-79.680524,NA,"",1,"2al10",1,"42","2",0.577,NA,"msats303"
"74","Abudefduf saxatilis","Sergeant-major","Piñeros & Gutiérrez-Rodríguez (2017) Coral Reefs 36:877-890",0,"Panama","Porto Bello-San Blas",9.550683,-79.680524,NA,"",1,"2al2",1,"41","2",0.917,NA,"msats303"
"75","Abudefduf saxatilis","Sergeant-major","Piñeros & Gutiérrez-Rodríguez (2017) Coral Reefs 36:877-890",0,"Panama","Porto Bello-San Blas",9.550683,-79.680524,NA,"",1,"2al24",1,"41","3",0.433,NA,"msats303"
"76","Abudefduf saxatilis","Sergeant-major","Piñeros & Gutiérrez-Rodríguez (2017) Coral Reefs 36:877-890",0,"USA","Fort Pierce",27.0581944444444,-80.1033055555556,NA,"",1,"Absa1",0,"12","4",0.813,NA,"msats303"
"77","Abudefduf saxatilis","Sergeant-major","Piñeros & Gutiérrez-Rodríguez (2017) Coral Reefs 36:877-890",0,"USA","Fort Pierce",27.0581944444444,-80.1033055555556,NA,"",1,"Absa10",0,"12","4",0.917,NA,"msats303"
"78","Abudefduf saxatilis","Sergeant-major","Piñeros & Gutiérrez-Rodríguez (2017) Coral Reefs 36:877-890",0,"USA","Fort Pierce",27.0581944444444,-80.1033055555556,NA,"",1,"Absa17",0,"12","4",0.868,NA,"msats303"
"79","Abudefduf saxatilis","Sergeant-major","Piñeros & Gutiérrez-Rodríguez (2017) Coral Reefs 36:877-890",0,"USA","Fort Pierce",27.0581944444444,-80.1033055555556,NA,"",1,"Absa18",0,"12","4",0.872,NA,"msats303"
"80","Abudefduf saxatilis","Sergeant-major","Piñeros & Gutiérrez-Rodríguez (2017) Coral Reefs 36:877-890",0,"USA","Fort Pierce",27.0581944444444,-80.1033055555556,NA,"",1,"Absa23",0,"12","4",0.906,NA,"msats303"
"81","Abudefduf saxatilis","Sergeant-major","Piñeros & Gutiérrez-Rodríguez (2017) Coral Reefs 36:877-890",0,"USA","Fort Pierce",27.0581944444444,-80.1033055555556,NA,"",1,"Absa30",0,"12","4",0.868,NA,"msats303"
"82","Abudefduf saxatilis","Sergeant-major","Piñeros & Gutiérrez-Rodríguez (2017) Coral Reefs 36:877-890",0,"USA","Fort Pierce",27.0581944444444,-80.1033055555556,NA,"",1,"Absa38",0,"12","4",0.885,NA,"msats303"
"83","Abudefduf saxatilis","Sergeant-major","Piñeros & Gutiérrez-Rodríguez (2017) Coral Reefs 36:877-890",0,"USA","Fort Pierce",27.0581944444444,-80.1033055555556,NA,"",1,"Absa41",0,"12","4",0.903,NA,"msats303"
"84","Abudefduf saxatilis","Sergeant-major","Piñeros & Gutiérrez-Rodríguez (2017) Coral Reefs 36:877-890",0,"USA","Fort Pierce",27.0581944444444,-80.1033055555556,NA,"",1,"2al10",1,"12","2",0.656,NA,"msats303"
"85","Abudefduf saxatilis","Sergeant-major","Piñeros & Gutiérrez-Rodríguez (2017) Coral Reefs 36:877-890",0,"USA","Fort Pierce",27.0581944444444,-80.1033055555556,NA,"",1,"2al13",1,"12","2",0.885,NA,"msats303"
"86","Abudefduf saxatilis","Sergeant-major","Piñeros & Gutiérrez-Rodríguez (2017) Coral Reefs 36:877-890",0,"USA","Fort Pierce",27.0581944444444,-80.1033055555556,NA,"",1,"2al2",1,"12","2",0.866,NA,"msats303"
"87","Abudefduf saxatilis","Sergeant-major","Piñeros & Gutiérrez-Rodríguez (2017) Coral Reefs 36:877-890",0,"USA","Fort Pierce",27.0581944444444,-80.1033055555556,NA,"",1,"2al24",1,"11","3",0.43,NA,"msats303"
"88","Abudefduf saxatilis","Sergeant-major","Piñeros & Gutiérrez-Rodríguez (2017) Coral Reefs 36:877-890",0,"Venezuela","Los Roques",11.8067222222222,-66.7015277777778,NA,"",1,"Absa1",0,"11","4",0.872,NA,"msats303"
"89","Abudefduf saxatilis","Sergeant-major","Piñeros & Gutiérrez-Rodríguez (2017) Coral Reefs 36:877-890",0,"Venezuela","Los Roques",11.8067222222222,-66.7015277777778,NA,"",1,"Absa10",0,"11","4",0.88,NA,"msats303"
"90","Abudefduf saxatilis","Sergeant-major","Piñeros & Gutiérrez-Rodríguez (2017) Coral Reefs 36:877-890",0,"Venezuela","Los Roques",11.8067222222222,-66.7015277777778,NA,"",1,"Absa17",0,"11","4",0.843,NA,"msats303"
"91","Abudefduf saxatilis","Sergeant-major","Piñeros & Gutiérrez-Rodríguez (2017) Coral Reefs 36:877-890",0,"Venezuela","Los Roques",11.8067222222222,-66.7015277777778,NA,"",1,"Absa18",0,"11","4",0.888,NA,"msats303"
"92","Abudefduf saxatilis","Sergeant-major","Piñeros & Gutiérrez-Rodríguez (2017) Coral Reefs 36:877-890",0,"Venezuela","Los Roques",11.8067222222222,-66.7015277777778,NA,"",1,"Absa23",0,"11","4",0.917,NA,"msats303"
"93","Abudefduf saxatilis","Sergeant-major","Piñeros & Gutiérrez-Rodríguez (2017) Coral Reefs 36:877-890",0,"Venezuela","Los Roques",11.8067222222222,-66.7015277777778,NA,"",1,"Absa30",0,"11","4",0.868,NA,"msats303"
"94","Abudefduf saxatilis","Sergeant-major","Piñeros & Gutiérrez-Rodríguez (2017) Coral Reefs 36:877-890",0,"Venezuela","Los Roques",11.8067222222222,-66.7015277777778,NA,"",1,"Absa38",0,"11","4",0.897,NA,"msats303"
"95","Abudefduf saxatilis","Sergeant-major","Piñeros & Gutiérrez-Rodríguez (2017) Coral Reefs 36:877-890",0,"Venezuela","Los Roques",11.8067222222222,-66.7015277777778,NA,"",1,"Absa41",0,"11","4",0.864,NA,"msats303"
"96","Abudefduf saxatilis","Sergeant-major","Piñeros & Gutiérrez-Rodríguez (2017) Coral Reefs 36:877-890",0,"Venezuela","Los Roques",11.8067222222222,-66.7015277777778,NA,"",1,"2al10",1,"11","2",0.612,NA,"msats303"
"97","Abudefduf saxatilis","Sergeant-major","Piñeros & Gutiérrez-Rodríguez (2017) Coral Reefs 36:877-890",0,"Venezuela","Los Roques",11.8067222222222,-66.7015277777778,NA,"",1,"2al13",1,"11","2",0.876,NA,"msats303"
"98","Abudefduf saxatilis","Sergeant-major","Piñeros & Gutiérrez-Rodríguez (2017) Coral Reefs 36:877-890",0,"Venezuela","Los Roques",11.8067222222222,-66.7015277777778,NA,"",1,"2al2",1,"11","2",0.872,NA,"msats303"
"99","Abudefduf saxatilis","Sergeant-major","Piñeros & Gutiérrez-Rodríguez (2017) Coral Reefs 36:877-890",0,"Venezuela","Los Roques",11.8067222222222,-66.7015277777778,NA,"",1,"2al24",1,"11","3",0.479,NA,"msats303"
"100","Abudefduf saxatilis","Sergeant-major","Piñeros, Gutiérrez-Rodríguez & Lance (2015) Conservation Genet. Resour. 7:103-105",1,"Mexico","Reserva de la Biósfera Banco Chinchorro",18.592315,-87.329735,NA,"",1,"Absa1",0,"24","4",0.899,NA,"msats303"
"101","Abudefduf saxatilis","Sergeant-major","Piñeros, Gutiérrez-Rodríguez & Lance (2015) Conservation Genet. Resour. 7:103-105",1,"Mexico","Reserva de la Biósfera Banco Chinchorro",18.592315,-87.329735,NA,"",1,"Absa2",0,"24","4",0.876,NA,"msats303"
"102","Abudefduf saxatilis","Sergeant-major","Piñeros, Gutiérrez-Rodríguez & Lance (2015) Conservation Genet. Resour. 7:103-105",1,"Mexico","Reserva de la Biósfera Banco Chinchorro",18.592315,-87.329735,NA,"",1,"Absa4",0,"24","4",0.903,NA,"msats303"
"103","Abudefduf saxatilis","Sergeant-major","Piñeros, Gutiérrez-Rodríguez & Lance (2015) Conservation Genet. Resour. 7:103-105",1,"Mexico","Reserva de la Biósfera Banco Chinchorro",18.592315,-87.329735,NA,"",1,"Absa5",0,"24","4",0.845,NA,"msats303"
"104","Abudefduf saxatilis","Sergeant-major","Piñeros, Gutiérrez-Rodríguez & Lance (2015) Conservation Genet. Resour. 7:103-105",1,"Mexico","Reserva de la Biósfera Banco Chinchorro",18.592315,-87.329735,NA,"",1,"Absa6",0,"24","4",0.876,NA,"msats303"
"105","Abudefduf saxatilis","Sergeant-major","Piñeros, Gutiérrez-Rodríguez & Lance (2015) Conservation Genet. Resour. 7:103-105",1,"Mexico","Reserva de la Biósfera Banco Chinchorro",18.592315,-87.329735,NA,"",1,"Absa7",0,"23","4",0.902,NA,"msats303"
"106","Abudefduf saxatilis","Sergeant-major","Piñeros, Gutiérrez-Rodríguez & Lance (2015) Conservation Genet. Resour. 7:103-105",1,"Mexico","Reserva de la Biósfera Banco Chinchorro",18.592315,-87.329735,NA,"",1,"Absa10",0,"24","4",0.917,NA,"msats303"
"107","Abudefduf saxatilis","Sergeant-major","Piñeros, Gutiérrez-Rodríguez & Lance (2015) Conservation Genet. Resour. 7:103-105",1,"Mexico","Reserva de la Biósfera Banco Chinchorro",18.592315,-87.329735,NA,"",1,"Absa17",0,"24","4",0.913,NA,"msats303"
"108","Abudefduf saxatilis","Sergeant-major","Piñeros, Gutiérrez-Rodríguez & Lance (2015) Conservation Genet. Resour. 7:103-105",1,"Mexico","Reserva de la Biósfera Banco Chinchorro",18.592315,-87.329735,NA,"",1,"Absa18",0,"24","4",0.885,NA,"msats303"
