"","X","Site","lat","lon","sst.BO_sstmean","sst.BO_sstrange","sst.BO_sstmax","sst.BO_sstmin","BO_dissox","chloroA.BO_chlomean","chloroA.BO_chlorange","chloroA.BO_chlomax","chloroA.BO_chlomin"
"28",28,"Fiji",-18,179,27.4619998931885,4.23299980163574,29.7129993438721,25.4799995422363,4.71799993515015,0.120999999344349,0.0820000022649765,0.158999994397163,0.0769999995827675
"29",29,"French Frigate Shoals",23.1177777777778,-166.017777777778,25.5960006713867,3.80999994277954,27.6709995269775,23.8610000610352,4.81199979782104,0.061999998986721,0.0179999992251396,0.0710000023245811,0.0529999993741512
"30",30,"Gardner Pinnacles",24.1525,-167.1525,25.3419990539551,4.23000001907349,27.6000003814697,23.3700008392334,4.84000015258789,0.0689999982714653,0.0270000007003546,0.0850000008940697,0.0579999983310699
"31",31,"Hawaii Island",19.085,-155.083333333333,25.4440002441406,2.16899991035461,26.5540008544922,24.3850002288818,4.87799978256226,0.0579999983310699,0.0189999993890524,0.0700000002980232,0.0509999990463257
"32",32,"Kauai",22.0022222222222,-159.083333333333,25.4869995117188,2.8989999294281,27.0559997558594,24.1569995880127,4.74900007247925,0.0670000016689301,0.0280000008642673,0.0780000016093254,0.0500000007450581
"33",33,"Maui",20.1333333333333,-156.050833333333,26.0590000152588,2.44099998474121,27.2980003356934,24.8570003509521,4.83900022506714,0.0640000030398369,0.017000000923872,0.0719999969005585,0.0549999997019768
"34",34,"Molokai",21.0175,-157.000833333333,25.7609996795654,2.46399998664856,27.1380004882812,24.673999786377,4.78800010681152,0.0939999967813492,0.0410000011324883,0.112000003457069,0.0710000023245811
"35",35,"Nihoa",23.0016666666667,-161.150555555556,25.3050003051758,3.63499999046326,27.1499996185303,23.5149993896484,4.78900003433228,0.0659999996423721,0.025000000372529,0.0790000036358833,0.0540000014007092
"36",36,"Oahu",21.0683333333333,-157.152222222222,25.80299949646,2.42600011825562,27.1159992218018,24.6900005340576,4.78399991989136,0.0820000022649765,0.0299999993294477,0.0970000028610229,0.0670000016689301
"37",37,"Pearl & Hermes Reef",27.1333333333333,-175.134722222222,24.371000289917,6.26100015640259,27.6560001373291,21.3950004577637,4.84499979019165,0.0640000030398369,0.0430000014603138,0.090999998152256,0.0480000004172325
"38",38,"Palau",7.05138888888889,134.068333333333,29.4389991760254,1.73599994182587,30.0769996643066,28.3409996032715,4.54099988937378,0.0820000022649765,0.0309999994933605,0.0979999974370003,0.0670000016689301
"39",39,"American Samoa",-14.05,-170,29.1809997558594,2.07399988174438,30.0240001678467,27.9500007629395,4.5310001373291,0.0419999994337559,0.0179999992251396,0.0520000010728836,0.034000001847744
"40",40,"Line Islands",-2,-156.083333333333,27.6040000915527,1.63499999046326,28.3339996337891,26.6989994049072,4.60599994659424,0.158000007271767,0.0410000011324883,0.17399999499321,0.133000001311302
"41",41,"Marshall Islands",7.00166666666667,-171.035,28.5919990539551,2.15100002288818,29.7229995727539,27.57200050354,4.64099979400635,0.090999998152256,0.105999998748302,0.155000001192093,0.0489999987185001
"42",42,"Society Islands",-17.0841666666667,-149.134166666667,28.0750007629395,2.60800004005432,29.3050003051758,26.69700050354,4.66900014877319,0.0480000004172325,0.0199999995529652,0.0570000000298023,0.0370000004768372
"43",43,"French Frigate Shoals",23.1177777777778,-166.017777777778,25.5960006713867,3.80999994277954,27.6709995269775,23.8610000610352,4.81199979782104,0.061999998986721,0.0179999992251396,0.0710000023245811,0.0529999993741512
"44",44,"Gardner Pinnacles",24.1525,-167.1525,25.3419990539551,4.23000001907349,27.6000003814697,23.3700008392334,4.84000015258789,0.0689999982714653,0.0270000007003546,0.0850000008940697,0.0579999983310699
"45",45,"Hawaii, Big Island",19.085,-155.083333333333,25.4440002441406,2.16899991035461,26.5540008544922,24.3850002288818,4.87799978256226,0.0579999983310699,0.0189999993890524,0.0700000002980232,0.0509999990463257
"46",46,"Johnston Atoll",16.1180555555556,-169.083611111111,26.7730007171631,2.27600002288818,28.0030002593994,25.7269992828369,4.7480001449585,0.0450000017881393,0.017000000923872,0.0540000014007092,0.0370000004768372
"47",47,"Kauai",22.0022222222222,-159.083333333333,25.4869995117188,2.8989999294281,27.0559997558594,24.1569995880127,4.74900007247925,0.0670000016689301,0.0280000008642673,0.0780000016093254,0.0500000007450581
"48",48,"Kure Atoll",28.0669444444444,-178.050833333333,23.7259998321533,7.51399993896484,27.488000869751,19.9740009307861,4.89699983596802,0.0769999995827675,0.0970000028610229,0.145999997854233,0.0489999987185001
"49",49,"Laysan Island",25.1183333333333,-171.1175,25.2709999084473,5.17399978637695,27.8339996337891,22.6599998474121,4.83400011062622,0.0590000003576279,0.0270000007003546,0.0769999995827675,0.0500000007450581
"50",50,"Lisianski Island",26.0016666666667,-173.151666666667,24.7900009155273,5.97100019454956,27.798999786377,21.8279991149902,4.83500003814697,0.0670000016689301,0.0390000008046627,0.0930000022053719,0.0540000014007092
"51",51,"Maro Reef",25.0669444444444,-170.085833333333,25.2049999237061,4.95800018310547,27.6940002441406,22.7360000610352,4.84299993515015,0.0640000030398369,0.0320000015199184,0.0839999988675117,0.0520000010728836
"52",52,"Midway Island",28.0333333333333,-177.051388888889,23.7590007781982,7.60500001907349,27.4990005493164,19.8939990997314,4.8769998550415,0.0750000029802322,0.0949999988079071,0.14300000667572,0.0480000004172325
"53",53,"Nihoa",23.0016666666667,-161.150555555556,25.3050003051758,3.63499999046326,27.1499996185303,23.5149993896484,4.78900003433228,0.0659999996423721,0.025000000372529,0.0790000036358833,0.0540000014007092
"54",54,"Oahu",21.0683333333333,-157.152222222222,25.80299949646,2.42600011825562,27.1159992218018,24.6900005340576,4.78399991989136,0.0820000022649765,0.0299999993294477,0.0970000028610229,0.0670000016689301
"55",55,"Pearl & Hermes Reef",27.1333333333333,-175.134722222222,24.371000289917,6.26100015640259,27.6560001373291,21.3950004577637,4.84499979019165,0.0640000030398369,0.0430000014603138,0.090999998152256,0.0480000004172325
"56",56,"Kiunga",-1.731134,41.511626,27.4130001068115,4.1729998588562,29.8530006408691,25.6800003051758,4.69999980926514,1.48399996757507,3.18799996376038,4.02199983596802,0.833999991416931
"57",57,"Mobasa",-4.067377,39.702996,27.443000793457,4.20100021362305,29.6509990692139,25.4500007629395,4.68200016021729,0.930000007152557,4.60099983215332,4.73299980163574,0.131999999284744
"58",58,"Anakao",-23.655027,43.641767,26.6660003662109,6.18599987030029,29.9050006866455,23.7189998626709,4.85099983215332,1.84099996089935,2.39400005340576,2.76900005340576,0.375
"59",59,"Dar Es Salaam",-6.749797,39.300974,28.011999130249,3.95099997520447,29.8139991760254,25.863000869751,4.76900005340576,0.444000005722046,0.382999986410141,0.63400000333786,0.250999987125397
"60",60,"Mtwara",-10.255964,40.162882,28.3840007781982,5.28299999237061,31.3199996948242,26.0370006561279,4.55700016021729,0.39300000667572,0.638999998569489,0.856000006198883,0.216999992728233
"61",61,"Cuba",21.651703,-83.102581,27.9720001220703,6.5149998664856,31.0340003967285,24.5189990997314,4.38700008392334,3.16300010681152,4.02299976348877,5.875,1.85199999809265
"62",62,"Mexico",19.53495,-92.177222,27.3169994354248,5.53000020980835,29.9599990844727,24.4300003051758,4.42799997329712,0.275999993085861,0.337000012397766,0.458999991416931,0.122000001370907
"63",63,"Florida",27.325528,-82.599866,24.7029991149902,13.3249998092651,31.2180004119873,17.8929996490479,5.06699991226196,5.39400005340576,15.4130001068115,17.3880004882812,1.97500002384186
"64",65,"Malta",35.951019,14.361835,20.5279998779297,11.7030000686646,26.69700050354,14.9940004348755,5.10699987411499,0.215000003576279,0.129999995231628,0.282999992370605,0.152999997138977
"65",66,"Central North Sea",56.13,4.81,10.8000001907349,11.8450002670288,17.757999420166,5.91300010681152,6.4980001449585,0.583999991416931,0.612999975681305,0.904999971389771,0.291999995708466
"66",67,"Kattegat",57.600212,10.682336,10.3360004425049,16.4139995574951,19.0750007629395,2.66100001335144,7.03000020980835,3.34400010108948,3.12899994850159,4.90700006484985,1.77799999713898
"67",68,"Off Haugesund",59.37,2.92,10.4049997329712,9.40100002288818,16.2059993743896,6.80499982833862,6.61399984359741,0.736000001430511,1.22399997711182,1.64699995517731,0.423000007867813
"68",69,"Eyjafjordur",66.16,-18.43,5.53299999237061,8.39999961853027,10.6920003890991,2.29200005531311,8.13399982452393,1.29999995231628,1.46700000762939,1.98699998855591,0.519999980926514
"69",70,"Hunafloi",65.57,-21.08,5.57200002670288,9.26799964904785,11.0279998779297,1.75999999046326,8.10799980163574,1.89600002765656,4.21700000762939,4.53800010681152,0.321000009775162
"70",71,"Isafjardarjup",66.28,-23.2,5.59299993515015,8.89500045776367,10.6870002746582,1.79200005531311,7.69999980926514,1.36300003528595,2.05200004577637,2.47699999809265,0.425000011920929
"71",72,"Off bistlfjordur",66.91,-13.48,4.69700002670288,7.51599979400635,9.49899959564209,1.98300004005432,8.07299995422363,0.939999997615814,3.16599988937378,3.40199995040894,0.236000001430511
"72",73,"Off Bjargtangar 1",65.74,-27.4,7.13199996948242,4.5789999961853,9.91300010681152,5.33400011062622,7.25,0.549000024795532,0.832000017166138,0.952000021934509,0.119999997317791
"73",74,"Off Bjargtangar 2",65.67,-27.56,7.20300006866455,4.7039999961853,10.1099996566772,5.4060001373291,7.25400018692017,0.52700001001358,0.73199999332428,0.853999972343445,0.122000001370907
"74",75,"Off Hofn",63.91,-12.53,8.71000003814697,3.81900000572205,11.206000328064,7.38700008392334,6.87200021743774,0.717999994754791,1.23099994659424,1.36300003528595,0.131999999284744
"75",76,"Oxafjordur",66.335182,-16.779878,5.65899991989136,8.44799995422363,10.8090000152588,2.36100006103516,8.07800006866455,2.15700006484985,8.16899967193604,8.50699996948242,0.337999999523163
"76",77,"Skagafjordur",66.291407,-17.229453,5.55200004577637,8.05700016021729,10.4370002746582,2.38000011444092,8.07999992370605,1.09899997711182,1.63999998569489,2.08699989318848,0.446999996900558
"77",78,"Skjalfandi",66.14,-17.54,5.58900022506714,8.44200038909912,10.7749996185303,2.33299994468689,8.07600021362305,1.53299999237061,2.63700008392334,3.26399993896484,0.626999974250793
"78",79,"Newfoundland",46.07,-47.37,7.0479998588562,13.2259998321533,14.5279998779297,1.30200004577637,7.72399997711182,0.577000021934509,1.18499994277954,1.44099998474121,0.256000012159348
"79",80,"Jumunjin, East Sea",37.979,128.8893,15.7810001373291,15.581000328064,24.5650005340576,8.98400020599365,6.15500020980835,0.806999981403351,0.796000003814697,1.30799996852875,0.512000024318695
"80",81,"Jumunjin, East Sea",37.979,128.8893,15.7810001373291,15.581000328064,24.5650005340576,8.98400020599365,6.15500020980835,0.806999981403351,0.796000003814697,1.30799996852875,0.512000024318695
"81",82,"Sangju, South Sea",34.814,128.285453,17.9160003662109,15.6350002288818,26.4720001220703,10.8369998931885,5.76399993896484,3.19400000572205,5.44700002670288,7.33199977874756,1.88499999046326
"82",83,"Sangju, South Sea",34.814,128.285453,17.9160003662109,15.6350002288818,26.4720001220703,10.8369998931885,5.76399993896484,3.19400000572205,5.44700002670288,7.33199977874756,1.88499999046326
"83",84,"Taean, West Sea",36.756,125.995612,13.4519996643066,19.3689994812012,23.628999710083,4.26000022888184,6.13700008392334,2.82800006866455,2.94300007820129,4.54099988937378,1.59800004959106
"84",85,"Taean, West Sea",36.756,125.995612,13.4519996643066,19.3689994812012,23.628999710083,4.26000022888184,6.13700008392334,2.82800006866455,2.94300007820129,4.54099988937378,1.59800004959106
"85",86,"Dalian",38.939716,121.63307,12.4700002670288,23.6089992523193,24.9270000457764,1.317999958992,5.90700006484985,7.19999980926514,0,7.19999980926514,7.19999980926514
"86",87,"Qingdao",36.033363,120.436729,14.746000289917,21.8610000610352,25.9340000152588,4.07299995422363,5.73199987411499,4.44099998474121,3.46700000762939,6.34899997711182,2.88199996948242
"87",88,"Aichi Prefecture",34.750935,137.191387,19.863000869751,16.9400005340576,28.7940006256104,11.8540000915527,5.68900012969971,31.5209999084473,47.4780006408691,61.7830009460449,14.3050003051758
"88",89,"Aomori Prefecture",40.931241,140.787853,13.8020000457764,17.9599990844727,23.5459995269775,5.58599996566772,6.01200008392334,0.703999996185303,0.989000022411346,1.39100003242493,0.40200001001358
"89",90,"Cape Soya",45.523053,141.936058,9.9399995803833,18.3250007629395,19.875,1.54999995231628,6.53200006484985,1.29999995231628,5.30299997329712,5.66300010681152,0.360000014305115
"90",91,"Fukuoka",33.624171,130.357348,19.9659996032715,17.8969993591309,29.076000213623,11.1789999008179,5.14599990844727,17.2049999237061,44.5519981384277,49.4199981689453,4.86800003051758
"91",92,"Sendai Bay",38.034484,141.046457,15.2700004577637,17.0020008087158,24.5939998626709,7.59200000762939,6.24499988555908,2.2260000705719,2.71000003814697,3.77900004386902,1.06900000572205
"92",93,"Seto Naikai",34.132318,133.245432,19.8439998626709,16.4990005493164,28.7870006561279,12.2880001068115,5.95499992370605,1.97699999809265,1.24800002574921,2.66499996185303,1.41700005531311
"93",94,"Nacala",-14.411068,40.692542,27.7199993133545,4.07000017166138,29.673999786377,25.6040000915527,4.39599990844727,0.389999985694885,0.477999985218048,0.717000007629395,0.238999992609024
"94",95,"Pemba",-12.974445,40.499531,28.5499992370605,4.64099979400635,30.7119998931885,26.0709991455078,4.375,1.03600001335144,1.20500004291534,1.67799997329712,0.47299998998642
"95",96,"Tofo",-23.852385,35.546061,26.0160007476807,5.06300020217896,28.636999130249,23.5739994049072,4.75500011444092,0.324999988079071,0.129999995231628,0.389999985694885,0.259999990463257
"96",97,"Lord Howe Island",-31.546103,159.083156,21.7129993438721,5.78900003433228,24.9200000762939,19.1310005187988,5.10500001907349,0.238000005483627,0.252000004053116,0.395999997854233,0.143999993801117
"97",98,"Norfolk Island",-29.03932,167.943606,21.2689990997314,5.01100015640259,23.7099990844727,18.6989994049072,5.08699989318848,0.264999985694885,0.268999993801117,0.379999995231628,0.111000001430511
"98",99,"North Solitary Island",-29.91934,153.392455,22.5909996032715,5.58199977874756,25.5310001373291,19.9489994049072,5.03599977493286,0.552999973297119,0.513999998569489,0.902999997138977,0.388999998569489
"99",100,"Sunshine Coast",-26.411,153.1487,23.8190002441406,6.52500009536743,27.1410007476807,20.6159992218018,5.15899991989136,0.625,0.915000021457672,1.20500004291534,0.28999999165535
"100",101,"Central Fiji",-17.3,178.9,27.6599998474121,4.26800012588501,29.9130001068115,25.6450004577637,4.69799995422363,0.152999997138977,0.103000000119209,0.203999996185303,0.101000003516674
"101",102,"Milne Bay",-9.02,149.15,29.6749992370605,4.21000003814697,31.1909999847412,26.9810009002686,4.64400005340576,0.379000008106232,0.391999989748001,0.638999998569489,0.246999993920326
"102",103,"Nudha Islands",-9.5,160.8,30.0739994049072,2.34400010108948,31.3640003204346,29.0200004577637,4.51700019836426,0.171000003814697,0.115000002086163,0.229000002145767,0.114000000059605
"103",104,"SQ",30.4416666666667,-116.430833333333,17.82200050354,5.41599988937378,20.8279991149902,15.4119997024536,5.67399978637695,0.869000017642975,3.33500003814697,3.57999992370605,0.245000004768372
"104",105,"BS",56.0846111111111,-173.034758333333,5.36399984359741,8.07100009918213,10.3050003051758,2.23399996757507,7.38700008392334,1.06200003623962,2.58599996566772,2.86899995803833,0.282999992370605
"105",106,"GA",54.0359444444444,-134.000183333333,10.0530004501343,9.21100044250488,15.7049999237061,6.49399995803833,6.55200004577637,0.699999988079071,1.04799997806549,1.42599999904633,0.377999991178513
"106",107,"OR",45.8355555555556,-124.801666666667,12.3979997634888,6.85900020599365,16.125,9.26599979400635,6.36899995803833,1.60300004482269,3.08100008964539,3.5,0.418999999761581
"107",108,"Apalachicola",29.718192,-84.9814,23.9290008544922,14.8529996871948,30.988000869751,16.1350002288818,4.96400022506714,15.2410001754761,4.40299987792969,17.5259990692139,13.1230001449585
"108",109,"Cedar Keys",29.135342,-83.042618,24.4060001373291,14.4899997711182,31.3729991912842,16.882999420166,5.07299995422363,13.8459997177124,11.7069997787476,21.9459991455078,10.2390003204346
"109",110,"Charleston",32.76209,-79.886029,21.57200050354,16.3719997406006,29.57200050354,13.1999998092651,5.18599987030029,5.80700016021729,2.79299998283386,7.18400001525879,4.39099979400635
"110",111,"Corpus Christi",27.799609,-97.330457,24.3939990997314,13.0729999542236,30.6180000305176,17.5450000762939,5.11399984359741,7.81799983978271,6.03999996185303,11.1440000534058,5.10400009155273
"111",112,"Florida Bay",25.037202,-80.725444,27.4650001525879,8.72299957275391,31.7280006408691,23.0049991607666,4.66200017929077,10.5069999694824,18.6749992370605,24.9449996948242,6.26999998092651
"112",113,"Fort Walton",30.426693,-86.583054,23.386999130249,14.7379999160767,30.3540000915527,15.6160001754761,5.05800008773804,40.6049995422363,27.1079998016357,57.6290016174316,30.5209999084473
"113",114,"Indian River",27.691957,-80.351466,25.3279991149902,8.26099967956543,29.3139991760254,21.05299949646,4.71400022506714,1.39400005340576,1.69700002670288,2.46099996566772,0.763999998569489
"114",115,"Morehead City",34.715791,-76.72042,20.7719993591309,14.9700002670288,28.0310001373291,13.0609998703003,5.15100002288818,3.2409999370575,3.77500009536743,4.77299976348877,0.998000025749207
"115",116,"St. Johns River",30.40297,-81.395411,22.8969993591309,12.7930002212524,28.9330005645752,16.1399993896484,5.01900005340576,9.23999977111816,11.7740001678467,16.8770008087158,5.10300016403198
"116",117,"St. Simmons & Cumberland Islands",31.001457,-81.3979225,22.5550003051758,14.6510000228882,29.3229999542236,14.6719999313354,5.15199995040894,10.0989999771118,7.19099998474121,14.581000328064,7.3899998664856
"117",118,"Steinhatchee",29.663265,-83.423215,23.6299991607666,16.0699996948242,31.3330001831055,15.2629995346069,4.98899984359741,19.0979995727539,24.8169994354248,37.0349998474121,12.2180004119873
"118",119,"Tampa Bay",27.739577,-82.59122,24.693000793457,12.9919996261597,30.6079998016357,17.6159992218018,5.11600017547607,12.4860000610352,13.5229997634888,19.2940006256104,5.77099990844727
"119",120,"ConceiÁ„o",-27.201605,-48.491153,22.6079998016357,7.53299999237061,26.3840007781982,18.8509998321533,5.31699991226196,2.28200006484985,1.43499994277954,2.96099996566772,1.52600002288818
"120",121,"Camacho",-28.611534,-48.871218,21.3589992523193,7.89799976348877,25.6590003967285,17.7609996795654,5.2649998664856,2.50099992752075,4.41200017929077,5.16800022125244,0.755999982357025
"121",122,"Carapebus",-22.265685,-41.608415,24.0300006866455,4.01700019836426,26.1270008087158,22.1100006103516,5.11899995803833,5.38299989700317,3.84400010108948,6.58099985122681,2.73699998855591
"122",123,"Itaparica",-12.978106,-38.595195,27.2770004272461,3.46199989318848,28.9759998321533,25.5139999389648,4.74599981307983,1.59099996089935,1.04100000858307,2.21099996566772,1.16999995708466
"123",124,"Paranagu·",-25.592483,-48.347013,23.7490005493164,7.7350001335144,27.7119998931885,19.9769992828369,5.22900009155273,3.99799990653992,4.57999992370605,7.49100017547607,2.91100001335144
"124",125,"Patos",-33.377528,-52.943417,19.3589992523193,12.5430002212524,25.5440006256104,13.0010004043579,5.58799982070923,13.8870000839233,8.6230001449585,18.7670001983643,10.1440000534058
"125",126,"Brunei Darussalam",5.580067,113.986838,29.6509990692139,3.76300001144409,31.0590000152588,27.2959995269775,4.37900018692017,0.231000006198883,0.28999999165535,0.400999993085861,0.111000001430511
"126",127,"Java Sea",-4.011643,114.559551,29.8290004730225,3.16599988937378,31.3190002441406,28.1529998779297,4.28599977493286,6.36100006103516,8.31999969482422,11.6759996414185,3.35599994659424
"127",128,"Kavaratti",11.927044,79.853967,28.8239994049072,3.11400008201599,29.8850002288818,26.7709999084473,4.58699989318848,2.56900000572205,9.20300006866455,9.69200038909912,0.488999992609024
"128",129,"Kochi",11.927044,79.853967,28.8239994049072,3.11400008201599,29.8850002288818,26.7709999084473,4.58699989318848,2.56900000572205,9.20300006866455,9.69200038909912,0.488999992609024
"129",130,"Pondicherry",11.927044,79.853967,28.8239994049072,3.11400008201599,29.8850002288818,26.7709999084473,4.58699989318848,2.56900000572205,9.20300006866455,9.69200038909912,0.488999992609024
"130",131,"Port-Blair",11.927044,79.853967,28.8239994049072,3.11400008201599,29.8850002288818,26.7709999084473,4.58699989318848,2.56900000572205,9.20300006866455,9.69200038909912,0.488999992609024
"131",132,"Ratnagiri",11.927044,79.853967,28.8239994049072,3.11400008201599,29.8850002288818,26.7709999084473,4.58699989318848,2.56900000572205,9.20300006866455,9.69200038909912,0.488999992609024
"132",133,"Tuticorin",11.927044,79.853967,28.8239994049072,3.11400008201599,29.8850002288818,26.7709999084473,4.58699989318848,2.56900000572205,9.20300006866455,9.69200038909912,0.488999992609024
"133",134,"Veravel",11.927044,79.853967,28.8239994049072,3.11400008201599,29.8850002288818,26.7709999084473,4.58699989318848,2.56900000572205,9.20300006866455,9.69200038909912,0.488999992609024
"134",135,"Vizag",11.927044,79.853967,28.8239994049072,3.11400008201599,29.8850002288818,26.7709999084473,4.58699989318848,2.56900000572205,9.20300006866455,9.69200038909912,0.488999992609024
"135",136,"Indonesia",1.477665,124.8171,29.8589992523193,4.25799989700317,32.2680015563965,28.0100002288818,4.41200017929077,0.24099999666214,0.236000001430511,0.38400000333786,0.148000001907349
"136",137,"Malaysia",6.878104,116.836371,30.0550003051758,2.87100005149841,31.3530006408691,28.4820003509521,4.38899993896484,0.675000011920929,0.908999979496002,1.29499995708466,0.386000007390976
"137",138,"Palawan",9.59959,118.344876,29.4500007629395,2.81900000572205,30.6669998168945,27.8479995727539,4.36399984359741,0.296000003814697,0.596000015735626,0.737999975681305,0.142000004649162
"138",139,"Zamboanga",6.912989,122.034909,28.8819999694824,1.19000005722046,29.4619998931885,28.2719993591309,4.42799997329712,0.614000022411346,0.446999996900558,0.808000028133392,0.361000001430511
"139",140,"Louisiana",27,-91,26.1620006561279,8.28800010681152,30.3999996185303,22.1119995117188,4.66900014877319,0.148000001907349,0.162000000476837,0.252999991178513,0.090999998152256
"140",141,"South-eastern Florida",26.0833333333333,-80,27.1590003967285,5.86299991607666,30.3309993743896,24.4680004119873,4.67899990081787,0.12899999320507,0.108999997377396,0.197999998927116,0.0890000015497208
"141",142,"South Carolina",33.0833333333333,-79,22.2479991912842,11.2089996337891,28.0060005187988,16.7970008850098,5.00899982452393,1.73099994659424,2.29399991035461,3.41400003433228,1.12000000476837
