spp,CommonName,Source,Country,Site,lat_deg,lat_min,lat_sec,lon_deg,lon_min,lon_sec,CollectionYear,MarkerName,n,bp,He,Hese,Pi,Pise,Notes
Rastrelliger kanagurta,Indian mackerel,Akib et al. 2015 PLoS ONE 10:e0119749,Malaysia,Kuala Selangor,3,19,56,101,15,5,2010-2011,Cyt b,14,1140,1,,0.011,,
Rastrelliger kanagurta,Indian mackerel,Akib et al. 2015 PLoS ONE 10:e0119749,Malaysia,Tawau,4,14,37,117,53,4,2010-2011,Cyt b,7,1140,0.952,,0.011,,
Rastrelliger kanagurta,Indian mackerel,Akib et al. 2015 PLoS ONE 10:e0119749,Malaysia,Kuala Perlis,6,24,1,100,7,51,2010-2011,Cyt b,16,1140,0.992,,0.01,,
Rastrelliger kanagurta,Indian mackerel,Akib et al. 2015 PLoS ONE 10:e0119749,Malaysia,Tanjung Dawai,5,40,48,100,22,18,2010-2011,Cyt b,12,1140,1,,0.01,,
Rastrelliger kanagurta,Indian mackerel,Akib et al. 2015 PLoS ONE 10:e0119749,Malaysia,Bagan Panchor,4,31,43,100,38,2,2010-2011,Cyt b,15,1140,1,,0.01,,
Rastrelliger kanagurta,Indian mackerel,Akib et al. 2015 PLoS ONE 10:e0119749,Malaysia,Maukah,2,53,49,112,5,44,2010-2011,Cyt b,15,1140,0.981,,0.01,,
Rastrelliger kanagurta,Indian mackerel,Akib et al. 2015 PLoS ONE 10:e0119749,Malaysia,Bintulu,3,11,41,113,5,23,2010-2011,Cyt b,17,1140,1,,0.01,,
Rastrelliger kanagurta,Indian mackerel,Akib et al. 2015 PLoS ONE 10:e0119749,Malaysia,Kota Kinabalu,5,58,58,116,4,18,2010-2011,Cyt b,16,1140,0.991,,0.01,,
Rastrelliger kanagurta,Indian mackerel,Akib et al. 2015 PLoS ONE 10:e0119749,Vietnam,aCan Tho,10,2,25,105,47,0,2010-2011,Cyt b,21,1140,0.981,,0.01,,
Rastrelliger kanagurta,Indian mackerel,Akib et al. 2015 PLoS ONE 10:e0119749,Malaysia,Kudat,6,52,46,116,50,45,2010-2011,Cyt b,15,1140,0.991,,0.01,,
Rastrelliger kanagurta,Indian mackerel,Akib et al. 2015 PLoS ONE 10:e0119749,Indonesia,Banda Aceh,5,31,43,95,24,6,2010-2011,Cyt b,9,1140,0.972,,0.01,,
Rastrelliger kanagurta,Indian mackerel,Akib et al. 2015 PLoS ONE 10:e0119749,Malaysia,Teluk Bahang,5,27,37,100,12,25,2010-2011,Cyt b,19,1140,0.977,,0.009,,
Rastrelliger kanagurta,Indian mackerel,Akib et al. 2015 PLoS ONE 10:e0119749,Malaysia,Tok Bali,5,53,24,102,28,24,2010-2011,Cyt b,15,1140,1,,0.009,,
Rastrelliger kanagurta,Indian mackerel,Akib et al. 2015 PLoS ONE 10:e0119749,Malaysia,Pulau Kambing,5,19,32,103,7,53,2010-2011,Cyt b,12,1140,0.985,,0.009,,
Rastrelliger kanagurta,Indian mackerel,Akib et al. 2015 PLoS ONE 10:e0119749,Malaysia,Kuantan,3,47,55,103,19,24,2010-2011,Cyt b,15,1140,0.991,,0.009,,
Rastrelliger kanagurta,Indian mackerel,Akib et al. 2015 PLoS ONE 10:e0119749,Malaysia,Endau,2,29,18,103,37,23,2010-2011,Cyt b,15,1140,0.971,,0.009,,
Rastrelliger kanagurta,Indian mackerel,Akib et al. 2015 PLoS ONE 10:e0119749,Malaysia,Tanjung Sedili,1,55,47,104,6,48,2010-2011,Cyt b,19,1140,0.994,,0.009,,
Rastrelliger kanagurta,Indian mackerel,Akib et al. 2015 PLoS ONE 10:e0119749,Malaysia,Bintawa,1,34,9,110,22,33,2010-2011,Cyt b,15,1140,0.981,,0.009,,
Rastrelliger kanagurta,Indian mackerel,Akib et al. 2015 PLoS ONE 10:e0119749,Malaysia,Semporna,4,28,44,118,37,4,2010-2011,Cyt b,15,1140,0.991,,0.009,,
Rastrelliger kanagurta,Indian mackerel,Akib et al. 2015 PLoS ONE 10:e0119749,Thailand,Trang,7.443686,,,99.253009,,,2010-2011,Cyt b,13,1140,1,,0.009,,geo coordinates pulled from place name
Rastrelliger kanagurta,Indian mackerel,Akib et al. 2015 PLoS ONE 10:e0119749,Iran,Bandar Abbas,27,11,54,56,16,3,2010-2011,Cyt b,17,1140,0.978,,0.009,,
Rastrelliger kanagurta,Indian mackerel,Akib et al. 2015 PLoS ONE 10:e0119749,Malaysia,Sarikei,2,8,58,111,31,9,2010-2011,Cyt b,13,1140,0.974,,0.008,,
Rastrelliger kanagurta,Indian mackerel,Akib et al. 2015 PLoS ONE 10:e0119749,Malaysia,Sandakan,5,50,20,118,7,16,2010-2011,Cyt b,19,1140,0.965,,0.008,,
Micropogonias undulatus,Atlantic croaker,"Anderson, O'Leary & Cooper 2019 Marine and Coastal Fisheries: Dynamics, Management and Ecosystem Science 11:3-16",USA,Apalachicola,29.719077,,,-84.968155,,,2016,Control region,36,424,0.983,,0.016,,geo coordinates pulled from place name
Micropogonias undulatus,Atlantic croaker,"Anderson, O'Leary & Cooper 2019 Marine and Coastal Fisheries: Dynamics, Management and Ecosystem Science 11:3-16",USA,Cedar Lakes,28.827367,,,-95.528208,,,2016,Control region,66,424,0.976,,0.015,,geo coordinates pulled from place name
Micropogonias undulatus,Atlantic croaker,"Anderson, O'Leary & Cooper 2019 Marine and Coastal Fisheries: Dynamics, Management and Ecosystem Science 11:3-16",USA,Sabine Lake,29.913284,,,-93.845511,,,2016,Control region,45,424,0.972,,0.013,,geo coordinates pulled from place name
Micropogonias undulatus,Atlantic croaker,"Anderson, O'Leary & Cooper 2019 Marine and Coastal Fisheries: Dynamics, Management and Ecosystem Science 11:3-16",USA,Bay St. Louis,30.30666,,,-89.311634,,,2016,Control region,35,424,0.966,,0.013,,geo coordinates pulled from place name
Micropogonias undulatus,Atlantic croaker,"Anderson, O'Leary & Cooper 2019 Marine and Coastal Fisheries: Dynamics, Management and Ecosystem Science 11:3-16",USA,Laguna Madre,26.726098,,,-97.43534,,,2016,Control region,63,424,0.97,,0.012,,geo coordinates pulled from place name
Micropogonias undulatus,Atlantic croaker,"Anderson, O'Leary & Cooper 2019 Marine and Coastal Fisheries: Dynamics, Management and Ecosystem Science 11:3-16",USA,Jacksonville,30.403458,,,-81.38047,,,2016,Control region,30,424,0.926,,0.012,,geo coordinates pulled from place name
Etelis coruscans,Flame snapper,Andrews et al. 2014 PLoS ONE 9:e91665,USA,St. Rogatien,24.7,,,-166.9,,,2005,Cyt b,23,490,0.84,,0.0039,,pulled from paper figure
Etelis coruscans,Flame snapper,Andrews et al. 2014 PLoS ONE 9:e91665,USA,Nihoa,23.060978,,,-161.921577,,,2007,Cyt b,43,490,0.79,,0.0028,,geo coordinates pulled from place name
Etelis coruscans,Flame snapper,Andrews et al. 2014 PLoS ONE 9:e91665,USA,Kaua'i,22.080148,,,-159.527252,,,1998,Cyt b,69,490,0.76,,0.0028,,geo coordinates pulled from place name
Etelis coruscans,Flame snapper,Andrews et al. 2014 PLoS ONE 9:e91665,USA,Gardner,24.998991,,,-167.998729,,,2006,Cyt b,104,490,0.78,,0.0027,,geo coordinates pulled from place name
Etelis coruscans,Flame snapper,Andrews et al. 2014 PLoS ONE 9:e91665,USA,Moloka'i,21.162501,,,-157.023202,,,1998,Cyt b,92,490,0.78,,0.0026,,geo coordinates pulled from place name
Etelis coruscans,Flame snapper,Andrews et al. 2014 PLoS ONE 9:e91665,USA,Big Island,19.283722,,,-155.45665,,,1998,Cyt b,83,490,0.76,,0.0025,,geo coordinates pulled from place name
Etelis coruscans,Flame snapper,Andrews et al. 2014 PLoS ONE 9:e91665,USA,Lisianski,26.06671,,,-173.966682,,,1998-2006,Cyt b,34,490,0.75,,0.0024,,geo coordinates pulled from place name
Etelis coruscans,Flame snapper,Andrews et al. 2014 PLoS ONE 9:e91665,USA,Raita,25.4,,,-168,,,2005-2006,Cyt b,26,490,0.74,,0.0024,,pulled from paper figure
Etelis coruscans,Flame snapper,Andrews et al. 2014 PLoS ONE 9:e91665,USA,Twin Banks,23.4,,,-162.5,,,1998,Cyt b,14,490,0.75,,0.0024,,pulled from paper figure
Etelis coruscans,Flame snapper,Andrews et al. 2014 PLoS ONE 9:e91665,USA,Ni'ihau,21.895325,,,-160.162123,,,2005-2006,Cyt b,51,490,0.76,,0.0024,,geo coordinates pulled from place name
Etelis coruscans,Flame snapper,Andrews et al. 2014 PLoS ONE 9:e91665,USA,O'ahu,21.566096,,,-158.110806,,,1997-2007,Cyt b,55,490,0.73,,0.0023,,geo coordinates pulled from place name
Etelis coruscans,Flame snapper,Andrews et al. 2014 PLoS ONE 9:e91665,USA,Kaho'olawe,20.561465,,,-156.603969,,,2006,Cyt b,11,490,0.78,,0.0022,,geo coordinates pulled from place name
Etelis coruscans,Flame snapper,Andrews et al. 2014 PLoS ONE 9:e91665,USA,Pearl & Hermes,27.859901,,,-175.841783,,,1998,Cyt b,12,490,0.67,,0.0021,,geo coordinates pulled from place name
Etelis coruscans,Flame snapper,Andrews et al. 2014 PLoS ONE 9:e91665,USA,Maui,20.800952,,,-156.087773,,,2006-2007,Cyt b,50,490,0.73,,0.0021,,geo coordinates pulled from place name
Etelis coruscans,Flame snapper,Andrews et al. 2014 PLoS ONE 9:e91665,USA,Brooks Banks,23.9,,,-166.3,,,2005-2006,Cyt b,76,490,0.69,,0.002,,pulled from paper figure
Etelis coruscans,Flame snapper,Andrews et al. 2014 PLoS ONE 9:e91665,USA,Maro Reef,26.538935,,,-170.792546,,,1998-2006,Cyt b,44,490,0.67,,0.0019,,geo coordinates pulled from place name
Etelis carbunculus,Ruby snapper,Andrews et al. 2014 PLoS ONE 9:e91665,USA,Brooks Banks,23.9,,,-166.3,,,2005-2006,Cyt b,10,436,0.38,,0.00185,,pulled from paper figure
Etelis carbunculus,Ruby snapper,Andrews et al. 2014 PLoS ONE 9:e91665,USA,Gardner,24.998991,,,-167.998729,,,2006,Cyt b,31,436,0.49,,0.00141,,geo coordinates pulled from place name
Etelis carbunculus,Ruby snapper,Andrews et al. 2014 PLoS ONE 9:e91665,USA,Raita,25.4,,,-168,,,2005-2006,Cyt b,46,436,0.25,,0.0008,,pulled from paper figure
Etelis carbunculus,Ruby snapper,Andrews et al. 2014 PLoS ONE 9:e91665,USA,Maui,20.800952,,,-156.087773,,,2006,Cyt b,74,436,0.25,,0.00073,,geo coordinates pulled from place name
Etelis carbunculus,Ruby snapper,Andrews et al. 2014 PLoS ONE 9:e91665,USA,Twin Banks,23.4,,,-162.5,,,1998,Cyt b,71,436,0.24,,0.00065,,pulled from paper figure
Etelis carbunculus,Ruby snapper,Andrews et al. 2014 PLoS ONE 9:e91665,USA,Necker,23.575345,,,-164.70026,,,1998-2007,Cyt b,64,436,0.24,,0.00064,,geo coordinates pulled from place name
Etelis carbunculus,Ruby snapper,Andrews et al. 2014 PLoS ONE 9:e91665,USA,Maro Reef,26.538935,,,-170.792546,,,2006-2007,Cyt b,46,436,0.21,,0.0006,,geo coordinates pulled from place name
Etelis carbunculus,Ruby snapper,Andrews et al. 2014 PLoS ONE 9:e91665,USA,Ni'ihau,21.895325,,,-160.162123,,,1998-2006,Cyt b,76,436,0.22,,0.0006,,geo coordinates pulled from place name
Etelis carbunculus,Ruby snapper,Andrews et al. 2014 PLoS ONE 9:e91665,USA,Northampton,25.33438,,,-172.066624,,,1998-2007,Cyt b,81,436,0.23,,0.00056,,geo coordinates pulled from place name
Etelis carbunculus,Ruby snapper,Andrews et al. 2014 PLoS ONE 9:e91665,USA,Big Island,19.283722,,,-155.45665,,,1998,Cyt b,73,436,0.23,,0.00056,,geo coordinates pulled from place name
Etelis carbunculus,Ruby snapper,Andrews et al. 2014 PLoS ONE 9:e91665,USA,O'ahu,21.566096,,,-158.110806,,,1998-2007,Cyt b,34,436,0.17,,0.00054,,geo coordinates pulled from place name
Etelis carbunculus,Ruby snapper,Andrews et al. 2014 PLoS ONE 9:e91665,USA,Kaua'i,22.080148,,,-159.527252,,,1998,Cyt b,44,436,0.21,,0.00051,,geo coordinates pulled from place name
Etelis carbunculus,Ruby snapper,Andrews et al. 2014 PLoS ONE 9:e91665,USA,St. Rogatien,24.7,,,-166.9,,,2006,Cyt b,31,436,0.19,,0.00045,,pulled from paper figure
Etelis carbunculus,Ruby snapper,Andrews et al. 2014 PLoS ONE 9:e91665,USA,Moloka'i,21.162501,,,-157.023202,,,1998-2007,Cyt b,64,436,0.15,,0.00043,,geo coordinates pulled from place name
Etelis carbunculus,Ruby snapper,Andrews et al. 2014 PLoS ONE 9:e91665,USA,Salmon Bank,26.7,,,-176.2,,,2006,Cyt b,11,436,0,,0,,pulled from paper figure
Etelis carbunculus,Ruby snapper,Andrews et al. 2014 PLoS ONE 9:e91665,USA,Lisianski,26.06671,,,-173.966682,,,2006-2007,Cyt b,12,436,0,,0,,geo coordinates pulled from place name
Pagellus erythrinus,Common pandora,Angiulli et al. 2016 Marine Biology Research 12:4-15,Tunisia,Zarzis,33,24,,11,13,,2009,CR,7,995,1,,0.026,,
Pagellus erythrinus,Common pandora,Angiulli et al. 2016 Marine Biology Research 12:4-15,Italy,Montalto di Castro,42,8,,11,12,,2011,CR,6,995,1,,0.025,,
Pagellus erythrinus,Common pandora,Angiulli et al. 2016 Marine Biology Research 12:4-15,Italy,Porto Cervo,40,55,,10,2,,2010,CR,8,995,1,,0.024,,
Pagellus erythrinus,Common pandora,Angiulli et al. 2016 Marine Biology Research 12:4-15,Tunisia,Bizerte,37,16,,9,55,,2009,CR,7,995,1,,0.023,,
Pagellus erythrinus,Common pandora,Angiulli et al. 2016 Marine Biology Research 12:4-15,Portugal,Portimão,36,58,,7,56,,2012,CR,13,995,1,,0.023,,
Pagellus erythrinus,Common pandora,Angiulli et al. 2016 Marine Biology Research 12:4-15,Italy,Vibo Marina,38,45,,16,80,,2010,CR,7,995,1,,0.022,,
Pagellus erythrinus,Common pandora,Angiulli et al. 2016 Marine Biology Research 12:4-15,Italy,Cagliari,39,,,9,15,,2010,CR,6,995,1,,0.022,,
Pagellus erythrinus,Common pandora,Angiulli et al. 2016 Marine Biology Research 12:4-15,Italy,Acitrezza,38,2,,16,90,,2010,CR,12,995,1,,0.021,,
Pagellus erythrinus,Common pandora,Angiulli et al. 2016 Marine Biology Research 12:4-15,Italy,Ancona,44,12,,13,15,,2010,CR,8,995,1,,0.02,,
Pagellus erythrinus,Common pandora,Angiulli et al. 2016 Marine Biology Research 12:4-15,Italy,Gaeta,41,11,,13,26,,2010,CR,7,995,1,,0.019,,
Pagellus erythrinus,Common pandora,Angiulli et al. 2016 Marine Biology Research 12:4-15,Italy,Alghero,40,32,,8,11,,2010,CR,9,995,1,,0.018,,
Pagellus erythrinus,Common pandora,Angiulli et al. 2016 Marine Biology Research 12:4-15,Tunisia,Lampedusa,35,11,,12,70,,2012,CR,7,995,1,,0.018,,
Pagellus erythrinus,Common pandora,Angiulli et al. 2016 Marine Biology Research 12:4-15,Italy,Bari,41,25,,16,10,,2010,CR,8,995,1,,0.016,,
Pagellus erythrinus,Common pandora,Angiulli et al. 2016 Marine Biology Research 12:4-15,Italy,Elba,42,59,,10,22,,2011,CR,7,995,1,,0.016,,
Pagellus erythrinus,Common pandora,Angiulli et al. 2016 Marine Biology Research 12:4-15,Italy,Fiumicino,41,41,,12,40,,2010,CR,9,995,1,,0.015,,
Pagellus erythrinus,Common pandora,Angiulli et al. 2016 Marine Biology Research 12:4-15,Italy,Castel Sardo,40,84,,8,34,,2010,CR,7,995,1,,0.012,,
Coryphaenoides mediterraneus,Mediterranean grenadier,Catarino et al. 2017 PLoS ONE 12:e0174988,Atlantic Ocean,MAR_3,42.911,,,-29.2388,,,2011-2012,COI,38,613,0.542,,0.0012,,
Coryphaenoides mediterraneus,Mediterranean grenadier,Catarino et al. 2017 PLoS ONE 12:e0174988,Atlantic Ocean,MAR_2,51.8334,,,-29.9833,,,2011-2012,COI,10,613,0.6,,0.0011,,
Coryphaenoides mediterraneus,Mediterranean grenadier,Catarino et al. 2017 PLoS ONE 12:e0174988,Atlantic Ocean,ROC,57,,,9,30,,2011,COI,49,613,0.119,,0.0002,,
Coryphaenoides mediterraneus,Mediterranean grenadier,Catarino et al. 2017 PLoS ONE 12:e0174988,Atlantic Ocean,MAR_1,53.1223,,,-35.05,,,2011-2012,COI,30,613,0,,0,,
Pontinus kuhlii,Offshore rockfish,"Catarino, Stefanni & Menezes 2013 Deep-Sea Research II 98:160-169",Portugal,Madeira,32.806242,,,-16.792258,,,1995-2003,CR,4,376-377,0.9778,,0.0187,,geo coordinates pulled from place name
Pontinus kuhlii,Offshore rockfish,"Catarino, Stefanni & Menezes 2013 Deep-Sea Research II 98:160-169",Atlantic Ocean,Seine seamount,33.750534,,,-14.417139,,,1995-2003,CR,10,376-377,0.9556,,0.0186,,geo coordinates pulled from place name
Pontinus kuhlii,Offshore rockfish,"Catarino, Stefanni & Menezes 2013 Deep-Sea Research II 98:160-169",Atlantic Ocean,Condor seamount,37.8,,,-29.3,,,1995-2011,CR,10,376-377,1,,0.0172,,pulled from paper figure
Pontinus kuhlii,Offshore rockfish,"Catarino, Stefanni & Menezes 2013 Deep-Sea Research II 98:160-169",Cape Verde,Cape Verde,16.189099,,,-23.840952,,,2000,CR,10,376-377,0.9333,,0.0171,,geo coordinates pulled from place name
Pontinus kuhlii,Offshore rockfish,"Catarino, Stefanni & Menezes 2013 Deep-Sea Research II 98:160-169",Atlantic Ocean,Voador seamount,37,,,-31.5,,,1995-2011,CR,10,376-377,0.9778,,0.016,,pulled from paper figure
Pontinus kuhlii,Offshore rockfish,"Catarino, Stefanni & Menezes 2013 Deep-Sea Research II 98:160-169",Atlantic Ocean,Voador seamount,37,,,-31.5,,,1995-2011,Cyt b,10,425,0.9333,,0.0084,,pulled from paper figure
Pontinus kuhlii,Offshore rockfish,"Catarino, Stefanni & Menezes 2013 Deep-Sea Research II 98:160-169",Cape Verde,Cape Verde,16.189099,,,-23.840952,,,2000,Cyt b,10,425,0.9111,,0.0073,,geo coordinates pulled from place name
Pontinus kuhlii,Offshore rockfish,"Catarino, Stefanni & Menezes 2013 Deep-Sea Research II 98:160-169",Portugal,Madeira,32.806242,,,-16.792258,,,1995-2003,Cyt b,4,425,0.9556,,0.006,,geo coordinates pulled from place name
Pontinus kuhlii,Offshore rockfish,"Catarino, Stefanni & Menezes 2013 Deep-Sea Research II 98:160-169",Atlantic Ocean,Condor seamount,37.8,,,-29.3,,,1995-2011,Cyt b,10,425,0.8333,,0.0051,,pulled from paper figure
Pontinus kuhlii,Offshore rockfish,"Catarino, Stefanni & Menezes 2013 Deep-Sea Research II 98:160-169",Atlantic Ocean,Seine seamount,33.750534,,,-14.417139,,,1995-2003,Cyt b,10,425,0.6889,,0.0036,,geo coordinates pulled from place name
Atherinella brasiliensis,Neotropical silverside,"Cortinhas et al. 2016 Estuarine, Coastal and Shelf Science 178:148-157",Brazil,Itaparica,-12.978106,,,-38.595195,,,,D-loop,19,933,0.98,,0.004,,geo coordinates pulled from place name
Atherinella brasiliensis,Neotropical silverside,"Cortinhas et al. 2016 Estuarine, Coastal and Shelf Science 178:148-157",Brazil,Conceição,-27.201605,,,-48.491153,,,,D-loop,20,933,0.99,,0.003,,geo coordinates pulled from place name
Atherinella brasiliensis,Neotropical silverside,"Cortinhas et al. 2016 Estuarine, Coastal and Shelf Science 178:148-157",Brazil,Paranaguá,-25.592483,,,-48.347013,,,,D-loop,20,933,0.94,,0.002,,geo coordinates pulled from place name
Atherinella brasiliensis,Neotropical silverside,"Cortinhas et al. 2016 Estuarine, Coastal and Shelf Science 178:148-157",Brazil,Camacho,-28.611534,,,-48.871218,,,,D-loop,20,933,0.86,,0.002,,geo coordinates pulled from place name
Atherinella brasiliensis,Neotropical silverside,"Cortinhas et al. 2016 Estuarine, Coastal and Shelf Science 178:148-157",Brazil,Carapebus,-22.265685,,,-41.608415,,,,D-loop,20,933,0.54,,0.001,,geo coordinates pulled from place name
Atherinella brasiliensis,Neotropical silverside,"Cortinhas et al. 2016 Estuarine, Coastal and Shelf Science 178:148-157",Brazil,Patos,-33.377528,,,-52.943417,,,,D-loop,20,933,0.75,,0.001,,geo coordinates pulled from place name
Cephalopholis fulva,Coney,De Souza et al. 2015 Annals of the Brazilian Academy of Sciences 87:121-136,Brazil,Espírito Santo state,-20,20,,-40,14,,2009,HVR-1,30,388,0.977,0.0026,0.024,0.0024,
Cephalopholis fulva,Coney,De Souza et al. 2015 Annals of the Brazilian Academy of Sciences 87:121-136,Brazil,Rocas atoll,-3,51,,-33,49,,2009,HVR-1,11,388,0.981,0.0139,0.024,0.0039,
Cephalopholis fulva,Coney,De Souza et al. 2015 Annals of the Brazilian Academy of Sciences 87:121-136,Brazil,Ceará state,-3,42,,-38,30,,2009,HVR-1,37,388,0.998,0.001,0.023,0.002,
Cephalopholis fulva,Coney,De Souza et al. 2015 Annals of the Brazilian Academy of Sciences 87:121-136,Brazil,Bahia state,-13,,,-38,29,,2009,HVR-1,48,388,0.997,0.0007,0.023,0.0017,
Cephalopholis fulva,Coney,De Souza et al. 2015 Annals of the Brazilian Academy of Sciences 87:121-136,Brazil,Rio Grande de Norte state,-5,16,,-35,22,,2009,HVR-1,42,388,0.994,0.0011,0.022,0.0017,
Cephalopholis fulva,Coney,De Souza et al. 2015 Annals of the Brazilian Academy of Sciences 87:121-136,Brazil,Fernando de Noronha archipelago,-3,50,,-32,24,,2009,HVR-1,36,388,0.996,0.0012,0.022,0.0018,
Lutjanus jocu,Dog snapper,De souza et al. 2019 Front. Mar. Sci. 6:545,Brazil,Ceará,-3,37,22.75,-38,19,19.13,,HVR-1,31,394,0.997,,0.038,,
Lutjanus jocu,Dog snapper,De souza et al. 2019 Front. Mar. Sci. 6:545,Brazil,Bahia,-12,57,54.19,-38,17,46.77,,HVR-1,14,394,1,,0.036,,
Lutjanus jocu,Dog snapper,De souza et al. 2019 Front. Mar. Sci. 6:545,Brazil,Espírito Santo,-20,22,53.1,-40,15,32.32,,HVR-1,16,394,0.991,,0.036,,
Lutjanus jocu,Dog snapper,De souza et al. 2019 Front. Mar. Sci. 6:545,Brazil,Rio Grande de Norte,-5,44,5.29,-35,4,3.94,,HVR-1,39,394,0.997,,0.035,,
Lutjanus analis,Mutton snapper,De souza et al. 2019 Front. Mar. Sci. 6:545,Brazil,Bahia,-12,57,54.19,-38,17,46.77,,HVR-1,17,493,1,,0.033,,
Lutjanus analis,Mutton snapper,De souza et al. 2019 Front. Mar. Sci. 6:545,Brazil,Ceará,-3,37,22.75,-38,19,19.13,,HVR-1,27,493,0.985,,0.032,,
Lutjanus analis,Mutton snapper,De souza et al. 2019 Front. Mar. Sci. 6:545,Brazil,Rio Grande de Norte,-5,44,5.29,-35,4,3.94,,HVR-1,29,493,1,,0.032,,
Lutjanus analis,Mutton snapper,De souza et al. 2019 Front. Mar. Sci. 6:545,Brazil,Espírito Santo,-20,22,53.1,-40,15,32.32,,HVR-1,8,493,1,,0.029,,
Lutjanus analis,Mutton snapper,De souza et al. 2019 Front. Mar. Sci. 6:545,Brazil,Rio Grande de Norte,-5,44,5.29,-35,4,3.94,,Cyt b,20,667,0.889,,0.005,,
Lutjanus analis,Mutton snapper,De souza et al. 2019 Front. Mar. Sci. 6:545,Brazil,Bahia,-12,57,54.19,-38,17,46.77,,Cyt b,14,667,0.824,,0.004,,
Lutjanus analis,Mutton snapper,De souza et al. 2019 Front. Mar. Sci. 6:545,Brazil,Ceará,-3,37,22.75,-38,19,19.13,,Cyt b,23,667,0.806,,0.003,,
Lutjanus analis,Mutton snapper,De souza et al. 2019 Front. Mar. Sci. 6:545,Brazil,Espírito Santo,-20,22,53.1,-40,15,32.32,,Cyt b,16,667,0.616,,0.001,,
Amodytes personatus,Japanese sand lance,Deng et al. 2019 Journal of the Marine Biological Association of the United Kingdom 1-8,Japan,Sendai Bay,38.034484,,,141.046457,,,2006,ATP6,22,644,0.987,0.003731013,,,geo coordinates pulled from place name; sample size split into two lineages for pi so excluded
Amodytes personatus,Japanese sand lance,Deng et al. 2019 Journal of the Marine Biological Association of the United Kingdom 1-8,Japan,Cape Soya,45.523053,,,141.936058,,,2005,ATP6,21,644,0.9952,0.003600595,,,geo coordinates pulled from place name; sample size split into two lineages for pi so excluded
Amodytes personatus,Japanese sand lance,Deng et al. 2019 Journal of the Marine Biological Association of the United Kingdom 1-8,Japan,Aomori Prefecture,40.931241,,,140.787853,,,2009,ATP6,24,644,0.9783,0.00481733,,,geo coordinates pulled from place name; sample size split into two lineages for pi so excluded
Amodytes personatus,Japanese sand lance,Deng et al. 2019 Journal of the Marine Biological Association of the United Kingdom 1-8,Japan,Fukuoka,33.624171,,,130.357348,,,2005,ATP6,21,644,0.981,0.004909903,0.0068,0.00085105,geo coordinates pulled from place name
Amodytes personatus,Japanese sand lance,Deng et al. 2019 Journal of the Marine Biological Association of the United Kingdom 1-8,Japan,Seto Naikai,34.132318,,,133.245432,,,2005,ATP6,22,644,0.974,0.00588434,0.0062,0.000767523,geo coordinates pulled from place name
Amodytes personatus,Japanese sand lance,Deng et al. 2019 Journal of the Marine Biological Association of the United Kingdom 1-8,Japan,Aichi Prefecture,34.750935,,,137.191387,,,2005,ATP6,24,644,0.9819,0.003755884,0.0058,0.000694022,geo coordinates pulled from place name
Amodytes personatus,Japanese sand lance,Deng et al. 2019 Journal of the Marine Biological Association of the United Kingdom 1-8,China,Qingdao,36.033363,,,120.436729,,,2015,ATP6,30,644,0.9701,0.003560197,0.0057,0.000602495,geo coordinates pulled from place name
Amodytes personatus,Japanese sand lance,Deng et al. 2019 Journal of the Marine Biological Association of the United Kingdom 1-8,China,Dalian,38.939716,,,121.63307,,,2009,ATP6,21,644,0.9714,0.006546537,0.0054,0.000698297,geo coordinates pulled from place name
Trygonorrhina fasciata,Eastern fiddler ray,Donnellan et al. 2015 Zootaxa 3981:367-384,Australia,Stockton,-32.91,,,151.79,,,2006,ND4,6,875,0.333,,,,He calculated as haplotype diversity from haplotype counts given in paper
Trygonorrhina dumerilii,Southern fiddler ray,Donnellan et al. 2015 Zootaxa 3981:367-384,Australia,GSV,-35.2,,,138.19,,,2004,ND4,7,875,0.286,,,,He calculated as haplotype diversity from haplotype counts given in paper
Trygonorrhina dumerilii,Southern fiddler ray,Donnellan et al. 2015 Zootaxa 3981:367-384,Australia,Comet Bay,-32.5,,,115.17,,,2005-2007,ND4,16,875,0.325,,,,He calculated as haplotype diversity from haplotype counts given in paper
Chrysoblephus puniceus,Slinger seabream,Duncan et al. 2015 Fisheries Research 164:64-72,Mozambique,Ponta da Barra,-22.921416,,,35.601068,,,,CR,34,944,0.98,,0.012,,geo coordinates pulled from place name
Chrysoblephus puniceus,Slinger seabream,Duncan et al. 2015 Fisheries Research 164:64-72,Mozambique,Inhaca,-26.016838,,,32.953338,,,,CR,29,944,0.95,,0.012,,geo coordinates pulled from place name
Chrysoblephus puniceus,Slinger seabream,Duncan et al. 2015 Fisheries Research 164:64-72,South Africa,Southern KZN,-30.149424,,,30.997112,,,,CR,42,944,0.98,,0.012,,geo coordinates pulled from place name
Chrysoblephus puniceus,Slinger seabream,Duncan et al. 2015 Fisheries Research 164:64-72,South Africa,Transkei,-32.546191,,,28.564466,,,,CR,38,944,0.97,,0.012,,geo coordinates pulled from place name
Chrysoblephus puniceus,Slinger seabream,Duncan et al. 2015 Fisheries Research 164:64-72,Mozambique,Southern Inhambane,-23.862792,,,35.38148,,,,CR,43,944,0.98,,0.011,,geo coordinates pulled from place name
Chrysoblephus puniceus,Slinger seabream,Duncan et al. 2015 Fisheries Research 164:64-72,Mozambique,Ponta de Ouro,-26.838163,,,32.88738,,,,CR,30,944,0.97,,0.011,,geo coordinates pulled from place name
