,spp,fbsci,Country,Site,stockid,CommonName,Source,PrimerNote,CollectionYear,NumMarkers,MarkerName,CrossSpp,n,Repeat,He,Hese,file,lat,lon
1,Brevoortia patronus,Brevoortia patronus,USA,"Gulf of Mexico (Galveston, TX and Cameron, LA)",MENATGM,Gulf menhaden,Lynch et al. 2010 Fish Bull,NA,2006-2007,1,Asa2,1,49,3,0.641,NA,ppdat,29.64032,-93.906555
2,Brevoortia patronus,Brevoortia patronus,USA,"Gulf of Mexico (Galveston, TX and Cameron, LA)",MENATGM,Gulf menhaden,Lynch et al. 2010 Fish Bull,NA,2006-2007,1,Asa4,1,44,3,0.79,NA,ppdat,29.64032,-93.906555
3,Brevoortia patronus,Brevoortia patronus,USA,"Gulf of Mexico (Galveston, TX and Cameron, LA)",MENATGM,Gulf menhaden,Lynch et al. 2010 Fish Bull,NA,2006-2007,1,AsaB020,1,49,3,0.939,NA,ppdat,29.64032,-93.906555
4,Brevoortia patronus,Brevoortia patronus,USA,"Galveston, TX",MENATGM,Gulf menhaden,Anderson & Karel 2007 J Fish Bio,NA,,5,,1,20,NA,0.66,NA,ppdat,29.292687,-94.77396
5,Brevoortia patronus,Brevoortia patronus,USA,"Lower Laguna Madre, Corpus Christi Bay, East Matagorda Bay, and Galveston Bay (Texas)",MENATGM,Gulf menhaden,Anderson & McDonald 2007 J Fish Bio,NA,"2004, 2005",1,AF039658,1,60,3,0.883,NA,ppdat,28.516969,-95.892334
6,Brevoortia patronus,Brevoortia patronus,USA,"Gulf of Mexico (Galveston, TX and Cameron, LA)",MENATGM,Gulf menhaden,Lynch et al. 2010 Fish Bull,NA,2006-2007,1,Asa16,1,45,3,0.812,NA,ppdat,29.64032,-93.906555
7,Brevoortia patronus,Brevoortia patronus,USA,Northern Gulf of Mexico,MENATGM,Gulf menhaden,Anderson 2007 Fish Bull,NA,2002-2004,4,AF49462,1,39,NA,0.67,NA,ppdat,29.506549,-92.550659
8,Brevoortia patronus,Brevoortia patronus,USA,"Lower Laguna Madre, Corpus Christi Bay, East Matagorda Bay, and Galveston Bay (Texas)",MENATGM,Gulf menhaden,Anderson & McDonald 2007 J Fish Bio,NA,"2004, 2005",1,AF039657,1,60,3,0.736,NA,ppdat,28.516969,-95.892334
9,Brevoortia patronus,Brevoortia patronus,USA,"Gulf of Mexico (Galveston, TX and Cameron, LA)",MENATGM,Gulf menhaden,Lynch et al. 2010 Fish Bull,NA,2006-2007,1,AsaD055,1,45,4,0.912,NA,ppdat,29.64032,-93.906555
10,Brevoortia patronus,Brevoortia patronus,USA,"Gulf of Mexico (Galveston, TX and Cameron, LA)",MENATGM,Gulf menhaden,Lynch et al. 2010 Fish Bull,NA,2006-2007,1,SarBH04,1,44,2,0.442,NA,ppdat,29.64032,-93.906555
11,Brevoortia patronus,Brevoortia patronus,USA,Northern Gulf of Mexico,MENATGM,Gulf menhaden,Anderson 2007 Fish Bull,NA,2002-2004,1,AF39658,1,39,NA,NA,NA,ppdat,29.506549,-92.550659
12,Brevoortia patronus,Brevoortia patronus,USA,Northern Gulf of Mexico,MENATGM,Gulf menhaden,Anderson 2007 Fish Bull,NA,2002-2004,1,AF39661,1,39,NA,NA,NA,ppdat,29.506549,-92.550659
13,Brevoortia patronus,Brevoortia patronus,USA,Northern Gulf of Mexico,MENATGM,Gulf menhaden,Anderson 2007 Fish Bull,NA,2002-2004,1,AF39657,1,39,NA,NA,NA,ppdat,29.506549,-92.550659
14,Brevoortia patronus,Brevoortia patronus,USA,"Matagorda, TX",MENATGM,Gulf menhaden,Anderson & Karel 2007 J Fish Bio,NA,,5,,1,20,NA,0.63,NA,ppdat,28.595374,-95.960884
15,Brevoortia patronus,Brevoortia patronus,USA,"Gulf of Mexico (Galveston, TX and Cameron, LA)",MENATGM,Gulf menhaden,Lynch et al. 2010 Fish Bull,NA,2006-2007,1,AsaC334,1,49,4,0.855,NA,ppdat,29.64032,-93.906555
16,Brevoortia patronus,Brevoortia patronus,USA,"Gulf of Mexico (Galveston, TX and Cameron, LA)",MENATGM,Gulf menhaden,Lynch et al. 2010 Fish Bull,NA,2006-2007,1,Aa16,1,49,2,0.448,NA,ppdat,29.64032,-93.906555
17,Brevoortia patronus,Brevoortia patronus,USA,Louisiana,MENATGM,Gulf menhaden,Anderson & Karel 2007 J Fish Bio,NA,,5,,1,20,NA,0.61,NA,ppdat,29.123373,-90.990601
18,Brevoortia patronus,Brevoortia patronus,USA,"Lower Laguna Madre, Corpus Christi Bay, East Matagorda Bay, and Galveston Bay (Texas)",MENATGM,Gulf menhaden,Anderson & McDonald 2007 J Fish Bio,NA,"2004, 2005",1,AF039661,1,60,4,0.126,NA,ppdat,28.516969,-95.892334
19,Brevoortia patronus,Brevoortia patronus,USA,"Lower Laguna Madre, Corpus Christi Bay, East Matagorda Bay, and Galveston Bay (Texas)",MENATGM,Gulf menhaden,Anderson & McDonald 2007 J Fish Bio,NA,"2004, 2005",1,AF039660,1,60,4,0.586,NA,ppdat,28.516969,-95.892334
20,Brevoortia patronus,Brevoortia patronus,USA,"Lower Laguna Madre, Corpus Christi Bay, East Matagorda Bay, and Galveston Bay (Texas)",MENATGM,Gulf menhaden,Anderson & McDonald 2007 J Fish Bio,NA,"2004, 2005",1,AF049462,1,60,3,0.923,NA,ppdat,28.516969,-95.892334
21,Brevoortia tyrannus,Brevoortia tyrannus,USA,"US South Atlantic (Beaufort, SC)",MENATLAN,Atlantic menhaden,Lynch et al. 2010 Fish Bull,NA,2006-2007,1,AsaC334,1,63,4,0.57,NA,ppdat,33.255776,-78.962192
22,Brevoortia tyrannus,Brevoortia tyrannus,USA,"US South Atlantic (Beaufort, SC)",MENATLAN,Atlantic menhaden,Lynch et al. 2010 Fish Bull,NA,2006-2007,1,AsaB020,1,66,3,0.887,NA,ppdat,33.255776,-78.962192
23,Brevoortia tyrannus,Brevoortia tyrannus,USA,Maine to Florida,MENATLAN,Atlantic menhaden,Anderson 2007 Fish Bull,NA,2002-2004,1,AF49462,1,39,NA,NA,NA,ppdat,36.949892,-75.336916
24,Brevoortia tyrannus,Brevoortia tyrannus,USA,Maine to Florida,MENATLAN,Atlantic menhaden,Anderson 2007 Fish Bull,NA,2002-2004,4,AF39661,1,39,NA,0.67,NA,ppdat,36.949892,-75.336916
25,Brevoortia tyrannus,Brevoortia tyrannus,USA,"US South Atlantic (Beaufort, SC)",MENATLAN,Atlantic menhaden,Lynch et al. 2010 Fish Bull,NA,2006-2007,1,Asa4,1,53,3,0.802,NA,ppdat,33.255776,-78.962192
26,Brevoortia tyrannus,Brevoortia tyrannus,USA,"Mid-Atlantic (Pennsville and Oakwood Beach, NJ)",MENATLAN,Atlantic menhaden,Lynch et al. 2010 Fish Bull,NA,2006-2007,1,Asa2,1,50,3,0.659,NA,ppdat,40.451135,-73.828036
27,Brevoortia tyrannus,Brevoortia tyrannus,USA,"Mid-Atlantic (Pennsville and Oakwood Beach, NJ)",MENATLAN,Atlantic menhaden,Lynch et al. 2010 Fish Bull,NA,2006-2007,1,AsaD055,1,36,4,0.917,NA,ppdat,40.451135,-73.828036
28,Brevoortia tyrannus,Brevoortia tyrannus,USA,"Chesapeake Bay (Gloucester Point, VA)",MENATLAN,Atlantic menhaden,Lynch et al. 2010 Fish Bull,NA,2006-2007,1,Aa16,1,116,2,0.629,NA,ppdat,37.776421,-76.093675
29,Brevoortia tyrannus,Brevoortia tyrannus,USA,Maine to Florida,MENATLAN,Atlantic menhaden,Anderson 2007 Fish Bull,NA,2002-2004,1,AF39658,1,39,NA,NA,NA,ppdat,36.949892,-75.336916
30,Brevoortia tyrannus,Brevoortia tyrannus,USA,"Mid-Atlantic (Pennsville and Oakwood Beach, NJ)",MENATLAN,Atlantic menhaden,Lynch et al. 2010 Fish Bull,NA,2006-2007,1,AsaC334,1,51,4,0.436,NA,ppdat,40.451135,-73.828036
31,Brevoortia tyrannus,Brevoortia tyrannus,USA,"New England (Gloucester, MA)",MENATLAN,Atlantic menhaden,Lynch et al. 2010 Fish Bull,NA,2006-2007,1,Asa2,1,44,3,0.6,NA,ppdat,42.407098,-70.610479
32,Brevoortia tyrannus,Brevoortia tyrannus,USA,"US South Atlantic (Beaufort, SC)",MENATLAN,Atlantic menhaden,Lynch et al. 2010 Fish Bull,NA,2006-2007,1,Asa16,1,69,3,0.9,NA,ppdat,33.255776,-78.962192
33,Brevoortia tyrannus,Brevoortia tyrannus,USA,"Mid-Atlantic (Pennsville and Oakwood Beach, NJ)",MENATLAN,Atlantic menhaden,Lynch et al. 2010 Fish Bull,NA,2006-2007,1,Asa4,1,47,3,0.839,NA,ppdat,40.451135,-73.828036
34,Brevoortia tyrannus,Brevoortia tyrannus,USA,"Mid-Atlantic (Pennsville and Oakwood Beach, NJ)",MENATLAN,Atlantic menhaden,Lynch et al. 2010 Fish Bull,NA,2006-2007,1,SarBH04,1,49,2,0.759,NA,ppdat,40.451135,-73.828036
35,Brevoortia tyrannus,Brevoortia tyrannus,USA,"US South Atlantic (Beaufort, SC)",MENATLAN,Atlantic menhaden,Lynch et al. 2010 Fish Bull,NA,2006-2007,1,Asa2,1,68,3,0.657,NA,ppdat,33.255776,-78.962192
36,Brevoortia tyrannus,Brevoortia tyrannus,USA,"Mid-Atlantic (Pennsville and Oakwood Beach, NJ)",MENATLAN,Atlantic menhaden,Lynch et al. 2010 Fish Bull,NA,2006-2007,1,Asa16,1,50,3,0.877,NA,ppdat,40.451135,-73.828036
37,Brevoortia tyrannus,Brevoortia tyrannus,USA,"New England (Gloucester, MA)",MENATLAN,Atlantic menhaden,Lynch et al. 2010 Fish Bull,NA,2006-2007,1,Asa4,1,44,3,0.722,NA,ppdat,42.407098,-70.610479
38,Brevoortia tyrannus,Brevoortia tyrannus,USA,"New England (Gloucester, MA)",MENATLAN,Atlantic menhaden,Lynch et al. 2010 Fish Bull,NA,2006-2007,1,AsaB020,1,47,3,0.894,NA,ppdat,42.407098,-70.610479
39,Brevoortia tyrannus,Brevoortia tyrannus,USA,North Carolina,MENATLAN,Atlantic menhaden,Anderson & Karel 2007 J Fish Bio,NA,,5,,1,20,NA,0.65,NA,ppdat,34.669359,-76.807022
40,Brevoortia tyrannus,Brevoortia tyrannus,USA,"US South Atlantic (Beaufort, SC)",MENATLAN,Atlantic menhaden,Lynch et al. 2010 Fish Bull,NA,2006-2007,1,SarBH04,1,56,2,0.802,NA,ppdat,33.255776,-78.962192
41,Brevoortia tyrannus,Brevoortia tyrannus,USA,Maine to Florida,MENATLAN,Atlantic menhaden,Anderson 2007 Fish Bull,NA,2002-2004,1,AF39657,1,39,NA,NA,NA,ppdat,36.949892,-75.336916
42,Brevoortia tyrannus,Brevoortia tyrannus,USA,"US South Atlantic (Beaufort, SC)",MENATLAN,Atlantic menhaden,Lynch et al. 2010 Fish Bull,NA,2006-2007,1,Aa16,1,53,2,0.712,NA,ppdat,33.255776,-78.962192
43,Brevoortia tyrannus,Brevoortia tyrannus,USA,"Chesapeake Bay (Gloucester Point, VA)",MENATLAN,Atlantic menhaden,Lynch et al. 2010 Fish Bull,NA,2006-2007,1,AsaD055,1,112,4,0.912,NA,ppdat,37.776421,-76.093675
44,Brevoortia tyrannus,Brevoortia tyrannus,USA,"Mid-Atlantic (Pennsville and Oakwood Beach, NJ)",MENATLAN,Atlantic menhaden,Lynch et al. 2010 Fish Bull,NA,2006-2007,1,AsaB020,1,49,3,0.902,NA,ppdat,40.451135,-73.828036
45,Brevoortia tyrannus,Brevoortia tyrannus,USA,"Chesapeake Bay (Gloucester Point, VA)",MENATLAN,Atlantic menhaden,Lynch et al. 2010 Fish Bull,NA,2006-2007,1,SarBH04,1,110,2,0.738,NA,ppdat,37.776421,-76.093675
46,Brevoortia tyrannus,Brevoortia tyrannus,USA,"Mid-Atlantic (Pennsville and Oakwood Beach, NJ)",MENATLAN,Atlantic menhaden,Lynch et al. 2010 Fish Bull,NA,2006-2007,1,Aa16,1,50,2,0.625,NA,ppdat,40.451135,-73.828036
47,Brevoortia tyrannus,Brevoortia tyrannus,USA,"Chesapeake Bay (Gloucester Point, VA)",MENATLAN,Atlantic menhaden,Lynch et al. 2010 Fish Bull,NA,2006-2007,1,AsaC334,1,113,4,0.638,NA,ppdat,37.776421,-76.093675
48,Brevoortia tyrannus,Brevoortia tyrannus,USA,"Chesapeake Bay (Gloucester Point, VA)",MENATLAN,Atlantic menhaden,Lynch et al. 2010 Fish Bull,NA,2006-2007,1,Asa16,1,110,3,0.917,NA,ppdat,37.776421,-76.093675
49,Brevoortia tyrannus,Brevoortia tyrannus,USA,"Chesapeake Bay (Gloucester Point, VA)",MENATLAN,Atlantic menhaden,Lynch et al. 2010 Fish Bull,NA,2006-2007,1,Asa2,1,113,3,0.649,NA,ppdat,37.776421,-76.093675
50,Brevoortia tyrannus,Brevoortia tyrannus,USA,"US South Atlantic (Beaufort, SC)",MENATLAN,Atlantic menhaden,Lynch et al. 2010 Fish Bull,NA,2006-2007,1,AsaD055,1,63,4,0.923,NA,ppdat,33.255776,-78.962192
51,Brevoortia tyrannus,Brevoortia tyrannus,USA,"New England (Gloucester, MA)",MENATLAN,Atlantic menhaden,Lynch et al. 2010 Fish Bull,NA,2006-2007,1,AsaD055,1,44,4,0.907,NA,ppdat,42.407098,-70.610479
52,Brevoortia tyrannus,Brevoortia tyrannus,USA,Maine,MENATLAN,Atlantic menhaden,Anderson & Karel 2007 J Fish Bio,NA,,5,,1,10,NA,0.61,NA,ppdat,43.992815,-68.995972
53,Brevoortia tyrannus,Brevoortia tyrannus,USA,Virginia,MENATLAN,Atlantic menhaden,Anderson & Karel 2007 J Fish Bio,NA,,5,,1,10,NA,0.6,NA,ppdat,36.79279,-75.926743
54,Brevoortia tyrannus,Brevoortia tyrannus,USA,"New England (Gloucester, MA)",MENATLAN,Atlantic menhaden,Lynch et al. 2010 Fish Bull,NA,2006-2007,1,SarBH04,1,40,2,0.72,NA,ppdat,42.407098,-70.610479
55,Brevoortia tyrannus,Brevoortia tyrannus,USA,"New England (Gloucester, MA)",MENATLAN,Atlantic menhaden,Lynch et al. 2010 Fish Bull,NA,2006-2007,1,AsaC334,1,49,4,0.593,NA,ppdat,42.407098,-70.610479
56,Brevoortia tyrannus,Brevoortia tyrannus,USA,"Chesapeake Bay (Gloucester Point, VA)",MENATLAN,Atlantic menhaden,Lynch et al. 2010 Fish Bull,NA,2006-2007,1,AsaB020,1,115,3,0.888,NA,ppdat,37.776421,-76.093675
57,Brevoortia tyrannus,Brevoortia tyrannus,USA,"New England (Gloucester, MA)",MENATLAN,Atlantic menhaden,Lynch et al. 2010 Fish Bull,NA,2006-2007,1,Aa16,1,47,2,0.709,NA,ppdat,42.407098,-70.610479
58,Brevoortia tyrannus,Brevoortia tyrannus,USA,"New England (Gloucester, MA)",MENATLAN,Atlantic menhaden,Lynch et al. 2010 Fish Bull,NA,2006-2007,1,Asa16,1,45,3,0.809,NA,ppdat,42.407098,-70.610479
59,Brevoortia tyrannus,Brevoortia tyrannus,USA,"Chesapeake Bay (Gloucester Point, VA)",MENATLAN,Atlantic menhaden,Lynch et al. 2010 Fish Bull,NA,2006-2007,1,Asa4,1,101,3,0.825,NA,ppdat,37.776421,-76.093675
60,Brevoortia tyrannus,Brevoortia tyrannus,USA,New Jersey,MENATLAN,Atlantic menhaden,Anderson & Karel 2007 J Fish Bio,NA,,5,,1,20,NA,0.63,NA,ppdat,39.842286,-73.983765
61,Brosme brosme,Brosme brosme,Norway,Storegga,NA,Tusk,Knutsen et al. 2007 Mol. Ecol. Notes 7:851-853,1,,1,Bbrom 10,0,100,2,0.917,NA,msats100,64.185,55.58
62,Brosme brosme,Brosme brosme,Norway,Storegga,NA,Tusk,Knutsen et al. 2007 Mol. Ecol. Notes 7:851-853,1,,1,Bbrom 21,0,100,2,0.296,NA,msats100,64.185,55.58
63,Brosme brosme,Brosme brosme,Norway,Storegga,NA,Tusk,Knutsen et al. 2007 Mol. Ecol. Notes 7:851-853,1,,1,Bbrom 8,0,100,2,0.736,NA,msats100,64.185,55.58
64,Brosme brosme,Brosme brosme,Norway,Storegga,NA,Tusk,Knutsen et al. 2007 Mol. Ecol. Notes 7:851-853,1,,1,Bbrom 5,0,100,2,0.439,NA,msats100,64.185,55.58
65,Brosme brosme,Brosme brosme,Norway,Storegga,NA,Tusk,Knutsen et al. 2007 Mol. Ecol. Notes 7:851-853,1,,1,Bbrom 2,0,100,2,0.02,NA,msats100,64.185,55.58
66,Brosme brosme,Brosme brosme,Norway,Storegga,NA,Tusk,Knutsen et al. 2007 Mol. Ecol. Notes 7:851-853,1,,1,Bbrom 16,0,100,2,0.229,NA,msats100,64.185,55.58
67,Brosme brosme,Brosme brosme,Norway,Storegga,NA,Tusk,Knutsen et al. 2007 Mol. Ecol. Notes 7:851-853,1,,1,Bbrom 1,0,100,2,0.514,NA,msats100,64.185,55.58
68,Brosme brosme,Brosme brosme,Norway,Storegga,NA,Tusk,Knutsen et al. 2007 Mol. Ecol. Notes 7:851-853,1,,1,Bbrom 11,0,100,2,0.974,NA,msats100,64.185,55.58
69,Brosme brosme,Brosme brosme,Norway,Storegga,NA,Tusk,Knutsen et al. 2007 Mol. Ecol. Notes 7:851-853,1,,1,Bbrom 18,0,100,2,0.383,NA,msats100,64.185,55.58
70,Carcharhinus limbatus,Carcharhinus limbatus,Mexico,"Guintana Roo, Mexico, on Laguna Yalahau, northern Yucatan",BTIPSHARGM,Blacktip shark,Keeney et al. 2005. Mol Ecol 14:1911-1923,0,"2000, 2001",1,Cli-107,0,84,2,0.627,NA,msats101,21.412,-86.638432
71,Carcharhinus limbatus,Carcharhinus limbatus,Mexico,"Guintana Roo, Mexico, on Laguna Yalahau, northern Yucatan",BTIPSHARGM,Blacktip shark,Keeney et al. 2005. Mol Ecol 14:1911-1923,0,"2000, 2001",1,Cli-108,0,84,2,0.764,NA,msats101,21.412,-86.638432
72,Carcharhinus limbatus,Carcharhinus limbatus,Belize,Belize City ,NA,Blacktip shark,Keeney et al. 2005. Mol Ecol 14:1911-1923,0,2001,1,Cli-100,0,10,2,0.358,NA,msats101,17.502,-88.177887
73,Carcharhinus limbatus,Carcharhinus limbatus,Mexico,"Guintana Roo, Mexico, on Laguna Yalahau, northern Yucatan",BTIPSHARGM,Blacktip shark,Keeney et al. 2005. Mol Ecol 14:1911-1923,0,"2000, 2001",1,Cli-100,0,84,2,0.219,NA,msats101,21.412,-86.638432
74,Carcharhinus limbatus,Carcharhinus limbatus,United States,"Pine Island Sound, Lee County, Georgia, Florida Gulf coast",BTIPSHARGM,Blacktip shark,Keeney et al. 2005. Mol Ecol 14:1911-1923,0,"2000, 2001",1,Cli-100,0,72,2,0.157,NA,msats101,26.57,-82.156491
75,Carcharhinus limbatus,Carcharhinus limbatus,United States,"Nueces County, Padre Island, Texas",BTIPSHARGM,Blacktip shark,Keeney et al. 2005. Mol Ecol 14:1911-1923,0,"2000, 2001",1,Cli-2,0,50,2,0.116,NA,msats101,27.659,-97.080067
76,Carcharhinus limbatus,Carcharhinus limbatus,United States,"Glynn County, Atlantic coast of Georgia",BTIPSHARATL,Blacktip shark,Keeney et al. 2005. Mol Ecol 14:1911-1923,0,2002,1,Cli-108,0,13,2,0.779,NA,msats101,31.175,-81.297772
77,Carcharhinus limbatus,Carcharhinus limbatus,United States,"Nueces County, Padre Island, Texas",BTIPSHARGM,Blacktip shark,Keeney et al. 2005. Mol Ecol 14:1911-1923,0,"2000, 2001",1,Cli-7,0,50,2,0.946,NA,msats101,27.659,-97.080067
78,Carcharhinus limbatus,Carcharhinus limbatus,United States,"Pine Island Sound, Lee County, Georgia, Florida Gulf coast",BTIPSHARGM,Blacktip shark,Keeney et al. 2005. Mol Ecol 14:1911-1923,0,"2000, 2001",1,Cli-108,0,72,2,0.721,NA,msats101,26.57,-82.156491
79,Carcharhinus limbatus,Carcharhinus limbatus,United States,"Pine Island Sound, Lee County, Georgia, Florida Gulf coast",BTIPSHARGM,Blacktip shark,Keeney et al. 2005. Mol Ecol 14:1911-1923,0,"2000, 2001",1,Cli-12,0,72,2,0.094,NA,msats101,26.57,-82.156491
80,Carcharhinus limbatus,Carcharhinus limbatus,United States,"Nueces County, Padre Island, Texas",BTIPSHARGM,Blacktip shark,Keeney et al. 2005. Mol Ecol 14:1911-1923,0,"2000, 2001",1,Cli-108,0,50,2,0.74,NA,msats101,27.659,-97.080067
81,Carcharhinus limbatus,Carcharhinus limbatus,United States,"Pine Island Sound, Lee County, Georgia, Florida Gulf coast",BTIPSHARGM,Blacktip shark,Keeney et al. 2005. Mol Ecol 14:1911-1923,0,"2000, 2001",1,Cli-107,0,72,2,0.677,NA,msats101,26.57,-82.156491
82,Carcharhinus limbatus,Carcharhinus limbatus,United States,"Glynn County, Atlantic coast of Georgia",BTIPSHARATL,Blacktip shark,Keeney et al. 2005. Mol Ecol 14:1911-1923,0,2002,1,Cli-12,0,13,2,0.335,NA,msats101,31.175,-81.297772
83,Carcharhinus limbatus,Carcharhinus limbatus,United States,"Nueces County, Padre Island, Texas",BTIPSHARGM,Blacktip shark,Keeney et al. 2005. Mol Ecol 14:1911-1923,0,"2000, 2001",1,Cli-55,0,50,2,0.273,NA,msats101,27.659,-97.080067
84,Carcharhinus limbatus,Carcharhinus limbatus,United States,"Terra Ceia Bay, Manatee County, Florida",BTIPSHARGM,Blacktip shark,Keeney et al. 2005. Mol Ecol 14:1911-1923,0,"2000, 2001",1,Cli-12,0,71,2,0.042,NA,msats101,27.549,-82.591883
85,Carcharhinus limbatus,Carcharhinus limbatus,United States,"Pine Island Sound, Lee County, Georgia, Florida Gulf coast",BTIPSHARGM,Blacktip shark,Keeney et al. 2005. Mol Ecol 14:1911-1923,0,"2000, 2001",1,Cli-2,0,72,2,0.082,NA,msats101,26.57,-82.156491
86,Carcharhinus limbatus,Carcharhinus limbatus,United States,"Withlacoochee Bay near Yankeetown, Levy County, Florida",BTIPSHARGM,Blacktip shark,Keeney et al. 2005. Mol Ecol 14:1911-1923,0,"2000, 2001",1,Cli-55,0,66,2,0.233,NA,msats101,29.025,-82.788936
87,Carcharhinus limbatus,Carcharhinus limbatus,United States,"Nueces County, Padre Island, Texas",BTIPSHARGM,Blacktip shark,Keeney et al. 2005. Mol Ecol 14:1911-1923,0,"2000, 2001",1,Cli-13,0,50,2,0.912,NA,msats101,27.659,-97.080067
88,Carcharhinus limbatus,Carcharhinus limbatus,Belize,Dangriga,NA,Blacktip shark,Keeney et al. 2005. Mol Ecol 14:1911-1923,0,2002,1,Cli-7,0,19,2,0.952,NA,msats101,16.97,-88.216524
89,Carcharhinus limbatus,Carcharhinus limbatus,Belize,Dangriga,NA,Blacktip shark,Keeney et al. 2005. Mol Ecol 14:1911-1923,0,2002,1,Cli-55,0,19,2,0.474,NA,msats101,16.97,-88.216524
90,Carcharhinus limbatus,Carcharhinus limbatus,United States,"South Carolina Atlantic coast (Bulls Bay, Charleston County)",BTIPSHARATL,Blacktip shark,Keeney et al. 2005. Mol Ecol 14:1911-1923,0,"2000, 2001",1,Cli-7,0,34,2,0.955,NA,msats101,32.99,-79.539894
91,Carcharhinus limbatus,Carcharhinus limbatus,Mexico,"Guintana Roo, Mexico, on Laguna Yalahau, northern Yucatan",BTIPSHARGM,Blacktip shark,Keeney et al. 2005. Mol Ecol 14:1911-1923,0,"2000, 2001",1,Cli-12,0,84,2,0.092,NA,msats101,21.412,-86.638432
92,Carcharhinus limbatus,Carcharhinus limbatus,United States,"Glynn County, Atlantic coast of Georgia",BTIPSHARATL,Blacktip shark,Keeney et al. 2005. Mol Ecol 14:1911-1923,0,2002,1,Cli-107,0,13,2,0.677,NA,msats101,31.175,-81.297772
93,Carcharhinus limbatus,Carcharhinus limbatus,United States,"Pine Island Sound, Lee County, Georgia, Florida Gulf coast",BTIPSHARGM,Blacktip shark,Keeney et al. 2005. Mol Ecol 14:1911-1923,0,"2000, 2001",1,Cli-13,0,72,2,0.915,NA,msats101,26.57,-82.156491
94,Carcharhinus limbatus,Carcharhinus limbatus,United States,"Terra Ceia Bay, Manatee County, Florida",BTIPSHARGM,Blacktip shark,Keeney et al. 2005. Mol Ecol 14:1911-1923,0,"2000, 2001",1,Cli-107,0,71,2,0.692,NA,msats101,27.549,-82.591883
95,Carcharhinus limbatus,Carcharhinus limbatus,United States,"Withlacoochee Bay near Yankeetown, Levy County, Florida",BTIPSHARGM,Blacktip shark,Keeney et al. 2005. Mol Ecol 14:1911-1923,0,"2000, 2001",1,Cli-2,0,66,2,0.157,NA,msats101,29.025,-82.788936
96,Carcharhinus limbatus,Carcharhinus limbatus,United States,"Withlacoochee Bay near Yankeetown, Levy County, Florida",BTIPSHARGM,Blacktip shark,Keeney et al. 2005. Mol Ecol 14:1911-1923,0,"2000, 2001",1,Cli-12,0,66,2,0.102,NA,msats101,29.025,-82.788936
97,Carcharhinus limbatus,Carcharhinus limbatus,United States,"Withlacoochee Bay near Yankeetown, Levy County, Florida",BTIPSHARGM,Blacktip shark,Keeney et al. 2005. Mol Ecol 14:1911-1923,0,"2000, 2001",1,Cli-7,0,66,2,0.956,NA,msats101,29.025,-82.788936
98,Carcharhinus limbatus,Carcharhinus limbatus,United States,"Withlacoochee Bay near Yankeetown, Levy County, Florida",BTIPSHARGM,Blacktip shark,Keeney et al. 2005. Mol Ecol 14:1911-1923,0,"2000, 2001",1,Cli-13,0,66,2,0.912,NA,msats101,29.025,-82.788936
99,Carcharhinus limbatus,Carcharhinus limbatus,United States,"South Carolina Atlantic coast (Bulls Bay, Charleston County)",BTIPSHARATL,Blacktip shark,Keeney et al. 2005. Mol Ecol 14:1911-1923,0,"2000, 2001",1,Cli-55,0,34,2,0.381,NA,msats101,32.99,-79.539894
100,Carcharhinus limbatus,Carcharhinus limbatus,Belize,Dangriga,NA,Blacktip shark,Keeney et al. 2005. Mol Ecol 14:1911-1923,0,2002,1,Cli-2,0,19,2,0.25,NA,msats101,16.97,-88.216524
101,Carcharhinus limbatus,Carcharhinus limbatus,United States,"Nueces County, Padre Island, Texas",BTIPSHARGM,Blacktip shark,Keeney et al. 2005. Mol Ecol 14:1911-1923,0,"2000, 2001",1,Cli-12,0,50,2,0.116,NA,msats101,27.659,-97.080067
102,Carcharhinus limbatus,Carcharhinus limbatus,United States,"Glynn County, Atlantic coast of Georgia",BTIPSHARATL,Blacktip shark,Keeney et al. 2005. Mol Ecol 14:1911-1923,0,2002,1,Cli-7,0,13,2,0.972,NA,msats101,31.175,-81.297772
103,Carcharhinus limbatus,Carcharhinus limbatus,Mexico,"Guintana Roo, Mexico, on Laguna Yalahau, northern Yucatan",BTIPSHARGM,Blacktip shark,Keeney et al. 2005. Mol Ecol 14:1911-1923,0,"2000, 2001",1,Cli-55,0,84,2,0.36,NA,msats101,21.412,-86.638432
104,Carcharhinus limbatus,Carcharhinus limbatus,United States,"Terra Ceia Bay, Manatee County, Florida",BTIPSHARGM,Blacktip shark,Keeney et al. 2005. Mol Ecol 14:1911-1923,0,"2000, 2001",1,Cli-13,0,71,2,0.92,NA,msats101,27.549,-82.591883
105,Carcharhinus limbatus,Carcharhinus limbatus,United States,"Terra Ceia Bay, Manatee County, Florida",BTIPSHARGM,Blacktip shark,Keeney et al. 2005. Mol Ecol 14:1911-1923,0,"2000, 2001",1,Cli-2,0,71,2,0.083,NA,msats101,27.549,-82.591883
106,Carcharhinus limbatus,Carcharhinus limbatus,United States,"Terra Ceia Bay, Manatee County, Florida",BTIPSHARGM,Blacktip shark,Keeney et al. 2005. Mol Ecol 14:1911-1923,0,"2000, 2001",1,Cli-108,0,71,2,0.738,NA,msats101,27.549,-82.591883
