,spp,fbsci,Country,Site,stockid,CommonName,Source,PrimerNote,CollectionYear,NumMarkers,MarkerName,CrossSpp,n,Repeat,He,Hese,file,lat,lon
3491,Micromesistius poutassou,Micromesistius poutassou,Great Britain,Hebrides 1,BWHITNEA,Blue whiting,Ryan et al. 2005 ICES J Mar Sci,NA,1992,1,MpouBW13,0,95,NA,NA,NA,ppdat,57.160078,-8.0896
3492,Micromesistius poutassou,Micromesistius poutassou,Great Britain,Hebrides 2,BWHITNEA,Blue whiting,Ryan et al. 2005 ICES J Mar Sci,NA,1998,1,MmerUEAW01,1,99,NA,NA,NA,ppdat,55.72711,-8.572998
3493,Micromesistius poutassou,Micromesistius poutassou,Great Britain,Hebrides 2,BWHITNEA,Blue whiting,Ryan et al. 2005 ICES J Mar Sci,NA,1998,1,MpouBW07,0,98,NA,NA,NA,ppdat,55.72711,-8.572998
3494,Micromesistius poutassou,Micromesistius poutassou,Great Britain,Hebrides 2,BWHITNEA,Blue whiting,Ryan et al. 2005 ICES J Mar Sci,NA,1998,1,MpouBW08,0,92,NA,NA,NA,ppdat,55.72711,-8.572998
3495,Micromesistius poutassou,Micromesistius poutassou,,,NA,Blue whiting,O'Reilly et al. 2000 J Fish Bio,NA,,1,Tch15,1,0,NA,NA,NA,ppdat,NA,NA
3496,Micromesistius poutassou,Micromesistius poutassou,Great Britain,Hebrides 2,BWHITNEA,Blue whiting,Ryan et al. 2005 ICES J Mar Sci,NA,1998,1,MpouBW13,0,95,NA,NA,NA,ppdat,55.72711,-8.572998
3497,Micromesistius poutassou,Micromesistius poutassou,Iceland,Iceland,BWHITNEA,Blue whiting,Ryan et al. 2005 ICES J Mar Sci,NA,1998,1,MmerUEAW01,1,50,NA,NA,NA,ppdat,62.552857,-13.813478
3498,Micromesistius poutassou,Micromesistius poutassou,,,NA,Blue whiting,O'Reilly et al. 2000 J Fish Bio,NA,,1,Tch18,1,0,NA,NA,NA,ppdat,NA,NA
3499,Micromesistius poutassou,Micromesistius poutassou,,,NA,Blue whiting,O'Reilly et al. 2000 J Fish Bio,NA,,1,Tch19,1,0,NA,NA,NA,ppdat,NA,NA
3500,Micromesistius poutassou,Micromesistius poutassou,Iceland,Iceland,BWHITNEA,Blue whiting,Ryan et al. 2005 ICES J Mar Sci,NA,1998,1,MpouBW09,0,49,NA,NA,NA,ppdat,62.552857,-13.813478
3501,Micromesistius poutassou,Micromesistius poutassou,Iceland,Iceland,BWHITNEA,Blue whiting,Ryan et al. 2005 ICES J Mar Sci,NA,1998,1,MpouBW13,0,48,NA,NA,NA,ppdat,62.552857,-13.813478
3502,Micromesistius poutassou,Micromesistius poutassou,Ireland,Porcupine Bank 1,BWHITNEA,Blue whiting,Ryan et al. 2005 ICES J Mar Sci,NA,1992,1,MmerUEAW01,1,96,NA,NA,NA,ppdat,53.826597,-13.762208
3503,Micromesistius poutassou,Micromesistius poutassou,Ireland,Porcupine Bank 1,BWHITNEA,Blue whiting,Ryan et al. 2005 ICES J Mar Sci,NA,1992,1,MpouBW07,0,95,NA,NA,NA,ppdat,53.826597,-13.762208
3504,Micromesistius poutassou,Micromesistius poutassou,Ireland,Porcupine Bank 1,BWHITNEA,Blue whiting,Ryan et al. 2005 ICES J Mar Sci,NA,1992,1,MpouBW08,0,96,NA,NA,NA,ppdat,53.826597,-13.762208
3505,Micromesistius poutassou,Micromesistius poutassou,Ireland,11PB(05),BWHITNEA,Blue whiting,Was et al. 2008 ICES J Mar Sci,NA,2005,1,Tch10,1,50,NA,0.68,NA,ppdat,54.08333333,-14.51666667
3506,Micromesistius poutassou,Micromesistius poutassou,,,NA,Blue whiting,O'Reilly et al. 2000 J Fish Bio,NA,,1,Tch5,1,0,NA,NA,NA,ppdat,NA,NA
3507,Micromesistius poutassou,Micromesistius poutassou,,,NA,Blue whiting,O'Reilly et al. 2000 J Fish Bio,NA,,1,Tch6,1,8,NA,NA,NA,ppdat,NA,NA
3508,Micromesistius poutassou,Micromesistius poutassou,,,NA,Blue whiting,O'Reilly et al. 2000 J Fish Bio,NA,,1,Tch7,1,0,NA,NA,NA,ppdat,NA,NA
3509,Micromesistius poutassou,Micromesistius poutassou,Ireland,15CS(04),BWHITNEA,Blue whiting,Was et al. 2008 ICES J Mar Sci,NA,2004,1,MpouBW7,0,53,NA,0.83,NA,ppdat,50.33333333,-10.93333333
3510,Micromesistius poutassou,Micromesistius poutassou,Ireland,15CS(04),BWHITNEA,Blue whiting,Was et al. 2008 ICES J Mar Sci,NA,2004,1,MpouBW8,0,53,NA,0.86,NA,ppdat,50.33333333,-10.93333333
3511,Micromesistius poutassou,Micromesistius poutassou,Ireland,15CS(04),BWHITNEA,Blue whiting,Was et al. 2008 ICES J Mar Sci,NA,2004,1,Tch10,1,53,NA,0.78,NA,ppdat,50.33333333,-10.93333333
3512,Micromesistius poutassou,Micromesistius poutassou,Spain,16BB,BWHITNEA,Blue whiting,Was et al. 2008 ICES J Mar Sci,NA,2004,1,MmerUEAW01,1,48,NA,0.86,NA,ppdat,44,-11
3513,Micromesistius poutassou,Micromesistius poutassou,Spain,16BB,BWHITNEA,Blue whiting,Was et al. 2008 ICES J Mar Sci,NA,2004,1,MpouBW13,0,48,NA,0.77,NA,ppdat,44,-11
3514,Micromesistius poutassou,Micromesistius poutassou,Ireland,13PB(03),BWHITNEA,Blue whiting,Was et al. 2008 ICES J Mar Sci,NA,2003,1,MpouBW13,0,40,NA,0.85,NA,ppdat,51,-16.33333333
3515,Micromesistius poutassou,Micromesistius poutassou,Spain,16BB,BWHITNEA,Blue whiting,Was et al. 2008 ICES J Mar Sci,NA,2004,1,MpouBW8,0,48,NA,0.85,NA,ppdat,44,-11
3516,Micromesistius poutassou,Micromesistius poutassou,Spain,16BB,BWHITNEA,Blue whiting,Was et al. 2008 ICES J Mar Sci,NA,2004,1,Tch10,1,48,NA,0.79,NA,ppdat,44,-11
3517,Micromesistius poutassou,Micromesistius poutassou,Ireland,12PB(03),BWHITNEA,Blue whiting,Was et al. 2008 ICES J Mar Sci,NA,2003,1,MpouBW7,0,50,NA,0.85,NA,ppdat,53.18333333,-17.58333333
3518,Micromesistius poutassou,Micromesistius poutassou,Great Britain,Hebrides 2,BWHITNEA,Blue whiting,Ryan et al. 2005 ICES J Mar Sci,NA,1998,1,MpouBW09,0,91,NA,NA,NA,ppdat,55.72711,-8.572998
3519,Micromesistius poutassou,Micromesistius poutassou,Ireland,12PB(03),BWHITNEA,Blue whiting,Was et al. 2008 ICES J Mar Sci,NA,2003,1,MmerUEAW01,1,50,NA,0.87,NA,ppdat,53.18333333,-17.58333333
3520,Micromesistius poutassou,Micromesistius poutassou,Great Britain,1PpB,BWHITNEA,Blue whiting,Was et al. 2008 ICES J Mar Sci,NA,2003,1,MpouBW8,0,44,NA,0.85,NA,ppdat,60.55,-4.3
3521,Micromesistius poutassou,Micromesistius poutassou,Great Britain,2SB,BWHITNEA,Blue whiting,Was et al. 2008 ICES J Mar Sci,NA,2003,1,MpouBW8,0,52,NA,0.86,NA,ppdat,59.35,-6.716666667
3522,Micromesistius poutassou,Micromesistius poutassou,Great Britain,2SB,BWHITNEA,Blue whiting,Was et al. 2008 ICES J Mar Sci,NA,2003,1,Tch10,1,52,NA,0.77,NA,ppdat,59.35,-6.716666667
3523,Micromesistius poutassou,Micromesistius poutassou,Ireland,12PB(03),BWHITNEA,Blue whiting,Was et al. 2008 ICES J Mar Sci,NA,2003,1,Tch10,1,50,NA,0.71,NA,ppdat,53.18333333,-17.58333333
3524,Micromesistius poutassou,Micromesistius poutassou,Great Britain,2SB,BWHITNEA,Blue whiting,Was et al. 2008 ICES J Mar Sci,NA,2003,1,MpouBW7,0,52,NA,0.88,NA,ppdat,59.35,-6.716666667
3525,Micromesistius poutassou,Micromesistius poutassou,Ireland,12PB(03),BWHITNEA,Blue whiting,Was et al. 2008 ICES J Mar Sci,NA,2003,1,MpouBW13,0,50,NA,0.79,NA,ppdat,53.18333333,-17.58333333
3526,Micromesistius poutassou,Micromesistius poutassou,Iceland,Iceland,BWHITNEA,Blue whiting,Ryan et al. 2005 ICES J Mar Sci,NA,1998,1,MpouBW07,0,50,NA,NA,NA,ppdat,62.552857,-13.813478
3527,Micromesistius poutassou,Micromesistius poutassou,Iceland,Iceland,BWHITNEA,Blue whiting,Ryan et al. 2005 ICES J Mar Sci,NA,1998,1,MpouBW08,0,50,NA,NA,NA,ppdat,62.552857,-13.813478
3528,Micromesistius poutassou,Micromesistius poutassou,Ireland,13PB(03),BWHITNEA,Blue whiting,Was et al. 2008 ICES J Mar Sci,NA,2003,1,MpouBW7,0,40,NA,0.85,NA,ppdat,51,-16.33333333
3529,Micromesistius poutassou,Micromesistius poutassou,Ireland,13PB(03),BWHITNEA,Blue whiting,Was et al. 2008 ICES J Mar Sci,NA,2003,1,MmerUEAW01,1,40,NA,0.84,NA,ppdat,51,-16.33333333
3530,Micromesistius poutassou,Micromesistius poutassou,Ireland,12PB(03),BWHITNEA,Blue whiting,Was et al. 2008 ICES J Mar Sci,NA,2003,1,MpouBW8,0,50,NA,0.87,NA,ppdat,53.18333333,-17.58333333
3531,Micromesistius poutassou,Micromesistius poutassou,,,NA,Blue whiting,O'Reilly et al. 2000 J Fish Bio,NA,,1,Tch8,1,8,NA,NA,NA,ppdat,NA,NA
3532,Mycteroperca bonaci,Mycteroperca bonaci,,,NA,,Zatcoff et al. 2002 Mol Ecol Notes,NA,,1,Mbo029,0,276,2,0.816,NA,ppdat,NA,NA
3533,Mycteroperca bonaci,Mycteroperca bonaci,,,NA,,Zatcoff et al. 2002 Mol Ecol Notes,NA,,1,Mbo048,0,293,4,0.633,NA,ppdat,NA,NA
3534,Mycteroperca bonaci,Mycteroperca bonaci,,,NA,,Zatcoff et al. 2002 Mol Ecol Notes,NA,,1,Mbo061,0,0,NA,NA,NA,ppdat,NA,NA
3535,Mycteroperca bonaci,Mycteroperca bonaci,,,NA,,Zatcoff et al. 2002 Mol Ecol Notes,NA,,1,Mbo066,0,0,NA,NA,NA,ppdat,NA,NA
3536,Mycteroperca bonaci,Mycteroperca bonaci,,,NA,,Zatcoff et al. 2002 Mol Ecol Notes,NA,,1,Mbo088,0,264,2,0.886,NA,ppdat,NA,NA
3537,Mycteroperca microlepis,Mycteroperca microlepis,USA,North Carolina,GAGSATLC,Gag,Cushman et al. 2009 CJFAS,NA,1999-2005,1,CA2,1,165,2,0.773,NA,ppdat,34.395923,-76.355826
3538,Mycteroperca microlepis,Mycteroperca microlepis,USA,North Carolina,GAGSATLC,Gag,Cushman et al. 2009 CJFAS,NA,1999-2005,1,GAG010,0,165,2,0.906,NA,ppdat,34.395923,-76.355826
3539,Mycteroperca microlepis,Mycteroperca microlepis,USA,East coast Florida,GAGSATLC,Gag,Cushman et al. 2009 CJFAS,NA,1993-2005,1,GAG007,0,51,2,0.44,NA,ppdat,29.512508,-80.593424
3540,Mycteroperca microlepis,Mycteroperca microlepis,USA,North Carolina,GAGSATLC,Gag,Cushman et al. 2009 CJFAS,NA,1999-2005,1,GAG023,0,165,2,0.925,NA,ppdat,34.395923,-76.355826
3541,Mycteroperca microlepis,Mycteroperca microlepis,USA,North Carolina,GAGSATLC,Gag,Cushman et al. 2009 CJFAS,NA,1999-2005,1,GAG038,0,163,2,0.692,NA,ppdat,34.395923,-76.355826
3542,Mycteroperca microlepis,Mycteroperca microlepis,USA,Florida East Coast,GAGSATLC,Gag,Chapman et al. 1999 Mar Biotech,NA,,1,GAG045,0,75,2,NA,NA,ppdat,27.359975,-80.10861
3543,Mycteroperca microlepis,Mycteroperca microlepis,USA,Florida West Coast,GAGGM,Gag,Chapman et al. 1999 Mar Biotech,NA,,1,GAG010,0,40,2,NA,NA,ppdat,27.020816,-82.493892
3544,Mycteroperca microlepis,Mycteroperca microlepis,USA,North Carolina,GAGSATLC,Gag,Cushman et al. 2009 CJFAS,NA,1999-2005,1,MBO048,1,165,4,0.737,NA,ppdat,34.395923,-76.355826
3545,Mycteroperca microlepis,Mycteroperca microlepis,USA,Florida East Coast,GAGSATLC,Gag,Chapman et al. 1999 Mar Biotech,NA,,1,GAG010,0,75,2,NA,NA,ppdat,27.359975,-80.10861
3546,Mycteroperca microlepis,Mycteroperca microlepis,USA,Florida East Coast,GAGSATLC,Gag,Chapman et al. 1999 Mar Biotech,NA,,1,GAG038,0,75,2,NA,NA,ppdat,27.359975,-80.10861
3547,Mycteroperca microlepis,Mycteroperca microlepis,USA,North Carolina,GAGSATLC,Gag,Cushman et al. 2009 CJFAS,NA,1999-2005,1,MBO029,1,164,2,0.93,NA,ppdat,34.395923,-76.355826
3548,Mycteroperca microlepis,Mycteroperca microlepis,USA,South Carolina,GAGSATLC,Gag,Cushman et al. 2009 CJFAS,NA,1999-2001,1,MBO029,1,124,2,0.925,NA,ppdat,32.787385,-79.109024
3549,Mycteroperca microlepis,Mycteroperca microlepis,USA,South Carolina,GAGSATLC,Gag,Cushman et al. 2009 CJFAS,NA,1999-2001,1,MBO048,1,123,4,0.722,NA,ppdat,32.787385,-79.109024
3550,Mycteroperca microlepis,Mycteroperca microlepis,USA,South Carolina,GAGSATLC,Gag,Cushman et al. 2009 CJFAS,NA,1999-2001,1,MBO086,1,124,2,0.907,NA,ppdat,32.787385,-79.109024
3551,Mycteroperca microlepis,Mycteroperca microlepis,USA,South Carolina,GAGSATLC,Gag,Cushman et al. 2009 CJFAS,NA,1999-2001,1,GAG045,0,124,2,0.754,NA,ppdat,32.787385,-79.109024
3552,Mycteroperca microlepis,Mycteroperca microlepis,USA,East coast Florida,GAGSATLC,Gag,Cushman et al. 2009 CJFAS,NA,1993-2005,1,GAG023,0,51,2,0.892,NA,ppdat,29.512508,-80.593424
3553,Mycteroperca microlepis,Mycteroperca microlepis,USA,East coast Florida,GAGSATLC,Gag,Cushman et al. 2009 CJFAS,NA,1993-2005,1,GAG038,0,51,2,0.684,NA,ppdat,29.512508,-80.593424
3554,Mycteroperca microlepis,Mycteroperca microlepis,USA,North Carolina,GAGSATLC,Gag,Cushman et al. 2009 CJFAS,NA,1999-2005,1,MBO086,1,165,2,0.908,NA,ppdat,34.395923,-76.355826
3555,Mycteroperca microlepis,Mycteroperca microlepis,USA,East coast Florida,GAGSATLC,Gag,Cushman et al. 2009 CJFAS,NA,1993-2005,1,GAG010,0,51,2,0.903,NA,ppdat,29.512508,-80.593424
3556,Mycteroperca microlepis,Mycteroperca microlepis,USA,East coast Florida,GAGSATLC,Gag,Cushman et al. 2009 CJFAS,NA,1993-2005,1,MBO048,1,51,4,0.682,NA,ppdat,29.512508,-80.593424
3557,Mycteroperca microlepis,Mycteroperca microlepis,USA,East coast Florida,GAGSATLC,Gag,Cushman et al. 2009 CJFAS,NA,1993-2005,1,MBO086,1,51,2,0.9,NA,ppdat,29.512508,-80.593424
3558,Mycteroperca microlepis,Mycteroperca microlepis,USA,East coast Florida,GAGSATLC,Gag,Cushman et al. 2009 CJFAS,NA,1993-2005,1,MBO088,1,51,2,0.925,NA,ppdat,29.512508,-80.593424
3559,Mycteroperca microlepis,Mycteroperca microlepis,USA,Southwestern coast of Florida,GAGGM,Gag,Cushman et al. 2009 CJFAS,NA,,1,MBO029,1,129,2,0.935,NA,ppdat,26.119191,-82.804319
3560,Mycteroperca microlepis,Mycteroperca microlepis,USA,North Carolina,GAGSATLC,Gag,Cushman et al. 2009 CJFAS,NA,1999-2005,1,CA6,1,165,2,0.706,NA,ppdat,34.395923,-76.355826
3561,Mycteroperca microlepis,Mycteroperca microlepis,USA,North Carolina,GAGSATLC,Gag,Cushman et al. 2009 CJFAS,NA,1999-2005,1,GAG007,0,165,2,0.464,NA,ppdat,34.395923,-76.355826
3562,Mycteroperca microlepis,Mycteroperca microlepis,USA,Southwestern coast of Florida,GAGGM,Gag,Cushman et al. 2009 CJFAS,NA,,1,MBO088,1,131,2,0.933,NA,ppdat,26.119191,-82.804319
3563,Mycteroperca microlepis,Mycteroperca microlepis,Mexico,Campeche Bank,GAGGM,Gag,Jue 2010 Thesis,NA,,1,CA-2,1,241,NA,0.773,NA,ppdat,23.389321,-87.983487
3564,Mycteroperca microlepis,Mycteroperca microlepis,Mexico,Campeche Bank,GAGGM,Gag,Jue 2010 Thesis,NA,,1,CA-6,1,241,NA,0.766,NA,ppdat,23.389321,-87.983487
3565,Mycteroperca microlepis,Mycteroperca microlepis,Mexico,Campeche Bank,GAGGM,Gag,Jue 2010 Thesis,NA,,1,GAG007,0,241,NA,0.471,NA,ppdat,23.389321,-87.983487
3566,Mycteroperca microlepis,Mycteroperca microlepis,Mexico,Campeche Bank,GAGGM,Gag,Jue 2010 Thesis,NA,,1,GAG010,0,241,NA,0.91,NA,ppdat,23.389321,-87.983487
3567,Mycteroperca microlepis,Mycteroperca microlepis,Mexico,Campeche Bank,GAGGM,Gag,Jue 2010 Thesis,NA,,1,GAG023,0,241,NA,0.912,NA,ppdat,23.389321,-87.983487
3568,Mycteroperca microlepis,Mycteroperca microlepis,USA,East coast Florida,GAGSATLC,Gag,Cushman et al. 2009 CJFAS,NA,1993-2005,1,MBO029,1,51,2,0.94,NA,ppdat,29.512508,-80.593424
3569,Mycteroperca microlepis,Mycteroperca microlepis,USA,North Carolina,GAGSATLC,Gag,Cushman et al. 2009 CJFAS,NA,1999-2005,1,MBO088,1,165,2,0.931,NA,ppdat,34.395923,-76.355826
3570,Mycteroperca microlepis,Mycteroperca microlepis,USA,Northwestern coast of Florida,GAGGM,Gag,Cushman et al. 2009 CJFAS,NA,,1,CA2,1,211,2,0.76,NA,ppdat,28.833642,-84.863595
3571,Mycteroperca microlepis,Mycteroperca microlepis,USA,Northwestern coast of Florida,GAGGM,Gag,Cushman et al. 2009 CJFAS,NA,,1,CA6,1,209,2,0.739,NA,ppdat,28.833642,-84.863595
3572,Mycteroperca microlepis,Mycteroperca microlepis,USA,Northwestern coast of Florida,GAGGM,Gag,Cushman et al. 2009 CJFAS,NA,,1,GAG007,0,208,2,0.48,NA,ppdat,28.833642,-84.863595
3573,Mycteroperca microlepis,Mycteroperca microlepis,USA,Northwestern coast of Florida,GAGGM,Gag,Cushman et al. 2009 CJFAS,NA,,1,GAG010,0,211,2,0.915,NA,ppdat,28.833642,-84.863595
3574,Mycteroperca microlepis,Mycteroperca microlepis,USA,Northwest Florida Shelf,GAGGM,Gag,Jue 2010 Thesis,NA,,1,GAG007,0,85,NA,0.475,NA,ppdat,29.185168,-84.823353
3575,Mycteroperca microlepis,Mycteroperca microlepis,USA,Northwest Florida Shelf,GAGGM,Gag,Jue 2010 Thesis,NA,,1,GAG010,0,85,NA,0.913,NA,ppdat,29.185168,-84.823353
3576,Mycteroperca microlepis,Mycteroperca microlepis,USA,Northwest Florida Shelf,GAGGM,Gag,Jue 2010 Thesis,NA,,1,GAG023,0,85,NA,0.91,NA,ppdat,29.185168,-84.823353
3577,Mycteroperca microlepis,Mycteroperca microlepis,USA,Northwest Florida Shelf,GAGGM,Gag,Jue 2010 Thesis,NA,,1,GAG045,0,85,NA,0.763,NA,ppdat,29.185168,-84.823353
3578,Mycteroperca microlepis,Mycteroperca microlepis,USA,Northwest Florida Shelf,GAGGM,Gag,Jue 2010 Thesis,NA,,1,MBO029,1,85,NA,0.922,NA,ppdat,29.185168,-84.823353
3579,Mycteroperca microlepis,Mycteroperca microlepis,USA,Northwest Florida Shelf,GAGGM,Gag,Jue 2010 Thesis,NA,,1,MBO048,1,85,NA,0.728,NA,ppdat,29.185168,-84.823353
3580,Mycteroperca microlepis,Mycteroperca microlepis,USA,Northwest Florida Shelf,GAGGM,Gag,Jue 2010 Thesis,NA,,1,MBO086,1,85,NA,0.908,NA,ppdat,29.185168,-84.823353
3581,Mycteroperca microlepis,Mycteroperca microlepis,USA,North Carolina,GAGSATLC,Gag,Cushman et al. 2009 CJFAS,NA,1999-2005,1,GAG045,0,165,2,0.752,NA,ppdat,34.395923,-76.355826
3582,Mycteroperca microlepis,Mycteroperca microlepis,USA,South West Florida Shelf,GAGGM,Gag,Jue 2010 Thesis,NA,,1,CA-2,1,148,NA,0.765,NA,ppdat,25.23912,-82.492183
3583,Mycteroperca microlepis,Mycteroperca microlepis,USA,South West Florida Shelf,GAGGM,Gag,Jue 2010 Thesis,NA,,1,CA-6,1,148,NA,0.724,NA,ppdat,25.23912,-82.492183
3584,Mycteroperca microlepis,Mycteroperca microlepis,USA,South West Florida Shelf,GAGGM,Gag,Jue 2010 Thesis,NA,,1,GAG007,0,148,NA,0.461,NA,ppdat,25.23912,-82.492183
3585,Mycteroperca microlepis,Mycteroperca microlepis,USA,South West Florida Shelf,GAGGM,Gag,Jue 2010 Thesis,NA,,1,GAG010,0,148,NA,0.886,NA,ppdat,25.23912,-82.492183
3586,Mycteroperca microlepis,Mycteroperca microlepis,USA,South West Florida Shelf,GAGGM,Gag,Jue 2010 Thesis,NA,,1,GAG023,0,148,NA,0.909,NA,ppdat,25.23912,-82.492183
3587,Mycteroperca microlepis,Mycteroperca microlepis,USA,South West Florida Shelf,GAGGM,Gag,Jue 2010 Thesis,NA,,1,GAG045,0,148,NA,0.76,NA,ppdat,25.23912,-82.492183
3588,Mycteroperca microlepis,Mycteroperca microlepis,USA,South West Florida Shelf,GAGGM,Gag,Jue 2010 Thesis,NA,,1,MBO029,1,148,NA,0.934,NA,ppdat,25.23912,-82.492183
3589,Mycteroperca microlepis,Mycteroperca microlepis,USA,South West Florida Shelf,GAGGM,Gag,Jue 2010 Thesis,NA,,1,MBO048,1,148,NA,0.712,NA,ppdat,25.23912,-82.492183
3590,Mycteroperca microlepis,Mycteroperca microlepis,USA,South West Florida Shelf,GAGGM,Gag,Jue 2010 Thesis,NA,,1,MBO086,1,148,NA,0.906,NA,ppdat,25.23912,-82.492183
3591,Mycteroperca microlepis,Mycteroperca microlepis,USA,Southwestern coast of Florida,GAGGM,Gag,Cushman et al. 2009 CJFAS,NA,,1,CA2,1,131,2,0.76,NA,ppdat,26.119191,-82.804319
3592,Mycteroperca microlepis,Mycteroperca microlepis,USA,Southwestern coast of Florida,GAGGM,Gag,Cushman et al. 2009 CJFAS,NA,,1,CA6,1,131,2,0.719,NA,ppdat,26.119191,-82.804319
3593,Mycteroperca microlepis,Mycteroperca microlepis,USA,Southwestern coast of Florida,GAGGM,Gag,Cushman et al. 2009 CJFAS,NA,,1,GAG007,0,131,2,0.463,NA,ppdat,26.119191,-82.804319
3594,Mycteroperca microlepis,Mycteroperca microlepis,USA,East coast Florida,GAGSATLC,Gag,Cushman et al. 2009 CJFAS,NA,1993-2005,1,GAG045,0,51,2,0.749,NA,ppdat,29.512508,-80.593424
3595,Mycteroperca microlepis,Mycteroperca microlepis,USA,Southwestern coast of Florida,GAGGM,Gag,Cushman et al. 2009 CJFAS,NA,,1,GAG010,0,130,2,0.887,NA,ppdat,26.119191,-82.804319
3596,Mycteroperca microlepis,Mycteroperca microlepis,USA,Southwestern coast of Florida,GAGGM,Gag,Cushman et al. 2009 CJFAS,NA,,1,GAG023,0,128,2,0.915,NA,ppdat,26.119191,-82.804319
3597,Mycteroperca microlepis,Mycteroperca microlepis,USA,Southwestern coast of Florida,GAGGM,Gag,Cushman et al. 2009 CJFAS,NA,,1,GAG038,0,128,2,0.674,NA,ppdat,26.119191,-82.804319
3598,Mycteroperca microlepis,Mycteroperca microlepis,USA,Southwestern coast of Florida,GAGGM,Gag,Cushman et al. 2009 CJFAS,NA,,1,GAG045,0,129,2,0.768,NA,ppdat,26.119191,-82.804319
3599,Mycteroperca microlepis,Mycteroperca microlepis,Mexico,Campeche Bank,GAGGM,Gag,Jue 2010 Thesis,NA,,1,MBO088,1,241,NA,0.928,NA,ppdat,23.389321,-87.983487
3600,Mycteroperca microlepis,Mycteroperca microlepis,USA,Southwestern coast of Florida,GAGGM,Gag,Cushman et al. 2009 CJFAS,NA,,1,MBO048,1,130,4,0.723,NA,ppdat,26.119191,-82.804319
3601,Mycteroperca microlepis,Mycteroperca microlepis,USA,Southwestern coast of Florida,GAGGM,Gag,Cushman et al. 2009 CJFAS,NA,,1,MBO086,1,131,2,0.902,NA,ppdat,26.119191,-82.804319
3602,Mycteroperca microlepis,Mycteroperca microlepis,USA,South Carolina,GAGSATLC,Gag,Chapman et al. 1999 Mar Biotech,NA,,1,GAG045,0,56,2,NA,NA,ppdat,32.726682,-79.846602
3603,Mycteroperca microlepis,Mycteroperca microlepis,USA,Northwestern coast of Florida,GAGGM,Gag,Cushman et al. 2009 CJFAS,NA,,1,GAG023,0,211,2,0.913,NA,ppdat,28.833642,-84.863595
3604,Mycteroperca microlepis,Mycteroperca microlepis,USA,Northwestern coast of Florida,GAGGM,Gag,Cushman et al. 2009 CJFAS,NA,,1,GAG038,0,208,2,0.666,NA,ppdat,28.833642,-84.863595
3605,Mycteroperca microlepis,Mycteroperca microlepis,USA,Florida West Coast,GAGGM,Gag,Chapman et al. 1999 Mar Biotech,NA,,1,GAG038,0,40,2,NA,NA,ppdat,27.020816,-82.493892
3606,Mycteroperca microlepis,Mycteroperca microlepis,USA,Florida West Coast,GAGGM,Gag,Chapman et al. 1999 Mar Biotech,NA,,1,GAG045,0,40,2,NA,NA,ppdat,27.020816,-82.493892
3607,Mycteroperca microlepis,Mycteroperca microlepis,USA,North Carolina,GAGSATLC,Gag,Chapman et al. 1999 Mar Biotech,NA,,1,GAG010,0,25,2,NA,NA,ppdat,34.685393,-76.673719
3608,Mycteroperca microlepis,Mycteroperca microlepis,Mexico,Campeche Bank,GAGGM,Gag,Jue 2010 Thesis,NA,,1,GAG045,0,241,NA,0.773,NA,ppdat,23.389321,-87.983487
3609,Mycteroperca microlepis,Mycteroperca microlepis,Mexico,Campeche Bank,GAGGM,Gag,Jue 2010 Thesis,NA,,1,MBO029,1,241,NA,0.929,NA,ppdat,23.389321,-87.983487
3610,Mycteroperca microlepis,Mycteroperca microlepis,Mexico,Campeche Bank,GAGGM,Gag,Jue 2010 Thesis,NA,,1,MBO048,1,241,NA,0.741,NA,ppdat,23.389321,-87.983487
3611,Mycteroperca microlepis,Mycteroperca microlepis,Mexico,Campeche Bank,GAGGM,Gag,Jue 2010 Thesis,NA,,1,MBO086,1,241,NA,0.918,NA,ppdat,23.389321,-87.983487
3612,Mycteroperca microlepis,Mycteroperca microlepis,USA,"Panama City, FL",GAGGM,Gag,Chapman et al. 1999 Mar Biotech,NA,,1,GAG045,0,50,2,NA,NA,ppdat,29.976716,-85.71909
3613,Mycteroperca microlepis,Mycteroperca microlepis,USA,Northwest Florida Shelf,GAGGM,Gag,Jue 2010 Thesis,NA,,1,CA-2,1,85,NA,0.762,NA,ppdat,29.185168,-84.823353
3614,Mycteroperca microlepis,Mycteroperca microlepis,USA,Northwest Florida Shelf,GAGGM,Gag,Jue 2010 Thesis,NA,,1,CA-6,1,85,NA,0.739,NA,ppdat,29.185168,-84.823353
3615,Mycteroperca microlepis,Mycteroperca microlepis,USA,South Carolina,GAGSATLC,Gag,Cushman et al. 2009 CJFAS,NA,1999-2001,1,GAG038,0,123,2,0.632,NA,ppdat,32.787385,-79.109024
3616,Mycteroperca microlepis,Mycteroperca microlepis,USA,East coast Florida,GAGSATLC,Gag,Cushman et al. 2009 CJFAS,NA,1993-2005,1,CA2,1,51,2,0.711,NA,ppdat,29.512508,-80.593424
3617,Mycteroperca microlepis,Mycteroperca microlepis,USA,East coast Florida,GAGSATLC,Gag,Cushman et al. 2009 CJFAS,NA,1993-2005,1,CA6,1,51,2,0.696,NA,ppdat,29.512508,-80.593424
3618,Mycteroperca microlepis,Mycteroperca microlepis,USA,North Carolina,GAGSATLC,Gag,Chapman et al. 1999 Mar Biotech,NA,,1,GAG045,0,25,2,NA,NA,ppdat,34.685393,-76.673719
